uniqueID,citingArticleId,firstCoder,secondCoder,doi,authors,pubYear,excluded,exclusionReason,articleType,citesReplication,citationClassificationOriginal,citationClassificationAgreed,counterArguments
357,149,DS,TH,10.1371/journal.pone.0174331,"Emmerling, Franziska; Martijn, Carolien; Alberts, Hugo J. E. M.; Thomson, Alix C.; David, Bastian; Kessler, Daniel; Schuhmann, Teresa; Sack, Alexander T.",2017,FALSE,NA,Empirical data - laboratory study,TRUE,unfavourable,unfavourable,FALSE
160,150,DS,TH,10.1007/s10869-017-9493-x,"Lin, Szu-Han (Joanna); Johnson, Russell E.",2018,FALSE,NA,Empirical data - laboratory study,FALSE,favourable,favourable,NA
434,151,DS,RT,10.1080/02699931.2015.1126555,"Chesney, Samantha A.; Gordon, Nakia S.",2017,FALSE,NA,Empirical data - survey,FALSE,favourable,favourable,NA
222,152,DS,RT,10.1016/j.jebo.2017.10.019,"Lien, Jaimie W.; Zheng, Jie",2018,FALSE,NA,Empirical data - field study,FALSE,favourable,favourable,NA
433,153,DS,RT,10.1080/00313831.2015.1066439,"Svartdal, Frode",2017,FALSE,NA,Empirical data - survey,FALSE,favourable,favourable,NA
306,154,DS,RT,10.1027/1864-9335/a000304,"Keller, Lucas; Gollwitzer, Peter M.",2017,TRUE,No access,NA,NA,NA,NA,NA
297,155,DS,RT,10.1002/smi.2695,"Andela, Marie; Truchot, Didier",2017,FALSE,NA,Empirical data - survey,FALSE,favourable,favourable,NA
260,156,DS,RT,10.3389/fpsyg.2017.01788,"Ein-Gar, Danit; Steinhart, Yael",2017,FALSE,NA,Empirical data - multiple study types are reported,FALSE,favourable,favourable,NA
258,157,DS,RT,10.1016/j.envres.2017.08.016,"Panno, Angelo; Carrus, Giuseppe; Lafortezza, Raffaele; Mariani, Luigi; Sanesi, Giovanni",2017,FALSE,NA,Empirical data - survey,FALSE,favourable,favourable,NA
384,158,DS,RT,10.5465/amj.2013.0404,"Hewlin, Patricia Faison; Dumas, Tracy L.; Burnett, Meredith Flowers",2017,TRUE,No access,NA,NA,NA,NA,NA
331,159,DS,RT,10.3389/fpsyg.2017.00850,"Bentley, Jeffrey R.; Treadway, Darren C.; Williams, Lisa V.; Gazdag, Brooke Ann; Yang, Jun",2017,FALSE,NA,Empirical data - field study,FALSE,favourable,favourable,NA
367,160,DS,RT,10.1016/j.psychres.2016.12.033,"Bonfils, Kelsey A.; Lysaker, Paul H.; Minor, Kyle S.; Salyers, Michelle P.",2017,FALSE,NA,Data synthesis - meta-analysis,FALSE,favourable,favourable,NA
225,161,DS,RT,10.1086/694589,"Graiver, Inbar",2018,FALSE,NA,No empirical data,FALSE,unclassifiable,unclassifiable,NA
256,162,DS,RT,10.1016/j.concog.2017.09.007,"Wang, Yan; Wang, Guosen; Chen, Qiuju; Li, Lin",2017,FALSE,NA,Empirical data - multiple study types are reported,TRUE,favourable,favourable,TRUE
159,163,DS,RT,10.1177/0306624X16678938,"Piquero, Alex R.; Farrington, David P.; Jennings, Wesley G.",2018,FALSE,NA,Empirical data - field study,FALSE,unclassifiable,unclassifiable,NA
372,164,DS,RT,10.1016/j.jesp.2016.09.002,"Roberts, Michael E.; Clarkson, Joshua J.; Cummings, Elizabeth L. T.; Ragsdale, Chelsea M.",2017,FALSE,NA,Empirical data - laboratory study,FALSE,favourable,favourable,NA
241,165,DS,RT,10.1002/bdm.2022,"Banker, Sachin; Ainsworth, Sarah E.; Baumeister, Roy F.; Ariely, Dan; Vohs, Kathleen D.",2017,FALSE,NA,Empirical data - laboratory study,FALSE,favourable,favourable,NA
283,166,DS,RT,10.1111/joop.12177,"Russell, Emma; Woods, Stephen A.; Banks, Adrian P.",2017,FALSE,NA,Empirical data - field study,FALSE,favourable,unclassifiable,NA
238,167,DS,RT,10.1016/j.jvb.2017.07.010,"Calderwood, Charles; Gabriel, Allison S.",2017,FALSE,NA,Empirical data - multiple study types are reported,FALSE,favourable,favourable,NA
217,168,DS,RT,10.1108/JMP-04-2017-0149,"Mueller, Teresa; Niessen, Cornelia",2018,TRUE,No access,NA,NA,NA,NA,NA
23,169,DS,RT,10.1098/rstb.2018.0139,"Hayden, Benjamin Y.",2019,FALSE,NA,No empirical data,TRUE,unfavourable,unfavourable,FALSE
42,170,DS,RT,10.1016/j.pursup.2018.02.004,"Rottenburger, Joerg R.; Carter, Craig R.; Kaufmann, Lutz",2019,FALSE,NA,Empirical data - survey,FALSE,favourable,favourable,NA
72,171,DS,RT,10.1037/amp0000316,"Bosworth, Hayden B.; Blalock, Dan V.; Hoyle, Rick H.; Czajkowski, Susan M.; Voils, Corrine I.",2018,TRUE,No access,NA,NA,NA,NA,NA
25,172,DS,RT,10.1108/CDI-01-2018-0014,"Duan, Jinyun; Wong, Macy; Yue, Yumeng",2019,TRUE,No access,NA,NA,NA,NA,NA
85,173,DS,RT,10.3389/fpsyg.2018.01246,"Pattyn, Nathalie; Van Cutsem, Jeroen; Dessy, Emilie; Mairesse, Olivier",2018,FALSE,NA,No empirical data,FALSE,favourable,favourable,NA
165,174,DS,RT,10.1017/S0953820817000012,"Thomsen, Frej Klem",2018,FALSE,NA,No empirical data,FALSE,favourable,favourable,NA
9,175,DS,RT,10.3389/fpsyg.2019.00707,"Kuehl, Tim; Bertrams, Alex",2019,FALSE,NA,Empirical data - laboratory study,TRUE,favourable,favourable,TRUE
5,176,DS,RT,10.1007/s10943-018-0658-3,"Amedome, Sedem Nunyuia; Bedi, Innocent Kwame",2019,FALSE,NA,Empirical data - survey,FALSE,unclassifiable,unclassifiable,NA
437,177,DS,RT,NA,"Moran, A.; Toner, J.",2017,TRUE,No access,NA,NA,NA,NA,NA
81,178,DS,RT,10.1007/s12115-018-0283-5,"Houdek, Petr; Koblovsky, Petr; St'astny, Daniel; Vranka, Marek",2018,FALSE,NA,No empirical data,TRUE,favourable,favourable,FALSE
53,179,DS,RT,10.1037/apl0000371,"Liao, Zhenyu; Liu, Wu; Li, Xian; Song, Zhaoli",2019,FALSE,NA,Empirical data - survey,FALSE,favourable,favourable,NA
212,180,DS,RT,10.1108/IJCHM-02-2017-0063,"Liu, Juan; Cho, Seonghee",2018,TRUE,No access,NA,NA,NA,NA,NA
30,181,DS,RT,10.1016/j.neuropsychologia.2018.05.011,"Dunn, Timothy L.; Gaspar, Connor; Risko, Evan F.",2019,FALSE,NA,Empirical data - laboratory study,FALSE,equivocal,equivocal,NA
178,182,DS,RT,10.1123/jsep.2017-0242,"Semenchuk, Brittany N.; Strachan, Shaelyn M.; Fortier, Michelle",2018,TRUE,No access,NA,NA,NA,NA,NA
68,183,DS,RT,10.3389/fnbeh.2018.00268,"Weippert, Matthias; Rickler, Michel; Kluck, Steffen; Behrens, Kristin; Bastian, Manuela; Mau-Moeller, Anett; Bruhn, Sven; Lischke, Alexander",2018,FALSE,NA,Empirical data - laboratory study,FALSE,favourable,favourable,NA
106,184,DS,RT,10.1037/xhp0000527,"Pauszek, Joseph R.; Gibson, Bradley S.",2018,FALSE,NA,Empirical data - laboratory study,FALSE,favourable,favourable,NA
76,185,DS,RT,10.1177/0149206316672531,"Whiteside, David B.; Barclay, Laurie J.",2018,FALSE,NA,Empirical data - laboratory study,TRUE,favourable,favourable,TRUE
141,186,DS,RT,10.1037/apl0000266,"Cheng, Bonnie Hayden; McCarthy, Julie M.",2018,FALSE,NA,No empirical data,FALSE,favourable,favourable,NA
90,187,DS,RT,10.1037/adb0000387,"Walters, Kyle J.; Simons, Jeffrey S.; Simons, Raluca M.",2018,FALSE,NA,Empirical data - survey,FALSE,favourable,favourable,NA
443,188,DS,RT,NA,"Ben-Eliyahu, Adar",2017,TRUE,No access,NA,NA,NA,NA,NA
213,189,DS,RT,10.1108/IJPHM-08-2016-0044,"Kim, Kaeun; Milne, George R.; Bahl, Shalini",2018,TRUE,No access,NA,NA,NA,NA,NA
38,190,DS,RT,10.1080/01443410.2018.1524851,"Stiller, Anne-Kathrin; Kattner, M. Florian; Gunzenhauser, Catherine; Schmitz, Bernhard",2019,FALSE,NA,Empirical data - laboratory study,FALSE,favourable,favourable,NA
11,191,DS,RT,10.1080/01443410.2018.1543855,"Huang, Shenghua; Yin, Hongbiao; Lv, Lijie",2019,FALSE,NA,Empirical data - survey,FALSE,favourable,favourable,NA
207,192,DS,RT,10.1146/annurev-criminol-032317-091849,"Pridemore, William Alex; Makel, Matthew C.; Plucker, Jonathan A.",2018,FALSE,NA,Empirical data - survey,TRUE,equivocal,equivocal,FALSE
188,193,DS,RT,10.1177/2055102917750331,"Castonguay, Alexandre; Miquelon, Paule; Boudreau, Francois",2018,FALSE,NA,No empirical data,TRUE,favourable,favourable,FALSE
50,194,DS,RT,10.1017/S0033291718000867,"Smith, Kathryn E.; Mason, Tyler B.; Crosby, Ross D.; Cao, Li; Leonard, Rachel C.; Wetterneck, Chad T.; Smith, Brad E. R.; Farrell, Nicholas R.; Riemann, Bradley C.; Wonderlich, Stephen A.; Moessner, Markus",2019,FALSE,NA,Empirical data - survey,FALSE,favourable,favourable,NA
87,195,DS,RT,10.1016/j.jebo.2018.06.017,"Patterson, Richard W.",2018,FALSE,NA,Empirical data - survey,FALSE,favourable,favourable,NA
145,196,DS,RT,10.1016/j.psychsport.2018.02.014,"Egger, Fabienne; Conzelmann, Achim; Schmidt, Mirko",2018,FALSE,NA,Empirical data - field study,FALSE,favourable,favourable,NA
16,197,DS,RT,10.1177/1742395317733793,"Zarotti, Nicolo; Simpson, Jane; Fletcher, Ian",2019,FALSE,NA,Empirical data - survey,FALSE,favourable,favourable,NA
148,198,DS,RT,10.1371/journal.pone.0196269,"Yan, Jin; Zhang, Nan-Nan; Xu, Dai-Xuan",2018,FALSE,NA,Empirical data - laboratory study,FALSE,favourable,favourable,NA
170,199,DS,RT,10.1016/j.ijpsycho.2018.01.009,"Spangler, Derek P.; Williams, DeWayne P.; Speller, Lassiter F.; Brooks, Justin R.; Thayer, Julian F.",2018,FALSE,NA,Empirical data - laboratory study,FALSE,unclassifiable,unclassifiable,NA
146,200,DS,RT,10.1007/s10461-017-1943-y,"Batchelder, Abigail W.; Carrico, Adam W.; Acree, Michael; Hecht, Frederick M.; Moskowitz, Judith Tedlie",2018,FALSE,NA,Empirical data - survey,FALSE,favourable,favourable,NA
154,201,DS,RT,10.1016/j.leaqua.2017.05.007,"Weiss, Matthias; Razinskas, Stefan; Backmann, Julia; Hoegl, Martin",2018,FALSE,NA,Empirical data - survey,TRUE,favourable,favourable,TRUE
36,202,DS,RT,10.3389/fnbeh.2018.00337,"Kelley, Nicholas J.; Gallucci, Alessia; Riva, Paolo; Lauro, Leonor Josefina Romero; Schmeichel, Brandon J.",2019,FALSE,NA,No empirical data,FALSE,favourable,favourable,NA
69,203,DS,RT,10.7352/IJSP.2018.49.505,"Englert, Chris; Havik, Larissa; Zhang, Qian; Oudejans, Raoul R. D.",2018,TRUE,No access,NA,NA,NA,NA,NA
442,204,DS,RT,NA,"Hofmann, Wilhelm; Reinecke, Leonard; Meier, Adrian",2017,TRUE,No access,NA,NA,NA,NA,NA
193,205,DS,RT,NA,"Frey, Kurt P.; Gregg, Aiden P.",2018,TRUE,No access,NA,NA,NA,NA,NA
71,206,DS,RT,10.1111/eulj.12219,"Gokani, Nikhil",2018,FALSE,NA,No empirical data,FALSE,favourable,favourable,NA
200,207,DS,RT,NA,"Schjoedt, Leon",2018,TRUE,No access,NA,NA,NA,NA,NA
119,208,DS,RT,10.1037/apl0000308,"Kim, Sooyeol; Park, YoungAh; Headrick, Lucille",2018,FALSE,NA,Empirical data - survey,FALSE,favourable,favourable,NA
130,209,DS,RT,NA,"Ackerman, Joshua M.",2018,TRUE,No access,NA,NA,NA,NA,NA
151,210,DS,RT,10.1371/journal.pone.0195333,"Guan, Yuan; He, Jiamei",2018,FALSE,NA,Empirical data - survey,FALSE,favourable,favourable,NA
197,211,DS,RT,NA,"Zheng, Lili",2018,TRUE,No access,NA,NA,NA,NA,NA
96,212,DS,RT,10.1037/pspa0000125,"Tadmor, Carmit T.; Hong, Ying-yi; Chao, Melody M.; Cohen, Ayala",2018,FALSE,NA,Empirical data - multiple study types are reported,TRUE,equivocal,equivocal,FALSE
58,213,DS,RT,10.1177/0001839217733972,"Caza, Brianna Barker; Moss, Sherry; Vough, Heather",2018,FALSE,NA,Empirical data - multiple study types are reported,FALSE,favourable,favourable,NA
103,214,DS,RT,10.1098/rsos.180390,"Vadillo, Miguel A.; Gold, Natalie; Osman, Magda",2018,FALSE,NA,Empirical data - laboratory study,TRUE,unfavourable,unfavourable,TRUE
93,215,DS,RT,10.1111/1467-8462.12269,"Brown, Heather; Presseau, Justin",2018,FALSE,NA,Empirical data - laboratory study,FALSE,favourable,favourable,NA
195,216,DS,RT,10.1080/08870446.2018.1489048,"Exelmans, Liese; Van den Bulck, Jan",2018,FALSE,NA,Empirical data - survey,FALSE,favourable,favourable,NA
204,217,DS,RT,10.1558/wap.32756,"Asaba, Mayumi; Eidswick, John",2018,TRUE,No access,NA,NA,NA,NA,NA
56,218,DS,RT,10.1016/j.jsr.2018.09.005,"Chen, Ming; Chen, Long; Yan, Xiao-Ming; Yu, Zhuo; Fang, Ying-Ying; Yu, Yan-Qiu",2018,FALSE,NA,Empirical data - survey,FALSE,favourable,favourable,NA
190,219,DS,RT,10.1016/bs.adms.2018.01.004,"Johnson, Russell E.; Lin, Szu-Han; Lee, Hun W.",2018,TRUE,No access,NA,NA,NA,NA,NA
438,220,DS,RT,NA,"Hobsbawm, J.",2017,TRUE,No access,NA,NA,NA,NA,NA
3,221,DS,RT,10.1177/1088868318762183,"Friese, Malte; Loschelder, David D.; Gieseler, Karolin; Frankenbach, Julius; Inzlicht, Michael",2019,FALSE,NA,No empirical data,TRUE,unfavourable,unfavourable,TRUE
394,222,DS,RT,10.1007/978-3-319-62938-4_2,"Tyburski, Ernest",2017,TRUE,No access,NA,NA,NA,NA,NA
26,223,DS,RT,10.1080/13803395.2018.1502257,"Niermeyer, Madison A.; Ziemnik, Rosemary E.; Franchow, Emilie I.; Barron, Casey A.; Suchy, Yana",2019,FALSE,NA,Empirical data - survey,FALSE,favourable,favourable,NA
199,224,DS,RT,NA,"Verfuerth, Caroline; Gregory-Smith, Diana",2018,TRUE,No access,NA,NA,NA,NA,NA
110,225,DS,RT,10.1016/j.addbeh.2017.11.001,"Freeman, Lindsey K.; Gottfredson, Nisha C.",2018,FALSE,NA,Empirical data - survey,TRUE,favourable,favourable,FALSE
101,226,DS,RT,10.1093/jcr/ucy001,"May, Frank; Irmak, Caglar",2018,FALSE,NA,Empirical data - survey,FALSE,favourable,favourable,NA
66,227,DS,RT,10.1111/1475-679X.12218,"Bonner, Sarah; Majors, Tracie; Ritter, Stacey",2018,FALSE,NA,Empirical data - survey,FALSE,favourable,favourable,NA
64,228,DS,RT,10.1007/s11229-018-1712-0,"Haas, Julia",2018,FALSE,NA,No empirical data,FALSE,favourable,favourable,NA
208,229,DS,RT,10.1080/08870446.2018.1436176,"Pfeffer, Ines; Strobach, Tilo",2018,FALSE,NA,Empirical data - survey,FALSE,favourable,favourable,NA
135,230,DS,RT,10.1007/s10869-017-9497-6,"Mok, Aurelia; De Cremer, David",2018,FALSE,NA,Empirical data - survey,FALSE,favourable,favourable,NA
191,231,DS,RT,10.1109/SMC.2018.00323,"Zhong, Xi; Ishibashi, Ken; Yada, Katsutoshi",2018,FALSE,NA,Empirical data - laboratory study,FALSE,unclassifiable,unclassifiable,NA
31,232,DS,RT,10.1016/j.neuropsychologia.2018.03.033,"Milyayskaya, Marina; Inzlicht, Michael; Johnson, Travis; Larson, Michael J.",2019,FALSE,NA,Empirical data - laboratory study,TRUE,equivocal,equivocal,TRUE
62,233,DS,RT,10.18666/JPRA-2018-V36-I4-8889,"Miller, Zachary David",2018,TRUE,No access,NA,NA,NA,NA,NA
2,234,DS,RT,10.1177/0022242919825649,"White, Katherine; Habib, Rishad; Hardisty, David J.",2019,FALSE,NA,No empirical data,FALSE,unclassifiable,unclassifiable,NA
41,235,DS,RT,10.1080/01973533.2018.1530671,"Singh, Ranjit K.; Goeritz, Anja S.",2019,FALSE,NA,Empirical data - laboratory study,TRUE,favourable,favourable,TRUE
47,236,DS,RT,10.1017/S1355617718000838,"Suchy, Yana; Niermeyer, Madison Amelia; Franchow, Emilie Irene; Ziemnik, Rosemary",2019,FALSE,NA,Empirical data - laboratory study,FALSE,favourable,favourable,NA
205,237,DS,RT,10.1080/10615806.2018.1483021,"Lenton-Brym, Ariella P.; Moscovitch, David A.; Vidovic, Vanja; Nilsen, Elizabeth; Friedman, Ori",2018,FALSE,NA,Empirical data - survey,FALSE,favourable,favourable,NA
44,238,DS,RT,10.1016/j.cogdev.2018.12.003,"Kostyrka-Allchorne, Katarzyna; Cooper, Nicholas R.; Simpson, Andrew",2019,FALSE,NA,Empirical data - laboratory study,FALSE,favourable,favourable,NA
22,239,DS,RT,10.3389/fpsyg.2019.00328,"Qin, Xin; Liao, Hui; Zheng, Xiaoming; Liu, Xin",2019,FALSE,NA,Empirical data - multiple study types are reported,FALSE,favourable,favourable,NA
102,240,DS,RT,10.3390/ijerph15081757,"Gombert, Lilian; Konze, Anne-Kathrin; Rivkin, Wladislaw; Schmidt, Klaus-Helmut",2018,FALSE,NA,Empirical data - survey,FALSE,favourable,favourable,NA
15,241,DS,RT,10.1177/1948550617736112,"Briskin, Julia L.; Kopetz, Catalina E.; Fitzsimons, Grainne M.; Slatcher, Richard B.",2019,FALSE,NA,Empirical data - survey,FALSE,favourable,favourable,NA
115,242,DS,RT,10.3389/fpsyg.2018.01139,"Necka, Edward; Gruszka, Aleksandra; Orzechowski, Jaroslaw; Nowak, Michal; Wojcik, Natalia",2018,FALSE,NA,Empirical data - survey,FALSE,favourable,favourable,NA
155,243,DS,RT,10.1177/0031512517751751,"Brevers, Damien; Dubuisson, Etienne; Dejonghe, Fabien; Dutrieux, Julien; Petieau, Mathieu; Cheron, Guy; Verbanck, Paul; Foucart, Jennifer",2018,FALSE,NA,Empirical data - laboratory study,FALSE,favourable,favourable,NA
136,244,DS,RT,10.1007/s11031-018-9686-2,"Gissubel, Keith; Beiramar, Ana; Freire, Teresa",2018,FALSE,NA,Data synthesis - meta-analysis,TRUE,favourable,favourable,FALSE
18,245,DS,RT,10.1002/ab.21805,"Staller, Mario S.; Mueller, Marcel; Christiansen, Paul; Zaiser, Benjamin; Koerner, Swen; Cole, Jon C.",2019,FALSE,NA,Empirical data - laboratory study,TRUE,favourable,favourable,TRUE
391,246,DS,RT,NA,"Denford, Sarah; Abraham, Charles; Van Beurden, Samantha; Smith, Jane R.; Morgan-Trimmer, Sarah",2017,TRUE,No access,NA,NA,NA,NA,NA
67,247,DS,RT,10.1016/j.addbeh.2018.07.020,"Farris, Samantha G.; DiBello, Angelo M.; Zvolensky, Michael J.",2018,FALSE,NA,Empirical data - survey,FALSE,favourable,favourable,NA
82,248,DS,RT,10.7819/rbgn.v0i0.3954,"da Costa, Marconi Freitas; de Fariasl, Salomao Alencar; de Angelo, Claudio Felisoni",2018,FALSE,NA,Empirical data - laboratory study,FALSE,favourable,favourable,NA
125,249,DS,RT,10.1016/j.neubiorev.2018.05.003,"Kurath, Jennifer; Mata, Rui",2018,FALSE,NA,Data synthesis - meta-analysis,FALSE,unclassifiable,unclassifiable,NA
395,250,DS,RT,10.1080/10463283.2017.1331874,"Greenaway, Katharine H.; Kalokerinos, Elise K.",2017,FALSE,NA,No empirical data,FALSE,favourable,favourable,NA
61,251,DS,RT,10.2224/sbp.7426,"Zhang, Qi; Tong, Jiajin; Huo, Da",2018,TRUE,No access,NA,NA,NA,NA,NA
124,252,DS,RT,10.1037/ocp0000082,"Breevaart, Kimberley; Bakker, Arnold B.",2018,FALSE,NA,Empirical data - survey,FALSE,favourable,favourable,NA
