PT,AU,BA,CA,GP,RI,OI,BE,Z2,TI,X1,Y1,Z1,FT,PN,AE,Z3,SO,S1,SE,BS,VL,IS,SI,MA,BP,EP,AR,DI,D2,SU,PD,PY,AB,X4,C1,Y4,Z4,AK,CT,CY,SP,CL,TC,Z8,ZB,ZS,Z9,SN,BN,WC,UT,PM
J,"Cook, Bryan G.; Lloyd, John Wills; Mellor, David; Nosek, Brian A.; Therrien, William J.",,,,,,,,Promoting Open Science to Increase the Trustworthiness of Evidence in Special Education,,,,,,,,EXCEPTIONAL CHILDREN,,,,85,1,,,104,118,,10.1177/0014402918793138,,,Oct-18,2018,"Scientific evidence should guide the selection of practice for individuals with disabilities. Scientific evidence, however, must be trustworthy to move special education toward greater empirical certainty and more effective policies and practices. Transparency, openness, and reproducibility increase the trustworthiness of evidence. We propose that researchers in special education adopt emerging open-science reforms, such as preprints, data and materials sharing, preregistration of studies and analysis plans, and Registered Reports. Adoption of these practices will require shifts in cultural norms, guidelines, and incentives. We discuss how adopting open-science practices can advance the quality of research and, consequently, policy and practice in special education.",,"[Cook, Bryan G.; Lloyd, John Wills; Nosek, Brian A.; Therrien, William J.] Univ Virginia, Charlottesville, VA 22903 USA; [Mellor, David; Nosek, Brian A.] Ctr Open Sci, Charlottesville, VA USA; [Cook, Bryan G.; Therrien, William J.] Consortium Adv Special Educ Res, Chicago, IL USA; [Cook, Bryan G.] Univ Virginia, Curry Sch Educ, Bavaro Hall 312,POB 400273, Charlottesville, VA 22904 USA",,,,,,,,24,,,,,,,"Education, Special; Rehabilitation",WOS:000446100000007,
J,"Wolf, Anna; Kopiez, Reinhard; Platz, Friedrich; Lin, Hsin-Rui; Muetze, Hanna",,,,,,,,TENDENCY TOWARDS THE AVERAGE? THE AESTHETIC EVALUATION OF A QUANTITATIVELY AVERAGE MUSIC PERFORMANCE: A SUCCESSFUL REPLICATION OF REPP'S (1997) STUDY,,,,,,,,MUSIC PERCEPTION,,,,36,1,,,98,108,,10.1525/MP.2018.36.1.98,,,Sep-18,2018,"THE PRESENT STUDY HAS INVESTIGATED THE minimal-distance hypothesis in music (Langlois & Roggman, 1990; Repp, 1997) by replicating Repp's original study (1997) on the aesthetic quality of an averaged performance-compared to individual interpretations-of Robert Schumann's Traumerei (Op. 15, No. 7). Participants (N = 205) came from Germany and Taiwan and made up a convenience sample representing different degrees of musical sophistication. We used a 2 x 4 mixed methods design that compared the country of data collection (between factor) and the four selected interpretations (within factor). The dependent variable was a unidimensional construct describing the musical quality, which was developed with an exploratory factor analysis followed by a probabilistic item analysis. It was found that the evaluation of Taiwanese and German participants did not differ, but the ratings for the various interpretations successfully replicated Repp's results: The average performance was rated better than the individual performances, and the lowest rated performance from the original study was rated lowest in this replication as well (large effect size). The confirmation of this central effect in music perception research might be an incentive for further replication studies in music psychology.",,"[Wolf, Anna] Univ Hamburg, Hamburg, Germany; [Kopiez, Reinhard; Lin, Hsin-Rui; Muetze, Hanna] Hanover Univ Mus Drama & Media, Hannover, Germany; [Platz, Friedrich] Univ Mus & Performing Arts, Stuttgart, Germany; [Wolf, Anna] Univ Hamburg, Inst Systemat Musicol, Neue Rabenstr 13, D-20354 Hamburg, Germany",,,,,,,,1,,,,,,,"Music; Psychology, Experimental",WOS:000454442600007,
J,"Christensen, Garret; Miguel, Edward",,,,,,,,"Transparency, Reproducibility, and the Credibility of Economics Research",,,,,,,,JOURNAL OF ECONOMIC LITERATURE,,,,56,3,,,920,980,,10.1257/jel.20171350,,,Sep-18,2018,"There is growing interest in enhancing research transparency and reproducibility in economics and other scientific fields. We survey existing work on these topics within economics and discuss the evidence suggesting that publication bias, inability to replicate, and specification searching remain widespread in the discipline. We next discuss recent progress in this area, including through improved research design, study registration and pre-analysis plans, disclosure standards, and open sharing of data and materials, drawing on experiences in both economics and other social sciences. We discuss areas where consensus is emerging on new practices, as well as approaches that remain controversial, and speculate about the most effective ways to make economics research more credible in the future.",,"[Christensen, Garret; Miguel, Edward] Univ Calif Berkeley, Berkeley, CA 94720 USA; [Miguel, Edward] NBER, Cambridge, MA 02138 USA; [Christensen, Garret] Univ Calif Berkeley, Berkeley, CA 94720 USA",,,,,,,,66,,,,,,,Economics,WOS:000443946300003,
J,"Camerer, Colin F.; Dreber, Anna; Holzmeister, Felix; Ho, Teck-Hua; Huber, Juegen; Johannesson, Magnus; Kirchler, Michael; Nave, Gideon; Nosek, Brian A.; Pfeiffer, Thomas; Altmejd, Adam; Buttrick, Nick; Chan, Taizan; Chen, Yiling; Forsell, Eskil; Gampa, Anup; Heikensten, Emma; Hummer, Lily; Imai, Taisuke; Isaksson, Siri; Manfredi, Dylan; Rose, Julia; Wagenmakers, Eric-Jan; Wu, Hang",,,,,,,,Evaluating the replicability of social science experiments in Nature and Science between 2010 and 2015,,,,,,,,NATURE HUMAN BEHAVIOUR,,,,2,9,,,637,644,,10.1038/s41562-018-0399-z,,,Sep-18,2018,"Being able to replicate scientific findings is crucial for scientific progress1-15. We replicate 21 systematically selected experimental studies in the social sciences published in Nature and Science between 2010 and 201516-36. The replications follow analysis plans reviewed by the original authors and pre-registered prior to the replications. The replications are high powered, with sample sizes on average about five times higher than in the original studies. We find a significant effect in the same direction as the original study for 13 (62%) studies, and the effect size of the replications is on average about 50% of the original effect size. Replicability varies between 12 (57%) and 14 (67%) studies for complementary replicability indicators. Consistent with these results, the estimated truepositive rate is 67% in a Bayesian analysis. The relative effect size of true positives is estimated to be 71%, suggesting that both false positives and inflated effect sizes of true positives contribute to imperfect reproducibility. Furthermore, we find that peer beliefs of replicability are strongly related to replicability, suggesting that the research community could predict which results would replicate and that failures to replicate were not the result of chance alone.",,"[Camerer, Colin F.] CALTECH, Pasadena, CA 91125 USA; [Dreber, Anna; Johannesson, Magnus; Altmejd, Adam; Heikensten, Emma; Isaksson, Siri] Stockholm Sch Econ, Dept Econ, Stockholm, Sweden; [Holzmeister, Felix; Huber, Juegen; Kirchler, Michael; Rose, Julia] Univ Innsbruck, Dept Banking & Finance, Innsbruck, Austria; [Ho, Teck-Hua] Natl Univ Singapore, NUS Business Sch, Singapore, Singapore; [Kirchler, Michael] Univ Goteborg, Dept Econ, Ctr Finance, Gothenburg, Sweden; [Nave, Gideon; Manfredi, Dylan] Univ Penn, Wharton Sch, Philadelphia, PA 19104 USA; [Nosek, Brian A.; Buttrick, Nick; Gampa, Anup] Univ Virginia, Dept Psychol, Gilmer Hall, Charlottesville, VA 22903 USA; [Nosek, Brian A.; Buttrick, Nick; Gampa, Anup; Hummer, Lily] Ctr Open Sci, Charlottesville, VA 22903 USA; [Pfeiffer, Thomas] New Zealand Inst Adv Study, Auckland, New Zealand; [Chan, Taizan] Natl Univ Singapore, Off Senior Deputy President & Provost, Singapore, Singapore; [Chen, Yiling] Harvard Univ, John A Paulson Sch Engn & Appl Sci, Cambridge, MA 02138 USA; [Forsell, Eskil] Spotify Sweden AB, Stockholm, Sweden; [Imai, Taisuke] Ludwig Maximilians Univ Munchen, Dept Econ, Munich, Germany; [Wagenmakers, Eric-Jan] Univ Amsterdam, Dept Psychol, Amsterdam, Netherlands; [Wu, Hang] Harbin Inst Technol, Sch Management, Harbin, Heilongjiang, Peoples R China; [Nosek, Brian A.] Univ Virginia, Dept Psychol, Gilmer Hall, Charlottesville, VA 22903 USA; [Nosek, Brian A.] Ctr Open Sci, Charlottesville, VA 22903 USA",,,,,,,,290,,,,,,,"Psychology, Biological; Multidisciplinary Sciences; Neurosciences; Psychology, Experimental",WOS:000446615600020,
J,"Bhatia, Nazli; Gunia, Brian C.",,,,,,,,"I was going to offer $10,000 but ... : The effects of phantom anchors in negotiation",,,,,,,,ORGANIZATIONAL BEHAVIOR AND HUMAN DECISION PROCESSES,,,,148,,,,70,86,,10.1016/j.obhdp.2018.06.003,,,Sep-18,2018,"Negotiators commonly attach phantom anchors-retracted and aggressive figures-to their actual and less aggressive offers. For example, a seller might say, ""I was going to ask for $10,000, but I can offer $8000."" Drawing from research on anchoring, we predict that offer-makers will economically benefit from offers with phantom anchors. Drawing from research on interpersonal perceptions, we test competing hypotheses indicating that phantom anchors might elicit perceptions of manipulativeness or benevolence, with economic implications. Finally, we explore situational conditions that could moderate these perceptions. Five studies show that negotiators using offers with (versus without) phantom anchors receive less aggressive counteroffers and more beneficial agreements in both distributive and integrative negotiations, but also seem more manipulative. Situations portraying the phantom anchor-actual offer combination as a true concession, however, dampen manipulativeness perceptions. Overall, the results suggest that phantom anchors represent a powerful yet risky and understudied value-claiming strategy in negotiations.",,"[Bhatia, Nazli] Univ Penn, 3720 Walnut St, Philadelphia, PA 19104 USA; [Gunia, Brian C.] Johns Hopkins Univ, Baltimore, MD 21218 USA; [Gunia, Brian C.] Johns Hopkins Univ, Carey Business Sch, 100 Int Dr, Baltimore, MD 21202 USA; [Bhatia, Nazli] Univ Penn, 3720 Walnut St, Philadelphia, PA 19104 USA",,,,,,,,4,,,,,,,"Psychology, Applied; Management; Psychology, Social",WOS:000447112200005,
J,"Freese, Jeremy; Peterson, David",,,,,,,,The Emergence of Statistical Objectivity: Changing Ideas of Epistemic Vice and Virtue in Science,,,,,,,,SOCIOLOGICAL THEORY,,,,36,3,,,289,313,,10.1177/0735275118794987,,,Sep-18,2018,"The meaning of objectivity in any specific setting reflects historically situated understandings of both science and self. Recently, various scientific fields have confronted growing mistrust about the replicability of findings, and statistical techniques have been deployed to articulate a crisis of false positives. In response, epistemic activists have invoked a decidedly economic understanding of scientists' selves. This has prompted a scientific social movement of proposed reforms, including regulating disclosure of backstage research details and enhancing incentives for replication. We theorize that together, these events represent the emergence of a new formulation of objectivity. Statistical objectivity assesses the integrity of research literatures in the results observed in collections of studies rather than the methodological details of individual studies and thus positions meta-analysis as the ultimate arbiter of scientific objectivity. Statistical objectivity presents a challenge to scientific communities and raises new questions for sociological theory about tensions between quantification and expertise.",,"[Freese, Jeremy] Stanford Univ, Sociol, Palo Alto, CA 94304 USA; [Peterson, David] Univ Calif Los Angeles, Inst Soc & Genet, Los Angeles, CA USA; [Peterson, David] Univ Calif Los Angeles, 621 Charles E Young Dr,South Box 957221,3360 LSB, Los Angeles, CA 90095 USA",,,,,,,,6,,,,,,,Sociology,WOS:000444586200004,
J,"Sevi, Baris; Eskenazi, Terry",,,,,,,,The Impact of Perceived Threat of Infectious Disease on the Framing Effect,,,,,,,,EVOLUTIONARY PSYCHOLOGICAL SCIENCE,,,,4,3,,,340,346,,10.1007/s40806-018-0145-9,,,Sep-18,2018,"The framing effect is a heuristic bias, where the way a question is presented affects people's response to it. This study (n=924) investigated the influence of the behavioral immune system on the framing effect. We tested the changes in people's responses towards two frames (i.e., losses and gains) when presented with a threat of disease and as a function of their perceived vulnerability to disease (PVD) level. After being randomly assigned to one of three priming conditions-disease threat, negative threat, and no-threat-participants were presented with one of the two-frame versions (gain or loss) of the damaged painting problem where they chose between a safe and a risky option. Finally, participants responded to the PVD scale and to demographic questions. Results revealed that when people were primed with disease threat, those with lower PVD had a higher likelihood to take risks in the gain frame and a lower likelihood in the loss frame. This effect was not observed when participants were primed with negative threat or no-threat, nor for those participants with high levels of PVD. This finding suggests a specific effect of disease threat on the framing effect.",,"[Sevi, Baris] West Virginia Univ, Dept Psychol, POB 6040, Morgantown, WV 26506 USA; [Sevi, Baris; Eskenazi, Terry] Koc Univ, Dept Psychol, Istanbul, Turkey; [Sevi, Baris] West Virginia Univ, Dept Psychol, POB 6040, Morgantown, WV 26506 USA; [Sevi, Baris] Koc Univ, Dept Psychol, Istanbul, Turkey",,,,,,,,1,,,,,,,"Psychology, Multidisciplinary",WOS:000614892200015,
J,"Calin-Jageman, Robert J.",,,,,,,,Direct replications of Ottati et al. (2015): The earned dogmatism effect occurs only with some manipulations of expertise,,,,,,,,JOURNAL OF EXPERIMENTAL SOCIAL PSYCHOLOGY,,,,78,,,,240,249,,10.1016/j.jesp.2017.12.008,,,Sep-18,2018,"The Earned Dogmatism Hypothesis is that social norms entitle experts to behave in a close-minded fashion, and therefore that manipulations which increase perceived expertise reduce open-minded cognition. This manuscript reports direct replications of three key experiments reported by Ottati et al. 2015 in this journal in support of the Earned Dogmatism Hypothesis. Consistent with the original findings, it was found that dogmatic behavior is considered substantially more appropriate for experts relative to novices (d = 0.45 [0.35, 0.55] over all replications and original study). In addition, it was confirmed that when participants envision themselves as experts they predict they will be more close-minded (d = -0.54 [-0.64, -0.44]). Unfortunately, replications involving manipulation of expertise through task difficulty showed little to no effect on open-minded cognition (d = 0.00 [-0.21, 0.21] for easy/difficult recall task; d = -0.02 [-0.21, -0.17] for easy/difficult trivia task). The balance of evidence suggests that the Earned Dogmatism Hypothesis is currently well-supported only for prospective manipulations of expertise that require participants to predict their social behaviors. [Ottati, V., Price, E. D., Wilson, C., & Sumaktoyo, N. (2015). When self-perceptions of expertise increase closed-minded cognition: The earned dogmatism effect. Journal of Experimental Social Psychology, 61, 131-138. https://doi.org/10.1016/j.jesp.2015.08.003].",,"[Calin-Jageman, Robert J.] Dominican Univ, Dept Psychol, 7900 West Div, River Forest, IL 60305 USA; [Calin-Jageman, Robert J.] Dominican Univ, Dept Psychol, 7900 West Div, River Forest, IL 60305 USA",,,,,,,,2,,,,,,,"Psychology, Social",WOS:000440529900022,
J,"Krishna, Anand; Peter, Sebastian M.",,,,,,,,"Questionable research practices in student final theses - Prevalence, attitudes, and the role of the supervisor's perceived attitudes",,,,,,,,PLOS ONE,,,,13,8,,,,,e0203470,10.1371/journal.pone.0203470,,,AUG 30 2018,2018,"Although questionable research practices (QRPs) and p-hacking have received attention in recent years, little research has focused on their prevalence and acceptance in students. Students are the researchers of the future and will represent the field in the future. Therefore, they should not be learning to use and accept QRPs, which would reduce their ability to produce and evaluate meaningful research. 207 psychology students and fresh graduates provided self-report data on the prevalence and predictors of QRPs. Attitudes towards QRPs, belief that significant results constitute better science or lead to better grades, motivation, and stress levels were predictors. Furthermore, we assessed perceived supervisor attitudes towards QRPs as an important predictive factor. The results were in line with estimates of QRP prevalence from academia. The best predictor of QRP use was students' QRP attitudes. Perceived supervisor attitudes exerted both a direct and indirect effect via student attitudes. Motivation to write a good thesis was a protective factor, whereas stress had no effect. Students in this sample did not subscribe to beliefs that significant results were better for science or their grades. Such beliefs further did not impact QRP attitudes or use in this sample. Finally, students engaged in more QRPs pertaining to reporting and analysis than those pertaining to study design. We conclude that supervisors have an important function in shaping students' attitudes towards QRPs and can improve their research practices by motivating them well. Furthermore, this research provides some impetus towards identifying predictors of QRP use in academia.",,"[Krishna, Anand] Julius Maximilians Univ, Dept Motivat & Emot Psychol, Wurzburg, Germany; [Peter, Sebastian M.] Julius Maximilians Univ, Dept Social Psychol, Wurzburg, Germany; [Krishna, Anand] Julius Maximilians Univ, Dept Motivat & Emot Psychol, Wurzburg, Germany",,,,,,,,4,,,,,,,Multidisciplinary Sciences,WOS:000443388900127,
J,"Bushby, Emily V.; Friel, Mary; Goold, Conor; Gray, Helen; Smith, Lauren; Collins, Lisa M.",,,,,,,,Factors Influencing Individual Variation in Farm Animal Cognition and How to Account for These Statistically,,,,,,,,FRONTIERS IN VETERINARY SCIENCE,,,,5,,,,,,193,10.3389/fvets.2018.00193,,,AUG 17 2018,2018,"For farmed species, good health and welfare is a win-win situation: both the animals and producers can benefit. In recent years, animal welfare scientists have embraced cognitive sciences to rise to the challenge of determining an animal's internal state in order to better understand its welfare needs and by extension, the needs of larger groups of animals. A wide range of cognitive tests have been developed that can be applied in farmed species to assess a range of cognitive traits. However, this has also presented challenges. Whilst it may be expected to see cognitive variation at the species level, differences in cognitive ability between and within individuals of the same species have frequently been noted but left largely unexplained. Not accounting for individual variation may result in misleading conclusions when the results are applied both at an individual level and at higher levels of scale. This has implications both for our fundamental understanding of an individual's welfare needs, but also more broadly for experimental design and the justification for sample sizes in studies using animals. We urgently need to address this issue. In this review, we will consider the latest developments on the causes of individual variation in cognitive outcomes, such as the choice of cognitive test, sex, breed, age, early life environment, rearing conditions, personality, diet, and the animal's microbiome. We discuss the impact of each of these factors specifically in relation to recent work in farmed species, and explore the future directions for cognitive research in this field, particularly in relation to experimental design and analytical techniques that allow individual variation to be accounted for appropriately.",,"[Bushby, Emily V.; Friel, Mary; Goold, Conor; Gray, Helen; Smith, Lauren; Collins, Lisa M.] Univ Leeds, Fac Biol Sci, Leeds, W Yorkshire, England; [Collins, Lisa M.] Univ Leeds, Fac Biol Sci, Leeds, W Yorkshire, England",,,,,,,,10,,,,,,,Veterinary Sciences,WOS:000452113400001,
J,"Moss-Racusin, Corinne A.; Rabasco, Helena",,,,,,,,Reducing gender identity bias through imagined intergroup contact,,,,,,,,JOURNAL OF APPLIED SOCIAL PSYCHOLOGY,,,,48,8,,,457,474,,10.1111/jasp.12525,,,Aug-18,2018,"Transgender individuals face high levels of stereotyping, prejudice, discrimination, and violence. However, there is a paucity of research (particularly experimental work) investigating the magnitude of gender identity bias (GIB) targeting transgender individuals, as well as interventions designed to ameliorate it. To address this gap, we conducted experimental investigations of reactions to identical, highly qualified men or women job applicants described as either transgender or cisgender (Experiments 1a, 1b), and tested the efficacy of an imagined intergroup contact (IIC) intervention (relative to a control condition) in ameliorating GIB against transgender women (Experiment 2). As expected, all applicants were perceived as equally highly competent, adding to the literature suggesting that clearly demonstrating excellent qualifications can prevent biased judgments of candidate competence. However, revealing GIB, transgender men and women were rated as less likeable and hirable than the identical cisgender applicants, despite the fact that they were viewed as equally competent (Experiments 1a, 1b). Providing additional evidence of GIB, in the absence of IIC, participants rated a transgender female applicant as less likeable and hirable than the identical cisgender applicant, and also reported less self-other overlap and perspective taking for the transgender applicant (Experiment 2). However, these target gender identity differences were reduced (for likeability) or fully eliminated (for the remaining outcomes) in the IIC condition. Put another way, while reactions to the cisgender applicant were unaffected by intervention condition, IIC elevated perceptions of the transgender applicant, suggesting that it may function as an effective GIB intervention.",,"[Moss-Racusin, Corinne A.; Rabasco, Helena] Skidmore Coll, 815 North Broadway, Saratoga Springs, NY 12866 USA; [Moss-Racusin, Corinne A.] Skidmore Coll, 815 North Broadway, Saratoga Springs, NY 12866 USA",,,,,,,,3,,,,,,,"Psychology, Social",WOS:000442493200005,
J,"van Aert, Robbie C. M.; van Assen, Marcel A. L. M.",,,,,,,,Examining reproducibility in psychology: A hybrid method for combining a statistically significant original study and a replication,,,,,,,,BEHAVIOR RESEARCH METHODS,,,,50,4,,,1515,1539,,10.3758/s13428-017-0967-6,,,Aug-18,2018,"The unrealistically high rate of positive results within psychology has increased the attention to replication research. However, researchers who conduct a replication and want to statistically combine the results of their replication with a statistically significant original study encounter problems when using traditional meta-analysis techniques. The original study's effect size is most probably overestimated because it is statistically significant, and this bias is not taken into consideration in traditional meta-analysis. We have developed a hybrid method that does take the statistical significance of an original study into account and enables (a) accurate effect size estimation, (b) estimation of a confidence interval, and (c) testing of the null hypothesis of no effect. We analytically approximate the performance of the hybrid method and describe its statistical properties. By applying the hybrid method to data from the Reproducibility Project: Psychology (Open Science Collaboration, 2015), we demonstrate that the conclusions based on the hybrid method are often in line with those of the replication, suggesting that many published psychological studies have smaller effect sizes than those reported in the original study, and that some effects may even be absent. We offer hands-on guidelines for how to statistically combine an original study and replication, and have developed a Web-based application (https://rvanaert.shinyapps.io/hybrid) for applying the hybrid method.",,"[van Aert, Robbie C. M.; van Assen, Marcel A. L. M.] Tilburg Univ, Dept Methodol & Stat, POB 90153, NL-5000 LE Tilburg, Netherlands; [van Assen, Marcel A. L. M.] Univ Utrecht, Dept Sociol, Utrecht, Netherlands; [van Aert, Robbie C. M.] Tilburg Univ, Dept Methodol & Stat, POB 90153, NL-5000 LE Tilburg, Netherlands",,,,,,,,9,,,,,,,"Psychology, Mathematical; Psychology, Experimental",WOS:000440459100014,
J,"Cohen-Zimerman, Shira; Hassin, Ran R.",,,,,,,,Implicit motivation improves executive functions of older adults,,,,,,,,CONSCIOUSNESS AND COGNITION,,,,63,,,,267,279,,10.1016/j.concog.2018.06.007,,,Aug-18,2018,"It is widely accepted that while controlled processes (e.g., working memory and executive functions) decline with age, implicit (automatic) processes are not affected by age. In this paper we challenge this view by arguing that high-level automatic processes (e.g., recruiting motivation) decline with age, and that this decline plays an unappreciated role in cognitive aging. Specifically, we hypothesized that due to their decline, automatic motivational processes are less likely to be spontaneously activated in old age; thus, implicit external activation of them should have stronger effects on older (vs. younger) adults. In two experiments we used different methods of implicitly activating motivation, and measured executive functions of younger and older adults using the Wisconsin Card Sorting Test. In both experiments, implicit modulation of motivation resulted in improved executive functioning for older adults. The framework we propose is general and offers a new look at various aspects of cognitive aging.",,"[Cohen-Zimerman, Shira; Hassin, Ran R.] Hebrew Univ Jerusalem, Psychol Dept, Jerusalem, Israel; [Hassin, Ran R.] Hebrew Univ Jerusalem, Ctr Study Rational, Jerusalem, Israel; [Cohen-Zimerman, Shira] Shirley Ryan AbilityLab, Cognit Neurosci Lab, 355 E Erie St, Chicago, IL 60611 USA",,,,,,,,1,,,,,,,"Psychology, Experimental",WOS:000440124800022,
J,"Leusch, Yannik M.; Loschelder, David D.; Basso, Frederic",,,,,,,,Precious Property or Magnificent Money? How Money Salience but Not Temperature Priming Affects First-Offer Anchors in Economic Transactions,,,,,,,,FRONTIERS IN PSYCHOLOGY,,,,9,,,,,,1099,10.3389/fpsyg.2018.01099,,,JUL 4 2018,2018,"The present study aims for a better understanding of how individuals' behavior in monetary price negotiations differs from their behavior in bartering situations. Two contrasting hypotheses were derived from endowment theory and current negotiation research to examine whether negotiators are more susceptible to anchoring in price negotiations versus in bartering transactions. In addition, past research found that cues of coldness enhance cognitive control and reduce anchoring effects. We attempted to replicate these coldness findings for price anchors in a distributive negotiations scenario and to illuminate the potential interplay of coldness priming with a price versus bartering manipulation. Participants (N = 219) were recruited for a 2 x 2 between-subjects negotiation experiment manipulating (1) monetary focus and (2) temperature priming. Our data show a higher anchoring susceptibility in price negotiations than in bartering transactions. Despite a successful priming manipulation check, coldness priming did not affect participants' anchoring susceptibility (nor interact with the price/ bartering manipulation). Our findings improve our theoretical understanding of how the focus on negotiation resources frames economic transactions as either unidirectional or bidirectional, and how this focus shapes parties' susceptibility to the anchoring bias and negotiation behavior. Implications for theory and practice are discussed.",,"[Leusch, Yannik M.; Basso, Frederic] London Sch Econ & Polit Sci, Dept Psychol & Behav Sci, London, England; [Loschelder, David D.] Leuphana Univ Luneburg, Inst Management & Org, Luneburg, Germany; [Leusch, Yannik M.] London Sch Econ & Polit Sci, Dept Psychol & Behav Sci, London, England",,,,,,,,0,,,,,,,"Psychology, Multidisciplinary",WOS:000437321700001,
J,"Frankenhuis, Willem E.; Nettle, Daniel",,,,,,,,Open Science Is Liberating and Can Foster Creativity,,,,,,,,PERSPECTIVES ON PSYCHOLOGICAL SCIENCE,,,,13,4,,,439,447,,10.1177/1745691618767878,,,Jul-18,2018,"Some scholars think that Open Science practices constrain researchers in ways that reduce their creativity, arguing, for instance, that preregistration discourages data exploration and so stifles discovery. In this article, we argue the opposite: Open Science practices are liberating and can foster creativity. Open Science practices are liberating because they (a) enable us to explore data transparently and comfortably; (b) reward quality, which is under our control, rather than outcomes, which are not; and (c) reduce the choke hold of needing to find ""positive"" results for career advancement. Open Science practices can foster creativity because they cultivate an open and flexible mind-set, create a more collaborative and constructive climate, and generate more accurate information and make it more accessible. In sum, Open Science liberates researchers more than it constrains them.",,"[Frankenhuis, Willem E.] Radboud Univ Nijmegen, Behav Sci Inst, Montessorilaan 3,POB 9104, NL-6500 HE Nijmegen, Netherlands; [Nettle, Daniel] Newcastle Univ, Ctr Behav & Evolut, Newcastle Upon Tyne, Tyne & Wear, England; [Nettle, Daniel] Newcastle Univ, Inst Neurosci, Newcastle Upon Tyne, Tyne & Wear, England; [Frankenhuis, Willem E.] Radboud Univ Nijmegen, Behav Sci Inst, Montessorilaan 3,POB 9104, NL-6500 HE Nijmegen, Netherlands",,,,,,,,15,,,,,,,"Psychology, Multidisciplinary",WOS:000438605100005,
J,"Grand, James A.; Rogelberg, Steven G.; Banks, George C.; Landis, Ronald S.; Tonidandel, Scott",,,,,,,,From Outcome to Process Focus: Fostering a More Robust Psychological Science Through Registered Reports and Results-Blind Reviewing,,,,,,,,PERSPECTIVES ON PSYCHOLOGICAL SCIENCE,,,,13,4,,,448,456,,10.1177/1745691618767883,,,Jul-18,2018,"A variety of alternative mechanisms, strategies, and ""ways of doing"" have been proposed for improving the rigor and robustness of published research in the psychological sciences in recent years. In this article, we describe two existing but underused publication modelsregistered reporting (RR) and results-blind reviewing (RBR)-that we believe would contribute in important ways to improving both the conduct and evaluation of psychological research. We first outline the procedures and distinguishing features of both publication pathways and note their value for promoting positive changes to current scientific practices. We posit that a significant value of RR and RBR is their potential to promote a greater focus on the research process (i.e., how and why research is conducted) relative to research outcomes (i.e., what was observed or concluded from research). We conclude by discussing what we perceive to be five common beliefs about RR and RBR practices and attempt to provide a balanced perspective of the realities likely to be experienced with these systems.",,"[Grand, James A.] Univ Maryland, Dept Psychol, 3147A Biol Psychol Bldg,4094 Campus Dr, College Pk, MD 20742 USA; [Rogelberg, Steven G.] Univ N Carolina, Dept Psychol Sci, Charlotte, NC USA; [Banks, George C.] Univ N Carolina, Dept Management, Charlotte, NC USA; [Landis, Ronald S.] IIT, Dept Psychol, Chicago, IL 60616 USA; [Tonidandel, Scott] Davidson Coll, Dept Psychol, Davidson, NC 28036 USA; [Grand, James A.] Univ Maryland, Dept Psychol, 3147A Biol Psychol Bldg,4094 Campus Dr, College Pk, MD 20742 USA",,,,,,,,11,,,,,,,"Psychology, Multidisciplinary",WOS:000438605100006,
J,"De Boeck, Paul; Jeon, Minjeong",,,,,,,,"Perceived Crisis and Reforms: Issues, Explanations, and Remedies",,,,,,,,PSYCHOLOGICAL BULLETIN,,,,144,7,,,757,777,,10.1037/bul0000154,,,Jul-18,2018,"An overview and discussion is made of the perceived replication crisis in terms of end problems, explanations, and remedies. Following a discussion of a published large-scale replication study and a review of the meta-analysis literature, we come to the conclusion that many effects are small and that on average the variance of the effects is roughly 10% to 25% of the population variance, most likely because of context dependencies. The proposed explanations such as questionable and suboptimal research practices (low power, poor measurement quality, and the use of NHST) are discussed, as well as more distal explanatory factors such as journals, funding agencies, and institutions. Special attention is given to a third kind of explanatory factor that is situated in a psychological reality that comprises small and varying effect sizes. These factors may cause problems even in the absence of researcher-controlled factors. The proposed remedies for proximal problems insist on more power, more replications, more meta-analysis, higher reliability coefficients, and alternatives for NHST. Based on a discussion we formulate critical and less critical remarks regarding these recommendations. We believe there should be room for a diversity of perspectives and approaches. Small and varying effects attributable to complexity and context dependency of human behavior are considered to be great challenges and may lead to an adjustment of research and analysis methods. Finally, open questions are formulated regarding psychological data and data analysis, followed by seven conditional recommendations.",,"[De Boeck, Paul] Ohio State Univ, Dept Psychol, 232 Lazenby Hall,1827 Neil Ave, Columbus, OH 43210 USA; [Jeon, Minjeong] Univ Calif Los Angeles, Grad Sch Educ, Los Angeles, CA 90024 USA; [De Boeck, Paul] Ohio State Univ, Dept Psychol, 232 Lazenby Hall,1827 Neil Ave, Columbus, OH 43210 USA",,,,,,,,19,,,,,,,"Psychology; Psychology, Multidisciplinary",WOS:000435192200003,
