PT,AU,BA,CA,GP,RI,OI,BE,Z2,TI,X1,Y1,Z1,FT,PN,AE,Z3,SO,S1,SE,BS,VL,IS,SI,MA,BP,EP,AR,DI,D2,SU,PD,PY,AB,X4,C1,Y4,Z4,AK,CT,CY,SP,CL,TC,Z8,ZB,ZS,Z9,SN,BN,WC,UT,PM
J,"Vosgerau, Joachim; Simonsohn, Uri; Nelson, Leif D.; Simmons, Joseph P.",,,,,,,,"99% Impossible: A Valid, or Falsifiable, Internal Meta-Analysis",,,,,,,,JOURNAL OF EXPERIMENTAL PSYCHOLOGY-GENERAL,,,,148,9,,,1628,1639,,10.1037/xge0000663,,,Sep-19,2019,"Several researchers have relied on. or advocated for, internal meta-analysis, which involves statistically aggregating multiple studies in a paper to assess their overall evidential value. Advocates of internal meta-analysis argue that it provides an efficient approach to increasing statistical power and solving the file-drawer problem. here we show that the validity of internal meta-analysis rests on the assumption that no studies or analyses were selectively reported. That is, the technique is only valid if (a) all conducted studies were included (i.e., an empty file drawer), and (b) for each included study, exactly one analysis was attempted (i.e., there was no p-hacking). We show that even very small doses of selective reporting invalidate internal meta-analysis. For example, the kind of minimal p-hacking that increases the false-positive rate of 1 study to just 8% increases the false-positive rate of a 10-study internal meta-analysis to 83%. If selective reporting is approximately zero, but not exactly zero, then internal meta-analysis is invalid. To be valid, (a) an internal meta-analysis would need to contain exclusively studies that were properly preregistered, (b) those preregistrations would have to be followed in all essential aspects, and (c) the decision of whether to include a given study in an internal meta-analysis would have to be made before any of those studies are run.",,"[Vosgerau, Joachim] Bocconi Univ, Dept Mkt, Via Roentgen 1, I-20136 Milan, Italy; [Simonsohn, Uri] Ramon Llull Univ, ESADE Business Sch, Barcelona, Spain; [Nelson, Leif D.] Univ Calif Berkeley, Haas Sch Business, Berkeley, CA 94720 USA; [Simmons, Joseph P.] Univ Penn, Wharton Sch, Philadelphia, PA 19104 USA; [Vosgerau, Joachim] Bocconi Univ, Dept Mkt, Via Roentgen 1, I-20136 Milan, Italy",,,,,,,,10,,,,,,,"Psychology, Experimental",WOS:000483067500012,
J,"Jekel, Marc; Fiedler, Susann; Torras, Ramona Allstadt; Mischkowski, Dorothee; Dorrough, Angela Rachael; Gloeckner, Andreas",,,,,,,,How to Teach Open Science Principles in the Undergraduate Curriculum-The Hagen Cumulative Science Project,,,,,,,,PSYCHOLOGY LEARNING AND TEACHING-PLAT,,,,19,1,,,91,106,1.47573E+15,10.1177/1475725719868149,,,Mar-20,2020,"The Hagen Cumulative Science Project is a large-scale replication project based on students' thesis work. In the project, we aim to (a) teach students to conduct the entire research process for conducting a replication according to open science standards and (b) contribute to cumulative science by increasing the number of direct replications. We describe the procedural steps of the project from choosing suitable replication studies to guiding students through the process of conducting a replication, and processing results in a meta-analysis. Based on the experience of more than 80 replications, we summarize how such a project can be implemented. We present practical solutions that have been shown to be successful as well as discuss typical obstacles and how they can be solved. We argue that replication projects are beneficial for all groups involved: Students benefit by being guided through a highly structured protocol and making actual contributions to science. Instructors benefit by using time resources effectively for cumulative science and fulfilling teaching obligations in a meaningful way. The scientific community benefits from the resulting greater number of replications and teaching state-of-the-art methodology. We encourage the use of student thesis-based replication projects for thesis work in academic bachelor and master curricula.",,"[Jekel, Marc; Dorrough, Angela Rachael] Univ Cologne, Cologne, Germany; [Fiedler, Susann] Max Planck Inst Collect Goods, Gielen Leyendecker Res Grp, Bonn, Germany; [Torras, Ramona Allstadt] Univ Hagen, Hagen, Germany; [Torras, Ramona Allstadt] Univ Bonn, Bonn, Germany; [Mischkowski, Dorothee] Univ Cologne, Psychol Dept Social Psychol, Cologne, Germany; [Gloeckner, Andreas] Univ Cologne, Social Psychol, Cologne, Germany; [Gloeckner, Andreas] Max Planck Inst Collect Goods, Bonn, Germany; [Torras, Ramona Allstadt] Univ Cologne, Dept Psychol, Cologne, Germany; [Mischkowski, Dorothee] Univ Gottingen, Gottingen, Germany; [Jekel, Marc] Univ Cologne, Social Cognit Ctr Cologne, Richard Strauss Str 2, D-50931 Cologne, Germany",,,,,,,,2,,,,,,,"Psychology, Multidisciplinary",WOS:000482870200001,
J,"Bulnes, L. C.; Marien, P.; Vandekerckhove, M.; Cleeremans, A.",,,,,,,,The effects of Botulinum toxin on the detection of gradual changes in facial emotion,,,,,,,,SCIENTIFIC REPORTS,,,,9,,,,,,11734,10.1038/s41598-019-48275-1,,,AUG 13 2019,2019,"When we feel sad or depressed, our face invariably ""drops"". Conversely, when we try to cheer someone up, we might tell them ""keep your smile up"", so presupposing that modifying the configuration of their facial muscles will enhance their mood. A crucial assumption that underpins this hypothesis is that mental states are shaped by information originating from the peripheral neuromotor system - a view operationalised as the Facial Feedback Hypothesis. We used botulinum toxin (BoNT-A) injected over the frown area to temporarily paralyse muscles necessary to express anger. Using a pre-post treatment design, we presented participants with gradually changing videos of a face morphing from neutral to full-blown expressions of either anger or happiness and asked them to press a button as soon as they had detected any change in the display. Results indicate that while all participants (control and BoNT-A) improved their reaction times from pre-test to post-test, the BoNT-A group did not when detecting anger in the post-test. We surmise that frown paralysis disadvantaged participants in their ability to improve the detection of anger. Our finding suggests that facial feedback causally affects perceptual awareness of changes in emotion, as well as people's ability to use perceptual information to learn.",,"[Bulnes, L. C.; Cleeremans, A.] Univ Libre Bruxelles, Consciousness Cognit & Computat Grp CO3, Ctr Res Cognit & Neurosci, ULB Neurosci Inst, Brussels, Belgium; [Bulnes, L. C.; Vandekerckhove, M.] Vrije Univ Brussel, Biol Psychol Res Unit BIPS, Brussels, Belgium; [Marien, P.] Vrije Univ Brussel, Clin & Expt Neurolinguist, Brussels, Belgium; [Marien, P.] ZNA Middelheim Hosp, Dept Neurol & Memory Clin, Antwerp, Belgium; [Bulnes, L. C.] Univ Libre Bruxelles, Consciousness Cognit & Computat Grp CO3, Ctr Res Cognit & Neurosci, ULB Neurosci Inst, Brussels, Belgium; [Bulnes, L. C.] Vrije Univ Brussel, Biol Psychol Res Unit BIPS, Brussels, Belgium",,,,,,,,3,,,,,,,Multidisciplinary Sciences,WOS:000480517100014,
J,"Derksen, Maarten",,,,,,,,Putting Popper to work,,,,,,,,THEORY & PSYCHOLOGY,,,,29,4,,,449,465,,10.1177/0959354319838343,,,Aug-19,2019,"In response to what are seen as fundamental problems in Psychology, a reform movement has emerged that finds inspiration in philosophy of science, the work of Karl Popper in particular. The reformers attempt to put Popper into practice and create a discipline based on the principles of critical rationalism. In this article I describe the concrete sociotechnical practices by which the reformers attempt to realise their ideals, and I argue that they go a long way towards bridging the gap between rules and practice that sociologists of science Mulkay and Gilbert had identified in their study of the role of Popper's philosophy in the work of scientists. Second, I note the considerable resistance that the reformers meet and the disruptive force of their work. I argue that this disruption is productive and raises fundamental questions regarding psychology and its object of study.",,"[Derksen, Maarten] Univ Groningen, Theory & Hist Psychol, Groningen, Netherlands; [Derksen, Maarten] Univ Groningen, Grote Kruisstr 2-1, NL-9712 TS Groningen, Netherlands",,,,,,,,4,,,,,,,"Psychology, Multidisciplinary",WOS:000479091700002,
J,"Korb, Sebastian; Goldman, Robin; Davidson, Richard J.; Niedenthal, Paula M.",,,,,,,,Increased Medial Prefrontal Cortex and Decreased Zygomaticus Activation in Response to Disliked Smiles Suggest Top-Down Inhibition of Facial Mimicry,,,,,,,,FRONTIERS IN PSYCHOLOGY,,,,10,,,,,,1715,10.3389/fpsyg.2019.01715,,,JUL 26 2019,2019,"Spontaneous facial mimicry is modulated by many factors, and often needs to be suppressed to comply with social norms. The neural basis for the inhibition of facial mimicry was investigated in a combined functional magnetic resonance imaging and electromyography study in 39 healthy participants. In an operant conditioning paradigm, face identities were associated with reward or punishment and were later shown expressing dynamic smiles and anger expressions. Face identities previously associated with punishment, compared to reward, were disliked by participants overall, and their smiles generated less mimicry. Consistent with previous research on the inhibition of finger/hand movements, the medial prefrontal cortex (mPFC) was activated when previous conditioning was incongruent with the valence of the expression. On such trials there was also greater functional connectivity of the mPFC with insula and premotor cortex as tested with psychophysiological interaction, suggesting inhibition of areas associated with the production of facial mimicry and the processing of facial feedback. The findings suggest that the mPFC supports the inhibition of facial mimicry, and support the claim of theories of embodied cognition that facial mimicry constitutes a spontaneous low-level motor imitation.",,"[Korb, Sebastian] Univ Vienna, Fac Psychol, Dept Appl Psychol Hlth Dev Enhancement & Interven, Vienna, Austria; [Korb, Sebastian; Davidson, Richard J.; Niedenthal, Paula M.] Univ Wisconsin, Dept Psychol, 1202 W Johnson St, Madison, WI 53706 USA; [Goldman, Robin; Davidson, Richard J.] Univ Wisconsin, Ctr Hlth Minds, Madison, WI USA; [Korb, Sebastian] Univ Vienna, Fac Psychol, Dept Appl Psychol Hlth Dev Enhancement & Interven, Vienna, Austria; [Korb, Sebastian] Univ Wisconsin, Dept Psychol, 1202 W Johnson St, Madison, WI 53706 USA",,,,,,,,6,,,,,,,"Psychology, Multidisciplinary",WOS:000477782000001,
J,"Gawronski, Bertram",,,,,,,,Six Lessons for a Cogent Science of Implicit Bias and Its Criticism,,,,,,,,PERSPECTIVES ON PSYCHOLOGICAL SCIENCE,,,,14,4,,,574,595,,10.1177/1745691619826015,,,Jul-19,2019,"Skepticism about the explanatory value of implicit bias in understanding social discrimination has grown considerably. The current article argues that both the dominant narrative about implicit bias as well as extant criticism are based on a selective focus on particular findings that fails to consider the broader literature on attitudes and implicit measures. To provide a basis to move forward, the current article discusses six lessons for a cogent science of implicit bias: (a) There is no evidence that people are unaware of the mental contents underlying their implicit biases; (b) conceptual correspondence is essential for interpretations of dissociations between implicit and explicit bias; (c) there is no basis to expect strong unconditional relations between implicit bias and behavior; (d) implicit bias is less (not more) stable over time than explicit bias; (e) context matters fundamentally for the outcomes obtained with implicit-bias measures; and (f) implicit measurement scores do not provide process-pure reflections of bias. The six lessons provide guidance for research that aims to provide more compelling evidence for the properties of implicit bias. At the same time, they suggest that extant criticism does not justify the conclusion that implicit bias is irrelevant for the understanding of social discrimination.",,"[Gawronski, Bertram] Univ Texas Austin, Dept Psychol, 108 E Dean Keeton A8000, Austin, TX 78712 USA; [Gawronski, Bertram] Univ Texas Austin, Dept Psychol, 108 E Dean Keeton A8000, Austin, TX 78712 USA",,,,,,,,27,,,,,,,"Psychology, Multidisciplinary",WOS:000474242600006,
J,"Palagi, Elisabetta; Norscia, Ivan; Pressi, Serena; Cordoni, Giada",,,,,,,,Facial Mimicry and Play: A Comparative Study in Chimpanzees and Gorillas,,,,,,,,EMOTION,,,,19,4,,,665,681,,10.1037/emo0000476,,,Jun-19,2019,"Play fighting, a common form of mammalian play, can escalate into aggression if playful motivation is misinterpreted and not shared by players. In primates, playful facial expressions and mimicry can be performed to signal and share playful motivation. Here we compare play facial expressions (play face [PF]: lower teeth exposed; full play face [FPF]: upper and lower teeth exposed) and their mimicry in captive chimpanzees and lowland gorillas, during play fighting. These two species have different social dynamics, with social cohesion being lower-and play possibly riskier-in gorillas than in chimpanzees. Thus, we hypothesized that gorillas would perform redundant PFs more often to avoid misunderstanding (Prediction 1). However, the two species are phylogenetically very close and possess a similar biology. Thus, we hypothesized that both species could perform rapid facial mimicry (RFM: response within 1 s) and delayed facial mimicry (DFM: response occurring between 1 s and 5 s), which may have different roles in play modulation (Prediction 2). Gorillas performed more FPF than chimpanzees and FPFs lasted longer than the less intense PF (Prediction 1 supported). RFM was present in both species, whereas DFM was present only in chimpanzees (Prediction 2 not fully supported). DFM may be performed by chimpanzees to modulate the session at a later stage of the interaction and favor interindividual cohesion. RFM prolonged play sessions and may be performed to communicate playful motivation to the playmate thus demonstrating that animals integrate contextual information into their understanding of others' states and intentions.",,"[Palagi, Elisabetta; Norscia, Ivan; Pressi, Serena; Cordoni, Giada] Univ Pisa, Nat Hist Museum, Via Roma 79, I-56011 Pisa, Italy; [Norscia, Ivan] Univ Torino, Dept Life Sci & Syst Biol, Turin, Italy; [Palagi, Elisabetta] Univ Pisa, Nat Hist Museum, Via Roma 79, I-56011 Pisa, Italy",,,,,,,,7,,,,,,,"Psychology, Experimental",WOS:000468755500011,
J,"Coles, Nicholas A.; Larsen, Jeff T.; Lench, Heather C.",,,,,,,,A Meta-Analysis of the Facial Feedback Literature: Effects of Facial Feedback on Emotional Experience Are Small and Variable,,,,,,,,PSYCHOLOGICAL BULLETIN,,,,145,6,,,610,651,,10.1037/bul0000194,,,Jun-19,2019,"The facial feedback hypothesis suggests that an individual's experience of emotion is influenced by feedback from their facial movements. To evaluate the cumulative evidence for this hypothesis, we conducted a meta-analysis on 286 effect sizes derived from 138 studies that manipulated facial feedback and collected emotion self-reports. Using random effects meta-regression with robust variance estimates, we found that the overall effect of facial feedback was significant but small. Results also indicated that feedback effects are stronger in some circumstances than others. We examined 12 potential moderators. and 3 were associated with differences in effect sizes: (a) Type of emotional outcome: Facial feedback influenced emotional experience (e.g., reported amusement) and, to a greater degree, affective judgments of a stimulus (e.g., the objective funniness of a cartoon). Three publication bias detection methods did not reveal evidence of publication bias in studies examining the effects of facial feedback on emotional experience, but all 3 methods revealed evidence of publication bias in studies examining affective judgments. (b) Presence of emotional stimuli: Facial feedback effects on emotional experience were larger in the absence of emotionally evocative stimuli (e.g., cartoons). (c) Type of stimuli: When participants were presented with emotionally evocative stimuli, facial feedback effects were larger in the presence of some types of stimuli (e.g.. emotional sentences) than others (e.g., pictures). The available evidence supports the facial feedback hypothesis' central claim that facial feedback influences emotional experience, although these effects tend to be small and heterogeneous.",,"[Coles, Nicholas A.; Larsen, Jeff T.] Univ Tennessee, Dept Psychol, Austin Peay Bldg, Knoxville, TN 37996 USA; [Lench, Heather C.] Texas A&M Univ, Dept Psychol & Brain Sci, College Stn, TX 77843 USA; [Coles, Nicholas A.] Univ Tennessee, Dept Psychol, Austin Peay Bldg, Knoxville, TN 37996 USA",,,,,,,,24,,,,,,,"Psychology; Psychology, Multidisciplinary",WOS:000468382400003,
J,"Gronau, Quentin F.; Ly, Alexander; Wagenmakers, Eric-Jan",,,,,,,,Informed Bayesian t-Tests,,,,,,,,AMERICAN STATISTICIAN,,,,74,2,,,137,143,,10.1080/00031305.2018.1562983,,,APR 2 2020,2020,"Across the empirical sciences, few statistical procedures rival the popularity of the frequentist -test. In contrast, the Bayesian versions of the -test have languished in obscurity. In recent years, however, the theoretical and practical advantages of the Bayesian -test have become increasingly apparent and various Bayesian t-tests have been proposed, both objective ones (based on general desiderata) and subjective ones (based on expert knowledge). Here, we propose a flexible t-prior for standardized effect size that allows computation of the Bayes factor by evaluating a single numerical integral. This specification contains previous objective and subjective t-test Bayes factors as special cases. Furthermore, we propose two measures for informed prior distributions that quantify the departure from the objective Bayes factor desiderata of predictive matching and information consistency. We illustrate the use of informed prior distributions based on an expert prior elicitation effort. for this article are available online.",,"[Gronau, Quentin F.; Ly, Alexander; Wagenmakers, Eric-Jan] Univ Amsterdam, Dept Psychol Methods, Nieuwe Achtergracht 129B, NL-1018 WT Amsterdam, Netherlands; [Ly, Alexander] Ctr Wiskunde & Informat, Amsterdam, Netherlands; [Gronau, Quentin F.] Univ Amsterdam, Dept Psychol Methods, Nieuwe Achtergracht 129B, NL-1018 WT Amsterdam, Netherlands",,,,,,,,20,,,,,,,Statistics & Probability,WOS:000470377300001,
J,"Rachman, Laura; Dubal, Stephanie; Aucouturier, Jean-Julien",,,,,,,,"Happy you, happy me: expressive changes on a stranger's voice recruit faster implicit processes than self-produced expressions",,,,,,,,SOCIAL COGNITIVE AND AFFECTIVE NEUROSCIENCE,,,,14,5,,,559,568,,10.1093/scan/nsz030,,,May-19,2019,"In social interactions, people have to pay attention both to the what' and who'. In particular, expressive changes heard on speech signals have to be integrated with speaker identity, differentiating e.g. self- and other-produced signals. While previous research has shown that self-related visual information processing is facilitated compared to non-self stimuli, evidence in the auditory modality remains mixed. Here, we compared electroencephalography (EEG) responses to expressive changes in sequence of self- or other-produced speech sounds using a mismatch negativity (MMN) passive oddball paradigm. Critically, to control for speaker differences, we used programmable acoustic transformations to create voice deviants that differed from standards in exactly the same manner, making EEG responses to such deviations comparable between sequences. Our results indicate that expressive changes on a stranger's voice are highly prioritized in auditory processing compared to identical changes on the self-voice. Other-voice deviants generate earlier MMN onset responses and involve stronger cortical activations in a left motor and somatosensory network suggestive of an increased recruitment of resources for less internally predictable, and therefore perhaps more socially relevant, signals.",,"[Rachman, Laura; Dubal, Stephanie] Sorbonne Univ, CNRS, Inst Cerveau & Moelle Epiniere,UMR S 1127, Social & Affect Neurosci Lab,Inserm,UMR 7225,U 11, Paris, France; [Rachman, Laura; Aucouturier, Jean-Julien] Sorbonne Univ, CNRS, IRCAM, Sci & Technol Mus & Sound,UMR 9912, F-75004 Paris, France; [Rachman, Laura] Sorbonne Univ, CNRS, IRCAM, Sci & Technol Mus & Sound,UMR 9912, F-75004 Paris, France",,,,,,,,1,,,,,,,"Neurosciences; Psychology; Psychology, Experimental",WOS:000471249200009,
J,"Rummer, Ralf; Schweppe, Judith",,,,,,,,Talking emotions: vowel selection in fictional names depends on the emotional valence of the to-be-named faces and objects,,,,,,,,COGNITION & EMOTION,,,,33,3,,,404,416,,10.1080/02699931.2018.1456406,,,APR 3 2019,2019,"One prestudy based on a corpus analysis and four experiments in which participants had to invent novel names for persons or objects (N = 336 participants in total) investigated how the valence of a face or an object affects the phonological characteristics of the respective novel name. Based on the articulatory feedback hypothesis, we predicted that /i:/ is included more frequently in fictional names for faces or objects with a positive valence than for those with a negative valence. For /o:/, the pattern should reverse. An analysis of the Berlin Affective Word List - Reloaded (BAWL-R) yielded a higher number of occurrences of /o:/ in German words with negative valence than in words with positive valence; with /i:/ the situation is less clear. In Experiments 1 and 2, participants named persons showing a positive or a negative facial expression. Names for smiling persons included more /i:/s and fewer /o:/s than names for persons with a negative facial expression. In Experiments 3 and 4, participants heard a Swahili narration and invented pseudo-Swahili names for objects with positive, neutral, or negative valence. Names for positive objects included more /i:/s than names for neutral or negative objects, and names for negative objects included more /o:/s than names for neutral or positive objects. These finding indicate a stable vowel-emotion link.",,"[Rummer, Ralf] Univ Kassel, Psychol, Kassel, Germany; [Schweppe, Judith] Univ Erfurt, Psychol, Erfurt, Germany; [Rummer, Ralf] Univ Kassel, Psychol, Kassel, Germany",,,,,,,,2,,,,,,,"Psychology, Experimental",WOS:000465125200002,
J,"Arango-Munoz, Santiago",,,,,,,,Cognitive phenomenology and metacognitive feelings,,,,,,,,MIND & LANGUAGE,,,,34,2,,,247,262,,10.1111/mila.12215,,,Apr-19,2019,"The cognitive phenomenology thesis claims that ""there is something it is like"" to have cognitive states such as believing, desiring, hoping, attending, and so on. In support of this idea, Goldman claimed that the tip-of-the-tongue phenomenon can be considered as a clear-cut instance of nonsensory cognitive phenomenology. This paper reviews Goldman's proposal and assesses whether the tip-of-the-tongue and other metacognitive feelings actually constitute an instance of cognitive phenomenology. The paper will show that psychological data cast doubt on the idea that the tip-of-the-tongue and other metacognitive feelings are clear-cut instances of cognitive phenomenology.",,"[Arango-Munoz, Santiago] Univ Antioquia, Inst Filosofia, Medellin, Colombia; [Arango-Munoz, Santiago] Univ Antioquia UdeA, Inst Filosofia, Filosofia Ciencia Hist & Soc, Calle 70 52-21, Medellin, Colombia",,,,,,,,2,,,,,,,"Linguistics; Psychology, Experimental",WOS:000465428400006,
J,"Stroebe, Wolfgang",,,,,,,,What Can We Learn from Many Labs Replications?,,,,,,,,BASIC AND APPLIED SOCIAL PSYCHOLOGY,,,,41,2,,,91,103,,10.1080/01973533.2019.1577736,,,MAR 4 2019,2019,"Several hundred research groups attempted replications of published effects in so-called Many Labs studies involving thousands of research participants. Given this enormous investment, it seems timely to assess what has been learned and what can be learned from this type of project. My evaluation addresses four questions: First, do these replication studies inform us about the replicability of social psychological research? Second, can replications detect fraud? Third, does the failure to replicate a finding indicate that the original result was wrong? Finally, do these replications help to support or disprove any social psychological theories? Although evidence of replication failures resulted in important methodological changes, the 2015 Open Science Collaboration findings sufficed to make the point. To assess the state of social psychology, we have to evaluate theories rather than randomly selected research findings.",,"[Stroebe, Wolfgang] Univ Groningen, Groningen, Netherlands; [Stroebe, Wolfgang] Univ Groningen, Dept Social & Org Res, Grote Kruisstr 2-1, NL-9712 TS Groningen, Netherlands",,,,,,,,2,,,,,,,"Psychology, Social",WOS:000463801200001,
J,"McShane, Blakeley B.; Tackett, Jennifer L.; Bockenholt, Ulf; Gelman, Andrew",,,,,,,,Large-Scale Replication Projects in Contemporary Psychological Research,,,,,,,,AMERICAN STATISTICIAN,,,,73,,,,99,105,,10.1080/00031305.2018.1505655,,,2019,2019,"Replication is complicated in psychological research because studies of a given psychological phenomenon can never be direct or exact replications of one another, and thus effect sizes vary from one study of the phenomenon to the next-an issue of clear importance for replication. Current large-scale replication projects represent an important step forward for assessing replicability, but provide only limited information because they have thus far been designed in a manner such that heterogeneity either cannot be assessed or is intended to be eliminated. Consequently, the nontrivial degree of heterogeneity found in these projects represents a lower bound on the true degree of heterogeneity. We recommend enriching large-scale replication projects going forward by embracing heterogeneity. We argue this is the key for assessing replicability: if effect sizes are sufficiently heterogeneous-even if the sign of the effect is consistent-the phenomenon in question does not seem particularly replicable and the theory underlying it seems poorly constructed and in need of enrichment. Uncovering why and revising theory in light of it will lead to improved theory that explains heterogeneity and increases replicability. Given this, large-scale replication projects can play an important role not only in assessing replicability but also in advancing theory.",,"[McShane, Blakeley B.; Bockenholt, Ulf] Northwestern Univ, Dept Mkt, Kellogg Sch Management, 2211 Campus Dr, Evanston, IL 60208 USA; [Tackett, Jennifer L.] Northwestern Univ, Dept Psychol, Evanston, IL 60208 USA; [Gelman, Andrew] Columbia Univ, Dept Stat, New York, NY USA; [Gelman, Andrew] Columbia Univ, Dept Polit Sci, New York, NY 10027 USA; [McShane, Blakeley B.] Northwestern Univ, Dept Mkt, Kellogg Sch Management, 2211 Campus Dr, Evanston, IL 60208 USA",,,,,,,,21,,,,,,,Statistics & Probability,WOS:000462083800011,
J,"Wentura, Dirk",,,,,,,,Cognition and emotion: on paradigms and metaphors,,,,,,,,COGNITION & EMOTION,,,,33,1,,,85,93,,10.1080/02699931.2019.1567464,,,2019,2019,"The field of cognition and emotion is characterised as the cognitive psychology of evaluative and affective processes. The most important development in this field is the fruitful adoption of cognitive psychology paradigms to study automatic evaluation processes, for example. This has led to a plethora of findings and theories. Two points are emphasised: First, the (often metaphorical) theoretical way of thinking has changed over the decades. Theorising with symbolic models (e.g. semantic networks), which was prevalent in earlier years, has been replaced more recently by subsymbolic models (i.e. PDP models). It is argued that - despite their still metaphorical character - the latter are better suited to capturing characteristics of emotional processes. Second, the field has adopted the methods of experimental cognitive psychology to develop and refine paradigms as windows to the mind.",,"[Wentura, Dirk] Saarland Univ, Dept Psychol, Fac Behav Sci, Saarbrucken, Germany; [Wentura, Dirk] Saarland Univ, Dept Psychol, Fac Behav Sci, Saarbrucken, Germany",,,,,,,,3,,,,,,,"Psychology, Experimental",WOS:000461547700013,
J,"Reisenzein, Rainer",,,,,,,,Cognition and emotion: a plea for theory,,,,,,,,COGNITION & EMOTION,,,,33,1,,,109,118,,10.1080/02699931.2019.1568968,,,2019,2019,"Research on cognition and emotion during the past 30 years has made reasonable progress in theory, methods and empirical research. New theories of the cognition-emotion relation have been proposed, emotion research has become more interdisciplinary, and improved methods of emotion measurement have been developed. On the empirical side, the main achievement of the past 30 years is seen to consist in the reduction of the set of serious contenders for a theory of emotions. Still, several important issues are not fully resolved, including the computational implementation of appraisal processes, the nature of emotions, and the link between emotions and actions. Also, quantitative theories of the cognition-emotion relation need to be refined and tested, and improved theories of the link between emotions and bodily and facial expressions need to be developed. To counter the dangers of theoretical fragmentation and knowledge loss, more efforts should be devoted to the analysis, reconstruction, comparison and integration of important theories and hypotheses in the field of emotion, as well as to the systematization of arguments in favor and against these theories and hypotheses.",,"[Reisenzein, Rainer] Ernst Moritz Arndt Univ Greifswald, Inst Psychol, Greifswald, Germany; [Reisenzein, Rainer] Ernst Moritz Arndt Univ Greifswald, Inst Psychol, Greifswald, Germany",,,,,,,,4,,,,,,,"Psychology, Experimental",WOS:000461547700016,
J,"Fausto, Caruana",,,,,,,,The Integration of Emotional Expression and Experience: A Pragmatist Review of Recent Evidence From Brain Stimulation,,,,,,,,EMOTION REVIEW,,,,11,1,,,27,38,,10.1177/1754073917723461,,,Jan-19,2019,"A common view in affective neuroscience considers emotions as a multifaceted phenomenon constituted by independent affective and motor components. Such dualistic connotation, obtained by rephrasing the classic Darwin and James's theories of emotion, leads to the assumption that emotional expression is controlled by motor centers in the anterior cingulate, frontal operculum, and supplementary motor area, whereas emotional experience depends on interoceptive centers in the insula. Recent stimulation studies provide a different perspective. I will outline two sets of findings. First, affective experiences can be elicited also following the stimulation of motor centers. Second, emotional expressions can be elicited by stimulating interoceptive regions. Echoing the original pragmatist theories of emotion, I will make a case for the notion that emotional experience emerges from the integration of sensory and motor signals, encoded in the same functional network.",,"[Fausto, Caruana] Univ Parma, Unit Neurosci, Via Volturno 39, I-43125 Parma, Italy; [Fausto, Caruana] Univ Parma, Unit Philosophy, Via DAzeglio 85, I-43125 Parma, Italy; [Fausto, Caruana] Univ Parma, Unit Neurosci, Via Volturno 39, I-43125 Parma, Italy; [Fausto, Caruana] Univ Parma, Unit Philosophy, Via DAzeglio 85, I-43125 Parma, Italy",,,,,,,,5,,,,,,,"Psychology, Multidisciplinary",WOS:000458192400003,
J,"Lemonnier, Aurore; Alexopoulos, Theodore",,,,,,,,The modulation of the evaluative priming effect by phasic affect,,,,,,,,ACTA PSYCHOLOGICA,,,,192,,,,94,103,,10.1016/j.actpsy.2018.11.001,,,Jan-19,2019,"Previous research suggests that affect modulates the sequential priming effect such that positive affect yields robust sequential priming effects, whereas negative affect inhibits them.-Although this observation has received substantial empirical support for semantic priming effects (i.e., faster responding to a target word following the earlier presentation of a meaningfully related prime), the evidence is rather scant concerning evaluative priming effects (i.e., faster and/or more accurate evaluative responding to a target word when it is preceded by an evaluatively consistent rather than an evaluatively inconsistent prime). The present research aimed at filling this gap, demonstrating the impact of phasic (temporally short-lived) affect on evaluative priming effects. In doing so, we addressed the shortcomings of previous research as we implemented affective contexts that changed from trial to trial in a within-participants design. In Experiments 1 and 2, brief positive music excerpts yielded a reliable evaluative priming effect, whereas brief negative excerpts inhibited it. In Experiment 3, we replicated and generalized these findings using a proprioceptive facial feedback procedure. Our results corroborate and extend previous research by showing that brief negative affect inhibits priming effects as compared to brief positive affect or a control condition. These findings attest to the flexibility of the evaluative priming effect and suggest it is permeable to subtle affective contexts that influence its magnitude.",,"[Lemonnier, Aurore; Alexopoulos, Theodore] Univ Paris 05, Paris, France; [Alexopoulos, Theodore] Inst Psychol, Lab Psychol Sociale Contextes & Regulat EA 4471, 71 Av Edouard Vaillant, F-92100 Boulogne, France",,,,,,,,0,,,,,,,"Psychology, Experimental",WOS:000456759100010,
