firstCoder,secondCoder,doi,authors,pubYear,excluded,exclusionReason,articleType,citesReplication,citationClassificationOriginal,citationClassificationAgreed,counterArguments,evidenceCounter,evidenceVerbatim,methodsCounter,methodsVerbatim,expertiseCounter,expertiseVerbatim,UT
SC,MN,10.1093/cercor/bhw074,"Gibson, William S.; Cho, Shinho; Abulseoud, Osama A.; Gorny, Krzysztof R.; Felmlee, Joel P.; Welker, Kirk M.; Klassen, Bryan T.; Min, Hoon-Ki; Lee, Kendall H.",2017,FALSE,"NA",Empirical data - laboratory study,FALSE,favourable,favourable,NA,NA,NA,NA,NA,NA,NA,WOS:000397636600039
SC,MN,10.1016/j.jbtep.2016.07.015,"Wilkes, Carissa; Kydd, Rob; Sagar, Mark; Broadbent, Elizabeth",2017,FALSE,"NA",Empirical data - laboratory study,FALSE,favourable,favourable,NA,NA,NA,NA,NA,NA,NA,WOS:000389555300019
SC,MN,10.1002/ejsp.2285,"Kruglanski, Arie W.; Chernikova, Marina; Jasko, Katarzyna",2017,FALSE,"NA",No empirical data,FALSE,favourable,favourable,NA,NA,NA,NA,NA,NA,NA,WOS:000403098000001
SC,MN,10.1016/j.neuropsychologia.2017.01.004,"Trost, W. J.; Labbe, C.; Grandjean, D.",2017,FALSE,"NA",No empirical data,FALSE,favourable,favourable,NA,NA,NA,NA,NA,NA,NA,WOS:000395216900011
SC,MN,"NA","Vallacher, Robin R.; Nowak, Andrzej",2017,TRUE,No access,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,WOS:000445825500011
SC,MN,"NA","Landau, MJ",2017,TRUE,No access,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,WOS:000445884900010
SC,MN,10.1007/978-3-319-70653-5_4,"Turner, Phil",2017,FALSE,"NA",No empirical data,FALSE,favourable,favourable,NA,NA,NA,NA,NA,NA,NA,WOS:000442411000005
SC,MN,10.1007/978-3-319-57753-1_3,"Ahmed, Imtiaj; Harjunen, Ville; Jacucci, Giulio; Ravaja, Niklas; Spape, Michiel M.",2017,FALSE,"NA",Empirical data - multiple study types are reported,FALSE,favourable,favourable,NA,NA,NA,NA,NA,NA,NA,WOS:000431899900003
SC,MN,10.1007/978-3-319-44588-5_9,"Krishna, Anand; Strack, Fritz",2017,FALSE,"NA",No empirical data,FALSE,favourable,favourable,NA,NA,NA,NA,NA,NA,NA,WOS:000428903600009
SC,MN,"NA","Winkle, Katie; Bremner, Paul",2017,FALSE,"NA",Empirical data - laboratory study,FALSE,equivocal,equivocal,NA,NA,NA,NA,NA,NA,NA,WOS:000427262400098
SC,MN,10.7906/indecs.15.4.1,"Jamnik, Jure; Zvelc, Gregor",2017,FALSE,"NA",Empirical data - laboratory study,FALSE,favourable,favourable,NA,NA,NA,NA,NA,NA,NA,WOS:000424426600002
SC,MN,10.1080/0163853X.2015.1137445,"Morera, Yurena; Leon, Jose A.; Escudero, Inmaculada; de Vega, Manuel",2017,FALSE,"NA",Empirical data - laboratory study,FALSE,favourable,favourable,NA,NA,NA,NA,NA,NA,NA,WOS:000417718300002
SC,MN,"NA","Wiers, Reinout W.; Gladwin, Thomas E.",2017,TRUE,No access,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,WOS:000416311200012
SC,MN,10.1016/B978-0-12-801851-4.00001-X,"Jeon, Myounghoon",2017,FALSE,"NA",No empirical data,FALSE,favourable,favourable,NA,NA,NA,NA,NA,NA,NA,WOS:000416034800002
SC,MN,10.1080/02699931.2016.1225003,"Veenstra, Lotte; Schneider, Iris K.; Koole, Sander L.",2017,FALSE,"NA",Empirical data - laboratory study,FALSE,favourable,favourable,NA,NA,NA,NA,NA,NA,NA,WOS:000416604300005
SC,MN,10.1080/1359432X.2017.1320281,"Neumeier, Lena M.; Brook, Libby; Ditchburn, Graeme; Sckopke, Philipp",2017,FALSE,"NA",Empirical data - multiple study types are reported,FALSE,favourable,favourable,NA,NA,NA,NA,NA,NA,NA,WOS:000404588700006
SC,MN,10.1075/ml.12.1.03van,"Van Havermaet, Lisa R.; Wurm, Lee H.",2017,FALSE,"NA",Empirical data - laboratory study,FALSE,favourable,favourable,NA,NA,NA,NA,NA,NA,NA,WOS:000404434400003
SC,MN,10.1108/LODJ-06-2015-0120,"Wray, Christopher",2017,FALSE,"NA",No empirical data,FALSE,favourable,favourable,NA,NA,NA,NA,NA,NA,NA,WOS:000402935600004
MN,OA,10.1080/13669877.2015.1057206,"Raue, Martina; Streicher, Bernhard; Lermer, Eva; Frey, Dieter",2017,FALSE,"NA",Empirical data - multiple study types are reported,FALSE,favourable,favourable,NA,NA,NA,NA,NA,NA,NA,WOS:000401656100002
MN,OA,10.1080/02103702.2017.1306942,"Pozo, Juan-Ignacio",2017,FALSE,"NA",No empirical data,FALSE,favourable,favourable,NA,NA,NA,NA,NA,NA,NA,WOS:000400943600002
MN,OA,10.1108/JOSM-11-2015-0372,"Otterbring, Tobias",2017,FALSE,"NA",Empirical data - field study,FALSE,favourable,favourable,NA,NA,NA,NA,NA,NA,NA,WOS:000401069200005
MN,OA,10.1080/17470218.2016.1238950,"Lewis, Michael B.; Dunn, Emily",2017,FALSE,"NA",Empirical data - laboratory study,FALSE,favourable,favourable,NA,NA,NA,NA,NA,NA,NA,WOS:000399503200012
MN,OA,10.1080/17405629.2016.1201474,"Famelart, Nawelle; Guidetti, Michele",2017,FALSE,"NA",Empirical data - laboratory study,FALSE,favourable,favourable,NA,NA,NA,NA,NA,NA,NA,WOS:000395747500005
MN,OA,10.1016/j.eujim.2017.01.011,"Shim, Minjung; Johnson, R. Burke; Gasson, Susan; Goodill, Sherry; Jermyn, Richard; Bradt, Joke",2017,FALSE,"NA",Empirical data - multiple study types are reported,FALSE,favourable,favourable,NA,NA,NA,NA,NA,NA,NA,WOS:000396403400004
MN,OA,10.1027/1618-3169/a000351,"Jospe, Karine; Floeel, Agnes; Lavidor, Michal",2017,FALSE,"NA",Empirical data - laboratory study,FALSE,favourable,favourable,NA,NA,NA,NA,NA,NA,NA,WOS:000394549600007
MN,OA,10.1080/02699931.2015.1073692,"Topolinski, Sascha; Boecker, Lea; Erle, Thorsten M.; Bakhtiari, Giti; Pecher, Diane",2017,FALSE,"NA",Empirical data - laboratory study,FALSE,favourable,favourable,NA,NA,NA,NA,NA,NA,NA,WOS:000387259500002
MN,OA,10.5465/amj.2013.1135,"Gabriel, Allison S.; Diefendorff, James M.",2015,FALSE,"NA",Empirical data - laboratory study,FALSE,favourable,favourable,NA,NA,NA,NA,NA,NA,NA,WOS:000367502400010
MN,OA,10.1037/xge0000125,"Papesh, Megan H.",2015,FALSE,"NA",Empirical data - laboratory study,FALSE,favourable,favourable,NA,NA,NA,NA,NA,NA,NA,WOS:000365615200004
MN,OA,10.1037/a0038783,"Sinaceur, Marwan; Kopelman, Shirli; Vasiljevic, Dimitri; Haag, Christophe",2015,FALSE,"NA",Empirical data - laboratory study,FALSE,favourable,favourable,NA,NA,NA,NA,NA,NA,NA,WOS:000364588900011
MN,OA,10.1111/desc.12278,"Eigsti, Inge-Marie; Rosset, Delphine; Cozzari, Ghislaine Col; da Fonseca, David; Deruelle, Christine",2015,FALSE,"NA",Empirical data - laboratory study,FALSE,favourable,favourable,NA,NA,NA,NA,NA,NA,NA,WOS:000362911400017
MN,OA,10.1097/PRS.0000000000001733,"Magid, Michelle; Keeling, Brett H.; Reichenberg, Jason S.",2015,FALSE,"NA",Data synthesis - meta-analysis,FALSE,favourable,favourable,NA,NA,NA,NA,NA,NA,NA,WOS:000362519300001
MN,OA,10.1002/wcs.1370,"Price, Tom F.; Harmon-Jones, Eddie",2015,FALSE,"NA",No empirical data,FALSE,favourable,favourable,NA,NA,NA,NA,NA,NA,NA,WOS:000362731900001
MN,OA,10.1080/10400419.2015.1087258,"Kim, JongHan",2015,FALSE,"NA",Empirical data - laboratory study,FALSE,favourable,favourable,NA,NA,NA,NA,NA,NA,NA,WOS:000364557100005
MN,OA,10.1093/scan/nsv009,"Sel, Alejandra; Calvo-Merino, Beatriz; Tuettenberg, Simone; Forster, Bettina",2015,FALSE,"NA",Empirical data - laboratory study,FALSE,favourable,favourable,NA,NA,NA,NA,NA,NA,NA,WOS:000365543400003
MN,OA,10.1016/j.neubiorev.2015.09.004,"van der Weiden, Anouk; Prikken, Mere; van Haren, Neeltje E. M.",2015,FALSE,"NA",No empirical data,FALSE,favourable,unclassifiable,NA,NA,NA,NA,NA,NA,NA,WOS:000364271200016
MN,OA,10.1177/1754073915590622,"Butler, Emily A.",2015,FALSE,"NA",No empirical data,FALSE,favourable,favourable,NA,NA,NA,NA,NA,NA,NA,WOS:000362491800007
MN,OA,10.1016/j.cortex.2015.07.024,"Caruana, Fausto; Avanzini, Pietro; Gozzo, Francesca; Francione, Stefano; Cardinale, Francesco; Rizzolatti, Giacomo",2015,FALSE,"NA",Empirical data - laboratory study,FALSE,favourable,favourable,NA,NA,NA,NA,NA,NA,NA,WOS:000362131300028
MN,OA,10.1037/emo0000078,"Gawronski, Bertram; Mitchell, Derek G. V.; Balas, Robert",2015,FALSE,"NA",Empirical data - laboratory study,FALSE,favourable,favourable,NA,NA,NA,NA,NA,NA,NA,WOS:000361906200004
MN,OA,10.3390/brainsci5030357,"Lobmaier, Janek S.; Fischer, Martin H.",2015,FALSE,"NA",Empirical data - laboratory study,FALSE,favourable,favourable,NA,NA,NA,NA,NA,NA,NA,WOS:000363127500005
MN,OA,10.1016/j.cortex.2015.06.025,"Korb, Sebastian; Malsert, Jennifer; Rochas, Vincent; Rihs, Tonia A.; Rieger, Sebastian W.; Schwab, Samir; Niedenthal, Paula M.; Grandjean, Didier",2015,FALSE,"NA",Empirical data - laboratory study,FALSE,favourable,favourable,NA,NA,NA,NA,NA,NA,NA,WOS:000360949300009
MN,OA,10.1037/bul0000020,"Peters, Kim; Kashima, Yoshihisa",2015,FALSE,"NA",No empirical data,FALSE,favourable,favourable,NA,NA,NA,NA,NA,NA,NA,WOS:000359785500002
MN,OA,10.1002/wcs.1357,"Uithol, Sebo; Gallese, Vittorio",2015,FALSE,"NA",No empirical data,FALSE,favourable,favourable,NA,NA,NA,NA,NA,NA,NA,WOS:000359856400005
MN,OA,10.3389/fnhum.2015.00464,"Gerger, Gernot; Leder, Helmut",2015,FALSE,"NA",Empirical data - laboratory study,FALSE,favourable,favourable,NA,NA,NA,NA,NA,NA,NA,WOS:000360271800001
MN,OA,10.1080/02699931.2014.968096,"Laham, Simon M.; Kashima, Yoshihisa; Dix, Jennifer; Wheeler, Melissa",2015,TRUE,Cited in references but not in text,Data synthesis - meta-analysis,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,WOS:000356598900008
MN,OA,10.1093/asj/sjv032,"Dayan, Steven H.",2015,FALSE,"NA",No empirical data,FALSE,favourable,favourable,NA,NA,NA,NA,NA,NA,NA,WOS:000360572500028
MN,OA,10.1177/0959354315585661,"Pouw, Wim T. J. L.; de Jong, Huib Looren",2015,FALSE,"NA",No empirical data,FALSE,favourable,favourable,NA,NA,NA,NA,NA,NA,NA,WOS:000359151900001
MN,OA,10.1080/10810730.2015.1018570,"Hendriks, Hanneke; van den Putte, Bas; de Bruijn, Gert-Jan",2015,FALSE,"NA",Empirical data - survey,FALSE,favourable,favourable,NA,NA,NA,NA,NA,NA,NA,WOS:000357092700015
MN,OA,10.3389/fpsyg.2015.00940,"Koerner, Anita; Topolinski, Sascha; Strack, Fritz",2015,FALSE,"NA",No empirical data,FALSE,favourable,favourable,NA,NA,NA,NA,NA,NA,NA,WOS:000357611100001
MN,OA,10.1016/j.actpsy.2015.05.003,"Zhu, Nan; Cai, Yong-hua; Sun, Fa-wei; Yang-yang, Yi-fan",2015,FALSE,"NA",Empirical data - laboratory study,FALSE,favourable,favourable,NA,NA,NA,NA,NA,NA,NA,WOS:000358270800006
MN,OA,10.1037/a0038543,"Cuddy, Amy J. C.; Wilmuth, Caroline A.; Yap, Andy J.; Carney, Dana R.",2015,FALSE,"NA",Empirical data - laboratory study,FALSE,favourable,favourable,NA,NA,NA,NA,NA,NA,NA,WOS:000357814500021
MN,OA,10.12832/82681,"Mee, Erin B.",2015,TRUE,No access,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,WOS:000438233200005
MN,OA,10.1016/j.concog.2015.03.017,"Yoshimi, Jeff; Vinson, David W.",2015,FALSE,"NA",No empirical data,FALSE,favourable,favourable,NA,NA,NA,NA,NA,NA,NA,WOS:000355054000014
MN,OA,10.1371/journal.pone.0127619,"Gross, Jorg; Woelbert, Eva; Strobel, Martin",2015,FALSE,"NA",Empirical data - laboratory study,FALSE,favourable,favourable,NA,NA,NA,NA,NA,NA,NA,WOS:000355979500045
MN,OA,10.3167/proj.2015.090102,"Zacks, Jeffrey M.",2015,FALSE,"NA",No empirical data,FALSE,favourable,favourable,NA,NA,NA,NA,NA,NA,NA,WOS:000378636500002
MN,OA,10.3389/fpsyg.2015.00650,"Arminjon, Mathieu; Preissmann, Delphine; Chmetz, Florian; Duraku, Andrea; Ansermet, Francois; Magistretti, Pierre J.",2015,FALSE,"NA",Empirical data - laboratory study,FALSE,favourable,favourable,NA,NA,NA,NA,NA,NA,NA,WOS:000355489700001
MN,OA,10.1016/j.biopsycho.2015.03.005,"Dan-Glauser, Elise S.; Gross, James J.",2015,FALSE,"NA",Empirical data - laboratory study,FALSE,favourable,favourable,NA,NA,NA,NA,NA,NA,NA,WOS:000353996100001
MN,OA,10.1037/a0038648,"Quoidbach, Jordi; Mikolajczak, Moira; Gross, James J.",2015,FALSE,"NA",No empirical data,FALSE,favourable,favourable,NA,NA,NA,NA,NA,NA,NA,WOS:000353725000006
MN,OA,10.1080/07370008.2015.1038539,"Tsang, Jessica M.; Blair, Kristen P.; Bofferding, Laura; Schwartz, Daniel L.",2015,FALSE,"NA",Empirical data - laboratory study,FALSE,favourable,favourable,NA,NA,NA,NA,NA,NA,NA,WOS:000355094900003
MN,OA,10.3389/fnhum.2015.00178,"Payne, Peter; Crane-Godreau, Mardi A.",2015,FALSE,"NA",No empirical data,FALSE,favourable,favourable,NA,NA,NA,NA,NA,NA,NA,WOS:000352654100001
MN,OA,10.1016/j.actpsy.2014.08.007,"Filik, Ruth; Hunter, Christian Mark; Leuthold, Hartmut",2015,FALSE,"NA",Empirical data - laboratory study,FALSE,equivocal,unclassifiable,NA,NA,NA,NA,NA,NA,NA,WOS:000351799500014
MN,OA,10.1177/0956797614561044,"Aragon, Oriana R.; Clark, Margaret S.; Dyer, Rebecca L.; Bargh, John A.",2015,FALSE,"NA",Empirical data - laboratory study,FALSE,favourable,favourable,NA,NA,NA,NA,NA,NA,NA,WOS:000351443700001
MN,OA,10.1007/s11133-014-9295-7,"Pagis, Michal",2015,FALSE,"NA",Empirical data - field study,FALSE,favourable,favourable,NA,NA,NA,NA,NA,NA,NA,WOS:000351397000006
MN,OA,10.1016/j.cognition.2014.11.007,"Slepian, Michael L.",2015,FALSE,"NA",Empirical data - laboratory study,FALSE,favourable,favourable,NA,NA,NA,NA,NA,NA,NA,WOS:000349882600034
MN,OA,10.1093/lpr/mgu018,"Edmond, Gary; Tangen, Jason M.; Searston, Rachel A.; Dror, Itiel E.",2015,FALSE,"NA",No empirical data,FALSE,favourable,favourable,NA,NA,NA,NA,NA,NA,NA,WOS:000370850800001
MN,OA,10.1016/j.jbtep.2014.09.004,"Michalak, Johannes; Rohde, Katharina; Troje, Nikolaus F.",2015,FALSE,"NA",Empirical data - laboratory study,FALSE,favourable,favourable,NA,NA,NA,NA,NA,NA,NA,WOS:000346625200018
MN,OA,10.1007/s12559-013-9225-0,"Hiyoshi-Taniguchi, K.; Kawasaki, M.; Yokota, T.; Bakardjian, H.; Fukuyama, H.; Cichocki, A.; Vialatte, F. B.",2015,FALSE,"NA",Empirical data - laboratory study,FALSE,unclassifiable,unclassifiable,NA,NA,NA,NA,NA,NA,NA,WOS:000349525500003
MN,OA,10.1080/1047840X.2014.940781,"Gross, James J.",2015,FALSE,"NA",No empirical data,FALSE,favourable,favourable,NA,NA,NA,NA,NA,NA,NA,WOS:000350648700001
MN,OA,10.1080/10413200.2014.953231,"Moesch, Karin; Kentta, Goran; Backstrom, Martin; Mattsson, C. Mikael",2015,FALSE,"NA",Empirical data - field study,FALSE,favourable,favourable,NA,NA,NA,NA,NA,NA,NA,WOS:000346830900007
MN,OA,10.1007/978-3-319-20315-7_4,"Lindblom, Jessica",2015,TRUE,No access,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,WOS:000377199400005
MN,OA,10.1007/978-94-017-9963-8_1,"Christov-Moore, Leonardo; Iacoboni, Marco",2015,FALSE,"NA",No empirical data,FALSE,unclassifiable,favourable,NA,NA,NA,NA,NA,NA,NA,WOS:000376962500002
MN,OA,10.1007/978-3-319-25232-2_7,"Mohammad, Yasser; Nishida, Toyoaki",2015,FALSE,"NA",No empirical data,FALSE,favourable,favourable,NA,NA,NA,NA,NA,NA,NA,WOS:000370531400008
MN,OA,"NA","Cuccio, Valentina",2015,FALSE,"NA",No empirical data,FALSE,favourable,favourable,NA,NA,NA,NA,NA,NA,NA,WOS:000370772200007
MN,OA,10.5127/jep.039613,"Meeten, Frances; Ivak, Peter; Dash, Suzanne R.; Knowles, Sam; Duka, Theodora; Scott, Ryan; Kaiser, Jakob; Davey, Graham C. L.",2015,FALSE,"NA",Empirical data - laboratory study,FALSE,favourable,favourable,NA,NA,NA,NA,NA,NA,NA,WOS:000370293200005
MN,OA,10.1111/cura.12094,"Overhill, Heidi",2015,FALSE,"NA",No empirical data,FALSE,favourable,unclassifiable,NA,NA,NA,NA,NA,NA,NA,WOS:000363651200002
MN,OA,10.1016/bs.aesp.2015.01.002,"van Harreveld, Frenk; Nohlen, Hannah U.; Schneider, Iris K.",2015,FALSE,"NA",No empirical data,FALSE,favourable,favourable,NA,NA,NA,NA,NA,NA,NA,WOS:000363328500005
MN,OA,"NA","Polackova Solcova, Iva; Trnka, Radek",2015,TRUE,No access,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,WOS:000361016500001
MN,OA,10.1080/19416520.2015.1033148,"Menges, Jochen I.; Kilduff, Martin",2015,FALSE,"NA",No empirical data,FALSE,favourable,favourable,NA,NA,NA,NA,NA,NA,NA,WOS:000362012300014
MN,OA,"NA","Topolinski, Sascha",2015,FALSE,"NA",No empirical data,FALSE,unclassifiable,favourable,NA,NA,NA,NA,NA,NA,NA,WOS:000351551000009
MN,OA,10.2224/sbp.2015.43.3.383,"Lin, Wenyi; Hu, Jing; Gong, Yanfei",2015,TRUE,No access,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,WOS:000353334600003
MN,OA,"NA","Andrews, K.",2015,TRUE,Non-English language,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,WOS:000350355900009
MN,OA,10.1080/1463922X.2015.1067934,"Jeon, Myounghoon",2015,FALSE,"NA",No empirical data,FALSE,favourable,favourable,NA,NA,NA,NA,NA,NA,NA,WOS:000212946600001
OA,MN,10.1037/neu0000580,"Osborne-Crowley, Katherine; Wilson, Emily; De Blasio, Frances; Wearne, Travis; Rushby, Jacqueline; McDonald, Skye",2019,FALSE,"NA",Empirical data - laboratory study,TRUE,equivocal,equivocal,FALSE,NA,NA,NA,NA,NA,NA,WOS:000494295100011
OA,MN,10.1162/jocn_a_01445,"Kuehne, Maria; Siwy, Isabelle; Zaehle, Tino; Heinze, Hans-Jochen; Lobmaier, Janek S.",2019,FALSE,"NA",Empirical data - laboratory study,TRUE,favourable,favourable,FALSE,NA,NA,NA,NA,NA,NA,WOS:000489746800003
OA,MN,10.1007/s11229-019-02347-x,"Doulatova, Maria",2019,FALSE,"NA",No empirical data,TRUE,unfavourable,unfavourable,FALSE,NA,NA,NA,NA,NA,NA,WOS:000492642700003
OA,MN,10.3758/s13423-019-01674-x,"Iani, Francesco",2019,FALSE,"NA",No empirical data,TRUE,unfavourable,unfavourable,FALSE,NA,NA,NA,NA,NA,NA,WOS:000492578500002
OA,MN,10.3389/fpsyg.2019.02297,"Cross, Marie P.; Gheorma, Liana; Pressman, Sarah D.",2019,FALSE,"NA",Empirical data - laboratory study,TRUE,equivocal,equivocal,FALSE,NA,NA,NA,NA,NA,NA,WOS:000497505100001
OA,MN,10.1037/met0000216,"Rouder, Jeffrey N.; Haaf, Julia M.; Davis-Stober, Clintin P.; Hilgard, Joseph",2019,FALSE,"NA",Data synthesis - Meta-analysis,TRUE,unfavourable,unfavourable,FALSE,NA,NA,NA,NA,NA,NA,WOS:000488839300007
OA,MN,10.1037/emo0000476,"Palagi, Elisabetta; Norscia, Ivan; Pressi, Serena; Cordoni, Giada",2019,FALSE,"NA",Empirical data - field study,TRUE,unfavourable,unfavourable,FALSE,NA,NA,NA,NA,NA,NA,WOS:000468755500011
OA,MN,10.1080/02699931.2018.1456406,"Rummer, Ralf; Schweppe, Judith",2019,FALSE,"NA",Empirical data - laboratory study,TRUE,favourable,favourable,FALSE,NA,NA,NA,NA,NA,NA,WOS:000465125200002
OA,MN,10.1111/mila.12215,"Arango-Munoz, Santiago",2019,FALSE,"NA",No empirical data,TRUE,equivocal,equivocal,FALSE,NA,NA,NA,NA,NA,NA,WOS:000465428400006
OA,MN,10.1037/emo0000532,"Marsh, Abigail A.; Rhoads, Shawn A.; Ryan, Rebecca M.",2019,FALSE,"NA",Empirical data - field study,TRUE,favourable,favourable,TRUE,NA,NA,TRUE,"(1) In a response, Strack (2016) praised the researchers’ goals but highlighted several features of the RRR that deviated from the original paradigm and may have influenced the observed effect. (2) A second concern was the recruitment of participants from psychology subject pools. (3) A third concern was the use of Far Side cartoons from the 1980s that may be less relevant to contemporary students and which resulted in exclusion of some participants who did not understand the cartoons.",NA,NA,WOS:000500013700016
OA,MN,10.1038/s41598-019-48275-1,"Bulnes, L. C.; Marien, P.; Vandekerckhove, M.; Cleeremans, A.",2019,FALSE,"NA",Empirical data - laboratory study,TRUE,favourable,favourable,TRUE,NA,NA,TRUE,"Yet, this failure –or the presence or absence of the effects- seemed attributable to a single variation in the design, as an even more recent study reported results supporting both, the famous Strack et al. study as well as the OSF replication report11. The crucial element being the presence or absence of a recording camera during the experiment.",NA,NA,WOS:000480517100014
OA,MN,10.1037/bul0000194,"Coles, Nicholas A.; Larsen, Jeff T.; Lench, Heather C.",2019,FALSE,"NA",Data synthesis - Meta-analysis,TRUE,equivocal,equivocal,TRUE,NA,NA,TRUE,"In a commentary on Wagenmakers et al.’s (2016) failure-to-replicate, Strack (2016) suggested that one reason the results of the original experiment may not have replicated is that cameras were directed at participants in the replication studies. Strack reasoned that awareness of video recording may induce a subjective self-focus that disrupts the flow of experience and suppresses emotional responses.",NA,NA,WOS:000468382400003
OA,MN,10.1038/s41598-019-55029-6,"Fernandes, Alexandre C.; Garcia-Marques, Teresa",2019,FALSE,"NA",Empirical data - laboratory study,FALSE,favourable,favourable,NA,NA,NA,NA,NA,NA,NA,WOS:000501891500001
OA,MN,10.1016/j.plrev.2019.10.008,"Schoeller, F.; Haar, A. J. H.; Jain, A.; Maes, P.",2019,FALSE,"NA",Empirical data - laboratory study,FALSE,favourable,favourable,NA,NA,NA,NA,NA,NA,NA,WOS:000506723100022
OA,MN,10.1111/zygo.12553,"Beharrell, William H.",2019,FALSE,"NA",No empirical data,FALSE,favourable,favourable,NA,NA,NA,NA,NA,NA,NA,WOS:000496165000010
OA,MN,10.1177/1747021819867856,"Virhia, Jasmine; Kotz, Sonja A.; Adank, Patti",2019,FALSE,"NA",Empirical data - laboratory study,FALSE,equivocal,favourable,NA,NA,NA,NA,NA,NA,NA,WOS:000494437800010
OA,MN,10.3389/fpsyg.2019.02458,"Derya, Dilara; Kang, June; Kwon, Young; Wallraven, Christian",2019,FALSE,"NA",Empirical data - laboratory study,FALSE,equivocal,favourable,NA,NA,NA,NA,NA,NA,NA,WOS:000535786900001
OA,MN,10.1016/j.destud.2019.10.007,"Heylighen, Ann; Dong, Andy",2019,FALSE,"NA",No empirical data,FALSE,favourable,favourable,NA,NA,NA,NA,NA,NA,NA,WOS:000504782100007
OA,MN,10.3389/fpsyg.2019.02439,"Huggins, Charlotte F.; Cameron, Isobel M.; Williams, Justin H. G.",2019,FALSE,"NA",Empirical data - laboratory study,FALSE,favourable,favourable,NA,NA,NA,NA,NA,NA,NA,WOS:000497542400001
OA,MN,10.1177/1754073919868762,"Coles, Nicholas A.; Larsen, Jeff T.; Kuribayashi, Joyce; Kuelz, Ashley",2019,FALSE,"NA",Data synthesis - Meta-analysis,FALSE,favourable,favourable,NA,NA,NA,NA,NA,NA,NA,WOS:000487911000003
OA,MN,10.3389/fpsyg.2019.01389,"Melzer, Ayelet; Shafir, Tal; Tsachor, Rochelle Palnick",2019,FALSE,"NA",Empirical data - laboratory study,FALSE,favourable,favourable,NA,NA,NA,NA,NA,NA,NA,WOS:000473589800001
OA,MN,"NA","Isern-Mas, Carme; Gomila, Antoni",2019,FALSE,"NA",No empirical data,FALSE,favourable,favourable,NA,NA,NA,NA,NA,NA,NA,WOS:000497712900005
OA,MN,10.1111/jaac.12659,"Sizer, Laura",2019,FALSE,"NA",No empirical data,FALSE,favourable,favourable,NA,NA,NA,NA,NA,NA,NA,WOS:000478740700002
OA,MN,10.1177/0031512519834389,"Marmeleira, Jose; Santos, Graca Duarte",2019,FALSE,"NA",No empirical data,FALSE,favourable,favourable,NA,NA,NA,NA,NA,NA,NA,WOS:000473508600004
OA,MN,10.1177/1745691618808523,"Wrobel, Monika; Imbir, Kamil K.",2019,FALSE,"NA",No empirical data,FALSE,favourable,favourable,NA,NA,NA,NA,NA,NA,NA,WOS:000468290800008
OA,MN,10.1037/gpr0000156,"Sedikides, Constantine; Lenton, Alison P.; Slabu, Letitia; Thomaes, Sander",2019,FALSE,"NA",No empirical data,FALSE,unclassifiable,favourable,NA,NA,NA,NA,NA,NA,NA,WOS:000469342200006
OA,MN,"NA","Wyer, Robert S., Jr.",2019,FALSE,"NA",No empirical data,FALSE,favourable,favourable,NA,NA,NA,NA,NA,NA,NA,WOS:000509553400007
OA,MN,"NA","Fabrigar, Leandre R.; Wegener, Duane T.; Vaughan-Johnston, Thomas I.; Wallace, Laura E.; Petty, Richard E.",2019,TRUE,No access,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,WOS:000509553400027
OA,MN,"NA","Nikopoulos, James",2019,TRUE,No access,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,WOS:000487849400008
OA,MN,10.1080/17521882.2017.1351460,"Attan, Anthony; Whitelaw, Ginny; Ferguson, Emily",2018,TRUE,No access,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,WOS:000551983200003
OA,MN,"NA","Jacobs, Naomi; Cooper, Rachel",2018,TRUE,No access,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,WOS:000467370600003
OA,MN,"NA","Huesmann, L. Rowell",2018,TRUE,No access,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,WOS:000524491500030
OA,MN,10.1007/978-3-319-91716-0_26,"Kindermann, Harald; Auinger, Franz",2018,FALSE,"NA",No empirical data,FALSE,favourable,favourable,NA,NA,NA,NA,NA,NA,NA,WOS:000553513800026
OA,MN,10.1016/j.chb.2017.02.019,"Pena, Jorge; Chen, Meng",2017,FALSE,"NA",Empirical data - laboratory study,FALSE,favourable,favourable,NA,NA,NA,NA,NA,NA,NA,WOS:000399511000044
OA,MN,"NA","Ravenscroft, Ian",2017,FALSE,"NA",No empirical data,FALSE,favourable,favourable,NA,NA,NA,NA,NA,NA,NA,WOS:000449485000014
OA,MN,"NA","Whitaker, Elizabeth D.",2017,TRUE,No access,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,WOS:000467322900010
