uniqueID,citingArticleId,firstCoder,secondCoder,doi,authors,pubYear,excluded,exclusionReason,articleType,citesReplication,citationClassificationOriginal,citationClassificationAgreed,counterArguments
203,149,MN,OA,10.1007/s12559-013-9225-0,"Hiyoshi-Taniguchi, K.; Kawasaki, M.; Yokota, T.; Bakardjian, H.; Fukuyama, H.; Cichocki, A.; Vialatte, F. B.",2015,FALSE,NA,Empirical data - laboratory study,FALSE,unclassifiable,unclassifiable,NA
204,150,MN,OA,10.1080/1047840X.2014.940781,"Gross, James J.",2015,FALSE,NA,No empirical data,FALSE,favourable,favourable,NA
205,151,MN,OA,10.1080/10413200.2014.953231,"Moesch, Karin; Kentta, Goran; Backstrom, Martin; Mattsson, C. Mikael",2015,FALSE,NA,Empirical data - field study,FALSE,favourable,favourable,NA
206,152,MN,OA,10.1007/978-3-319-20315-7_4,"Lindblom, Jessica",2015,TRUE,No access,NA,NA,NA,NA,NA
207,153,MN,OA,10.1007/978-94-017-9963-8_1,"Christov-Moore, Leonardo; Iacoboni, Marco",2015,FALSE,NA,No empirical data,FALSE,unclassifiable,favourable,NA
208,154,MN,OA,10.18061/emr.v10i1-2.4587,"Goldstein, Thalia R.",2015,FALSE,NA,No empirical data,FALSE,favourable,favourable,NA
209,155,MN,OA,10.1007/978-3-319-25232-2_7,"Mohammad, Yasser; Nishida, Toyoaki",2015,TRUE,No access,NA,NA,NA,NA,NA
210,156,MN,OA,NA,"Cuccio, Valentina",2015,FALSE,NA,No empirical data,FALSE,favourable,favourable,NA
211,157,MN,OA,10.5127/jep.039613,"Meeten, Frances; Ivak, Peter; Dash, Suzanne R.; Knowles, Sam; Duka, Theodora; Scott, Ryan; Kaiser, Jakob; Davey, Graham C. L.",2015,FALSE,NA,Empirical data - laboratory study,FALSE,favourable,favourable,NA
212,158,MN,OA,10.1111/cura.12094,"Overhill, Heidi",2015,FALSE,NA,No empirical data,FALSE,favourable,unclassifiable,NA
213,159,MN,OA,10.1016/bs.aesp.2015.01.002,"van Harreveld, Frenk; Nohlen, Hannah U.; Schneider, Iris K.",2015,FALSE,NA,No empirical data,FALSE,favourable,favourable,NA
214,160,MN,OA,NA,"Polackova Solcova, Iva; Trnka, Radek",2015,TRUE,No access,NA,NA,NA,NA,NA
215,161,MN,OA,10.1080/19416520.2015.1033148,"Menges, Jochen I.; Kilduff, Martin",2015,FALSE,NA,No empirical data,FALSE,favourable,favourable,NA
216,162,MN,OA,NA,"Topolinski, Sascha",2015,TRUE,No access,NA,NA,NA,NA,NA
217,163,MN,OA,10.2224/sbp.2015.43.3.383,"Lin, Wenyi; Hu, Jing; Gong, Yanfei",2015,TRUE,No access,NA,NA,NA,NA,NA
218,164,MN,OA,NA,"Andrews, K.",2015,TRUE,Non-English language,NA,NA,NA,NA,NA
219,165,MN,OA,10.1080/1463922X.2015.1067934,"Jeon, Myounghoon",2015,FALSE,NA,No empirical data,FALSE,favourable,favourable,NA
