PT,disambiguate,AU,BA,CA,GP,RI,OI,BE,Z2,TI,X1,Y1,Z1,FT,PN,AE,Z3,SO,S1,SE,BS,VL,IS,SI,MA,BP,EP,AR,DI,D2,SU,PD,PY,AB,X4,Y4,Z4,AK,CT,CY,SP,CL,TC,Z8,ZB,ZS,Z9,SN,BN,UT,PM,case,pubYear
J,NA,"Englert, Chris; Bertrams, Alex",NA,NA,NA,NA,NA,NA,NA,What is self-control depleting in sports? Effects of vicarious experiences on performance,NA,NA,NA,NA,NA,NA,NA,INTERNATIONAL JOURNAL OF SPORT PSYCHOLOGY,NA,NA,NA,45,1,NA,NA,1,10,NA,10.7352/IJSP.2013.45.001,NA,NA,JAN-FEB 2014,2014,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,NA,NA,NA,NA,NA,NA,WOS:000336511700001,NA,baumeister,2014
J,NA,"Evans, Daniel R.; Eisenlohr-Moul, Tory A.; Button, Daniel F.; Baer, Ruth A.; Segerstrom, Suzanne C.",NA,NA,NA,NA,NA,NA,NA,Self-regulatory deficits associated with unpracticed mindfulness strategies for coping with acute pain,NA,NA,NA,NA,NA,NA,NA,JOURNAL OF APPLIED SOCIAL PSYCHOLOGY,NA,NA,NA,44,1,NA,NA,23,30,NA,10.1111/jasp.12196,NA,NA,14-Jan,2014,NA,NA,NA,NA,NA,NA,NA,NA,NA,14,NA,NA,NA,NA,NA,NA,WOS:000329505300003,NA,baumeister,2014
J,NA,"Dawson, Gregory S.; Karahanna, Elena; Buchholtz, Ann",NA,NA,NA,NA,NA,NA,NA,A Study of Psychological Contract Breach Spillover in Multiple-Agency Relationships in Consulting Professional Service Firms,NA,NA,NA,NA,NA,NA,NA,ORGANIZATION SCIENCE,NA,NA,NA,25,1,NA,NA,149,170,NA,10.1287/orsc.2013.0834,NA,NA,JAN-FEB 2014,2014,NA,NA,NA,NA,NA,NA,NA,NA,NA,9,NA,NA,NA,NA,NA,NA,WOS:000329979200008,NA,baumeister,2014
J,NA,"Pine, Karen; Fletcher, Ben (C)",NA,NA,NA,NA,NA,NA,NA,Time to shift brain channels to bring about effective changes in health behaviour,NA,NA,NA,NA,NA,NA,NA,PERSPECTIVES IN PUBLIC HEALTH,NA,NA,NA,134,1,NA,NA,16,17,NA,10.1177/1757913913514705,NA,NA,14-Jan,2014,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,NA,NA,NA,NA,NA,NA,WOS:000335891900013,NA,baumeister,2014
J,NA,"Newman, Benjamin J.; Johnson, Joshua; Lown, Patrick L.",NA,NA,NA,NA,NA,NA,NA,"The ""Daily Grind"": Work, Commuting, and Their Impact on Political Participation",NA,NA,NA,NA,NA,NA,NA,AMERICAN POLITICS RESEARCH,NA,NA,NA,42,1,NA,NA,141,170,NA,10.1177/1532673X13498265,NA,NA,14-Jan,2014,NA,NA,NA,NA,NA,NA,NA,NA,NA,10,NA,NA,NA,NA,NA,NA,WOS:000327473100006,NA,baumeister,2014
J,NA,"Remster, Brianna",NA,NA,NA,NA,NA,NA,NA,Self-Control and the Depression-Delinquency Link,NA,NA,NA,NA,NA,NA,NA,DEVIANT BEHAVIOR,NA,NA,NA,35,1,NA,NA,66,84,NA,10.1080/01639625.2013.822226,NA,NA,JAN 1 2014,2014,NA,NA,NA,NA,NA,NA,NA,NA,NA,15,NA,NA,NA,NA,NA,NA,WOS:000324851100004,NA,baumeister,2014
J,NA,"Colzato, Lorenza S.; Jongkees, Bryant J.; Sellaro, Roberta; Hommel, Bernhard",NA,NA,NA,NA,NA,NA,NA,Working memory reloaded: tyrosine repletes updating in the N-back task,NA,NA,NA,NA,NA,NA,NA,FRONTIERS IN BEHAVIORAL NEUROSCIENCE,NA,NA,NA,7,NA,NA,NA,NA,NA,200,10.3389/fnbeh.2013.00200,NA,NA,DEC 16 2013,2013,NA,NA,NA,NA,NA,NA,NA,NA,NA,33,NA,NA,NA,NA,NA,NA,WOS:000328502900001,NA,baumeister,2013
J,NA,"Wolff, Wanja; Baumgarten, Franz; Brand, Ralf",NA,NA,NA,NA,NA,NA,NA,Reduced self-control leads to disregard of an unfamiliar behavioral option: an experimental approach to the study of neuroenhancement,NA,NA,NA,NA,NA,NA,NA,SUBSTANCE ABUSE TREATMENT PREVENTION AND POLICY,NA,NA,NA,8,NA,NA,NA,NA,NA,41,10.1186/1747-597X-8-41,NA,NA,DEC 6 2013,2013,NA,NA,NA,NA,NA,NA,NA,NA,NA,14,NA,NA,NA,NA,NA,NA,WOS:000328957000001,NA,baumeister,2013
J,NA,"Colzato, Lorenza S.; Szapora, Ayca; Pannekoek, Justine N.; Hommel, Bernhard",NA,NA,NA,NA,NA,NA,NA,The impact of physical exercise on convergent and divergent thinking,NA,NA,NA,NA,NA,NA,NA,FRONTIERS IN HUMAN NEUROSCIENCE,NA,NA,NA,7,NA,NA,NA,NA,NA,824,10.3389/fnhum.2013.00824,NA,NA,DEC 2 2013,2013,NA,NA,NA,NA,NA,NA,NA,NA,NA,25,NA,NA,NA,NA,NA,NA,WOS:000328146600001,NA,baumeister,2013
J,NA,"Malmberg, Lars-Erik; Walls, Theodore A.; Martin, Andrew J.; Little, Todd D.; Lim, Wee H. T.",NA,NA,NA,NA,NA,NA,NA,"Primary school students' learning experiences of, and self-beliefs about competence, effort, and difficulty: Random effects models",NA,NA,NA,NA,NA,NA,NA,LEARNING AND INDIVIDUAL DIFFERENCES,NA,NA,NA,28,NA,NA,NA,54,65,NA,10.1016/j.lindif.2013.09.007,NA,NA,13-Dec,2013,NA,NA,NA,NA,NA,NA,NA,NA,NA,10,NA,NA,NA,NA,NA,NA,WOS:000329558400007,NA,baumeister,2013
J,NA,"Hart, Rona; Ivtzan, Itai; Hart, Dan",NA,NA,NA,NA,NA,NA,NA,Mind the Gap in Mindfulness Research: A Comparative Account of the Leading Schools of Thought,NA,NA,NA,NA,NA,NA,NA,REVIEW OF GENERAL PSYCHOLOGY,NA,NA,NA,17,4,NA,NA,453,466,NA,10.1037/a0035212,NA,NA,13-Dec,2013,NA,NA,NA,NA,NA,NA,NA,NA,NA,43,NA,NA,NA,NA,NA,NA,WOS:000329118800009,NA,baumeister,2013
J,NA,"Kurzban, Robert; Duckworth, Angela; Kable, Joseph W.; Myers, Justus",NA,NA,NA,NA,NA,NA,NA,"Cost-benefit models as the next, best option for understanding subjective effort",NA,NA,NA,NA,NA,NA,NA,BEHAVIORAL AND BRAIN SCIENCES,NA,NA,NA,36,6,NA,NA,707,726,NA,10.1017/S0140525X13001532,NA,NA,13-Dec,2013,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,NA,NA,NA,NA,NA,NA,WOS:000327943800062,NA,baumeister,2013
J,NA,"Reinhard, Marc-Andre; Scharmach, Martin; Stahlberg, Dagmar",NA,NA,NA,NA,NA,NA,NA,Too exhausted to see the truth: Ego depletion and the ability to detect deception,NA,NA,NA,NA,NA,NA,NA,BRITISH JOURNAL OF SOCIAL PSYCHOLOGY,NA,NA,NA,52,4,NA,NA,618,630,NA,10.1111/j.2044-8309.2012.02113.x,NA,NA,13-Dec,2013,NA,NA,NA,NA,NA,NA,NA,NA,NA,8,NA,NA,NA,NA,NA,NA,WOS:000327778400002,NA,baumeister,2013
J,NA,"Shelton, Jill Talley; Cahill, Michael J.; Mullet, Hillary G.; Scullin, Michael K.; Einstein, Gilles O.; McDaniel, Mark A.",NA,NA,NA,NA,NA,NA,NA,Resource depletion does not influence prospective memory in college students,NA,NA,NA,NA,NA,NA,NA,CONSCIOUSNESS AND COGNITION,NA,NA,NA,22,4,NA,NA,1223,1230,NA,10.1016/j.concog.2013.08.008,NA,NA,13-Dec,2013,NA,NA,NA,NA,NA,NA,NA,NA,NA,8,NA,NA,NA,NA,NA,NA,WOS:000327415100008,NA,baumeister,2013
J,NA,"Westenhoefer, Joachim",NA,NA,NA,NA,NA,NA,NA,Influencing eating behavior through food labeling?,NA,NA,NA,NA,NA,NA,NA,JOURNAL FUR VERBRAUCHERSCHUTZ UND LEBENSMITTELSICHERHEIT-JOURNAL OF CONSUMER PROTECTION AND FOOD SAFETY,NA,NA,NA,8,4,NA,NA,327,329,NA,NA,NA,NA,13-Dec,2013,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,WOS:000327436900010,NA,baumeister,2013
J,NA,"Demanet, Jelle; Muhle-Karbe, Paul S.; Lynn, Margaret T.; Blotenberg, Iris; Brass, Marcel",NA,NA,NA,NA,NA,NA,NA,Power to the will: How exerting physical effort boosts the sense of agency,NA,NA,NA,NA,NA,NA,NA,COGNITION,NA,NA,NA,129,3,NA,NA,574,578,NA,10.1016/j.cognition.2013.08.020,NA,NA,13-Dec,2013,NA,NA,NA,NA,NA,NA,NA,NA,NA,22,NA,NA,NA,NA,NA,NA,WOS:000327289600010,NA,baumeister,2013
J,NA,"Hutchison, Jesse A.; Gunthert, Kathleen C.",NA,NA,NA,NA,NA,NA,NA,Measuring Beliefs About Automatic Mood Regulation: Development of a Self-Report Scale,NA,NA,NA,NA,NA,NA,NA,COGNITIVE THERAPY AND RESEARCH,NA,NA,NA,37,6,NA,NA,1243,1256,NA,10.1007/s10608-013-9559-7,NA,NA,13-Dec,2013,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,NA,NA,NA,NA,NA,NA,WOS:000327123700016,NA,baumeister,2013
J,NA,"Hagger, Martin S.; Leaver, Eamonn; Esser, Kerstin; Leung, Chung-Ming; Pas, Nina Te; Keatley, David A.; Chan, Derwin K. -C.; Chatzisarantis, Nikos L. D.",NA,NA,NA,NA,NA,NA,NA,Cue-Induced Smoking Urges Deplete Cigarette Smokers' Self-Control Resources,NA,NA,NA,NA,NA,NA,NA,ANNALS OF BEHAVIORAL MEDICINE,NA,NA,NA,46,3,NA,NA,394,400,NA,10.1007/s12160-013-9520-8,NA,NA,13-Dec,2013,NA,NA,NA,NA,NA,NA,NA,NA,NA,26,NA,NA,NA,NA,NA,NA,WOS:000326690300016,NA,baumeister,2013
J,NA,"Thuermer, J. Lukas; McCrea, Sean M.; Gollwitzer, Peter M.",NA,NA,NA,NA,NA,NA,NA,Regulating self-defensiveness: If-then plans prevent claiming and creating performance handicaps,NA,NA,NA,NA,NA,NA,NA,MOTIVATION AND EMOTION,NA,NA,NA,37,4,NA,NA,712,725,NA,10.1007/s11031-013-9352-7,NA,NA,13-Dec,2013,NA,NA,NA,NA,NA,NA,NA,NA,NA,12,NA,NA,NA,NA,NA,NA,WOS:000326376100007,NA,baumeister,2013
J,NA,"Goto, Takayuki; Kusumi, Takashi",NA,NA,NA,NA,NA,NA,NA,How can reward contribute to efficient self-control? Reinforcement of task-defined responses diminishes ego-depletion,NA,NA,NA,NA,NA,NA,NA,MOTIVATION AND EMOTION,NA,NA,NA,37,4,NA,NA,726,732,NA,10.1007/s11031-013-9356-3,NA,NA,13-Dec,2013,NA,NA,NA,NA,NA,NA,NA,NA,NA,11,NA,NA,NA,NA,NA,NA,WOS:000326376100008,NA,baumeister,2013
J,NA,"Emery, Rebecca L.; King, Kevin M.; Fischer, Sarah F.; Davis, Kendra R.",NA,NA,NA,NA,NA,NA,NA,The moderating role of negative urgency on the prospective association between dietary restraint and binge eating,NA,NA,NA,NA,NA,NA,NA,APPETITE,NA,NA,NA,71,NA,NA,NA,113,119,NA,10.1016/j.appet.2013.08.001,NA,NA,DEC 1 2013,2013,NA,NA,NA,NA,NA,NA,NA,NA,NA,16,NA,NA,NA,NA,NA,NA,WOS:000328868500015,NA,baumeister,2013
J,NA,"Wheeler, Anthony R.; Halbesleben, Jonathon R. B.; Whitman, Marilyn V.",NA,NA,NA,NA,NA,NA,NA,The interactive effects of abusive supervision and entitlement on emotional exhaustion and co-worker abuse,NA,NA,NA,NA,NA,NA,NA,JOURNAL OF OCCUPATIONAL AND ORGANIZATIONAL PSYCHOLOGY,NA,NA,NA,86,4,NA,NA,477,496,NA,10.1111/joop.12034,NA,NA,13-Dec,2013,NA,NA,NA,NA,NA,NA,NA,NA,NA,51,NA,NA,NA,NA,NA,NA,WOS:000325223800002,NA,baumeister,2013
J,NA,"Pitesa, Marko; Thau, Stefan; Pillutla, Madan M.",NA,NA,NA,NA,NA,NA,NA,Cognitive control and socially desirable behavior: The role of interpersonal impact,NA,NA,NA,NA,NA,NA,NA,ORGANIZATIONAL BEHAVIOR AND HUMAN DECISION PROCESSES,NA,NA,NA,122,2,NA,NA,232,243,NA,10.1016/j.obhdp.2013.08.003,NA,NA,13-Nov,2013,NA,NA,NA,NA,NA,NA,NA,NA,NA,17,NA,NA,NA,NA,NA,NA,WOS:000328719500012,NA,baumeister,2013
J,NA,"Kang, Hyunjin; Sundar, S. Shyam",NA,NA,NA,NA,NA,NA,NA,Depleted egos and affirmed selves: The two faces of customization,NA,NA,NA,NA,NA,NA,NA,COMPUTERS IN HUMAN BEHAVIOR,NA,NA,NA,29,6,NA,NA,2273,2280,NA,10.1016/j.chb.2013.05.018,NA,NA,13-Nov,2013,NA,NA,NA,NA,NA,NA,NA,NA,NA,11,NA,NA,NA,NA,NA,NA,WOS:000325234600021,NA,baumeister,2013
J,NA,"Sommer, Kristin L.; Yoon, Juran",NA,NA,NA,NA,NA,NA,NA,When silence is golden: Ostracism as resource conservation during aversive interactions,NA,NA,NA,NA,NA,NA,NA,JOURNAL OF SOCIAL AND PERSONAL RELATIONSHIPS,NA,NA,NA,30,7,NA,NA,901,919,NA,10.1177/0265407512473006,NA,NA,13-Nov,2013,NA,NA,NA,NA,NA,NA,NA,NA,NA,15,NA,NA,NA,NA,NA,NA,WOS:000325416300004,NA,baumeister,2013
J,NA,"Englert, Chris; Bertrams, Alex",NA,NA,NA,NA,NA,NA,NA,"Too Exhausted for Operation? Anxiety, Depleted Self-control Strength, and Perceptual-motor Performance",NA,NA,NA,NA,NA,NA,NA,SELF AND IDENTITY,NA,NA,NA,12,6,NA,NA,650,662,NA,10.1080/15298868.2012.718865,NA,NA,NOV 1 2013,2013,NA,NA,NA,NA,NA,NA,NA,NA,NA,16,NA,NA,NA,NA,NA,NA,WOS:000324851400006,NA,baumeister,2013
J,NA,"Boland, Wendy Attaya; Connell, Paul M.; Vallen, Beth",NA,NA,NA,NA,NA,NA,NA,Time of day effects on the regulation of food consumption after activation of health goals,NA,NA,NA,NA,NA,NA,NA,APPETITE,NA,NA,NA,70,NA,NA,NA,47,52,NA,10.1016/j.appet.2013.06.085,NA,NA,NOV 1 2013,2013,NA,NA,NA,NA,NA,NA,NA,NA,NA,21,NA,NA,NA,NA,NA,NA,WOS:000324225100007,NA,baumeister,2013
J,NA,"Hu, Xiaowen; Wang, Ying; Wu, Chia-huei",NA,NA,NA,NA,NA,NA,NA,Acceptance Concern and Life Satisfaction for Chinese LGBs: The Mediating Role of Self-Concealment,NA,NA,NA,NA,NA,NA,NA,SOCIAL INDICATORS RESEARCH,NA,NA,NA,114,2,NA,NA,687,701,NA,10.1007/s11205-012-0168-8,NA,NA,13-Nov,2013,NA,NA,NA,NA,NA,NA,NA,NA,NA,17,NA,NA,NA,NA,NA,NA,WOS:000325373100029,NA,baumeister,2013
J,NA,"Hagger, Martin S.; Panetta, Giulia; Leung, Chung-Ming; Wong, Ging Ging; Wang, John C. K.; Chan, Derwin K. C.; Keatley, David A.; Chatzisarantis, Nikos L. D.",NA,NA,NA,NA,NA,NA,NA,"Chronic Inhibition, Self-Control and Eating Behavior: Test of a 'Resource Depletion' Model",NA,NA,NA,NA,NA,NA,NA,PLOS ONE,NA,NA,NA,8,10,NA,NA,NA,NA,e76888,10.1371/journal.pone.0076888,NA,NA,OCT 17 2013,2013,NA,NA,NA,NA,NA,NA,NA,NA,NA,32,NA,NA,NA,NA,NA,NA,WOS:000326022200025,NA,baumeister,2013
J,NA,"Guyll, Max; Madon, Stephanie; Yang, Yueran; Lannin, Daniel G.; Scherr, Kyle; Greathouse, Sarah",NA,NA,NA,NA,NA,NA,NA,Innocence and Resisting Confession During Interrogation: Effects on Physiologic Activity,NA,NA,NA,NA,NA,NA,NA,LAW AND HUMAN BEHAVIOR,NA,NA,NA,37,5,NA,NA,366,375,NA,10.1037/lhb0000044,NA,NA,13-Oct,2013,NA,NA,NA,NA,NA,NA,NA,NA,NA,27,NA,NA,NA,NA,NA,NA,WOS:000325181800007,NA,baumeister,2013
J,NA,"Simonsohn, Uri",NA,NA,NA,NA,NA,NA,NA,Just Post It: The Lesson From Two Cases of Fabricated Data Detected by Statistics Alone,NA,NA,NA,NA,NA,NA,NA,PSYCHOLOGICAL SCIENCE,NA,NA,NA,24,10,NA,NA,1875,1888,NA,10.1177/0956797613480366,NA,NA,13-Oct,2013,NA,NA,NA,NA,NA,NA,NA,NA,NA,61,NA,NA,NA,NA,NA,NA,WOS:000325554800001,NA,baumeister,2013
J,NA,"Sinha, Jayati; Wang, Jing",NA,NA,NA,NA,NA,NA,NA,How Time Horizon Perceptions and Relationship Deficits Affect Impulsive Consumption,NA,NA,NA,NA,NA,NA,NA,JOURNAL OF MARKETING RESEARCH,NA,NA,NA,50,5,NA,NA,590,605,NA,10.1509/jmr.11.0246,NA,NA,13-Oct,2013,NA,NA,NA,NA,NA,NA,NA,NA,NA,10,NA,NA,NA,NA,NA,NA,WOS:000324975600003,NA,baumeister,2013
J,NA,"Barber, Larissa; Grawitch, Matthew J.; Munz, David C.",NA,NA,NA,NA,NA,NA,NA,Are Better Sleepers More Engaged Workers? A Self-regulatory Approach to Sleep Hygiene and Work Engagement,NA,NA,NA,NA,NA,NA,NA,STRESS AND HEALTH,NA,NA,NA,29,4,NA,NA,307,316,NA,10.1002/smi.2468,NA,NA,13-Oct,2013,NA,NA,NA,NA,NA,NA,NA,NA,NA,36,NA,NA,NA,NA,NA,NA,WOS:000324917900007,NA,baumeister,2013
J,NA,"Hoyt, Crystal L.; Price, Terry L.; Poatsy, Laura",NA,NA,NA,NA,NA,NA,NA,The social role theory of unethical leadership,NA,NA,NA,NA,NA,NA,NA,LEADERSHIP QUARTERLY,NA,NA,NA,24,5,NA,NA,712,723,NA,10.1016/j.leaqua.2013.07.001,NA,NA,13-Oct,2013,NA,NA,NA,NA,NA,NA,NA,NA,NA,24,NA,NA,NA,NA,NA,NA,WOS:000324782900006,NA,baumeister,2013
J,NA,"Mackey, Jeremy D.; Ellen, B. Parker, III; Hochwarter, Wayne A.; Ferris, Gerald R.",NA,NA,NA,NA,NA,NA,NA,Subordinate social adaptability and the consequences of abusive supervision perceptions in two samples,NA,NA,NA,NA,NA,NA,NA,LEADERSHIP QUARTERLY,NA,NA,NA,24,5,NA,NA,732,746,NA,10.1016/j.leaqua.2013.07.003,NA,NA,13-Oct,2013,NA,NA,NA,NA,NA,NA,NA,NA,NA,28,NA,NA,NA,NA,NA,NA,WOS:000324782900008,NA,baumeister,2013
J,NA,"Barber, Larissa K.; Barnes, Christopher M.; Carlson, Kevin D.",NA,NA,NA,NA,NA,NA,NA,Random and Systematic Error Effects of Insomnia on Survey Behavior,NA,NA,NA,NA,NA,NA,NA,ORGANIZATIONAL RESEARCH METHODS,NA,NA,NA,16,4,NA,NA,616,649,NA,10.1177/1094428113493120,NA,NA,13-Oct,2013,NA,NA,NA,NA,NA,NA,NA,NA,NA,25,NA,NA,NA,NA,NA,NA,WOS:000323708100006,NA,baumeister,2013
J,NA,"Magaraggia, Christian; Dimmock, James A.; Jackson, Ben",NA,NA,NA,NA,NA,NA,NA,The effect of learning climate on snack consumption and ego depletion among undergraduate students,NA,NA,NA,NA,NA,NA,NA,APPETITE,NA,NA,NA,69,NA,NA,NA,174,179,NA,10.1016/j.appet.2013.06.003,NA,NA,OCT 1 2013,2013,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,NA,NA,NA,NA,NA,NA,WOS:000322606400023,NA,baumeister,2013
J,NA,"Evans, Blair; Eys, Mark; Wolf, Svenja",NA,NA,NA,NA,NA,NA,NA,Exploring the Nature of Interpersonal Influence in Elite Individual Sport Teams,NA,NA,NA,NA,NA,NA,NA,JOURNAL OF APPLIED SPORT PSYCHOLOGY,NA,NA,NA,25,4,NA,NA,448,462,NA,10.1080/10413200.2012.752769,NA,NA,OCT 1 2013,2013,NA,NA,NA,NA,NA,NA,NA,NA,NA,23,NA,NA,NA,NA,NA,NA,WOS:000320752400005,NA,baumeister,2013
J,NA,"Ward, Adrian F.; Wegner, Daniel M.",NA,NA,NA,NA,NA,NA,NA,Mind-blanking: when the mind goes away,NA,NA,NA,NA,NA,NA,NA,FRONTIERS IN PSYCHOLOGY,NA,NA,NA,4,NA,NA,NA,NA,NA,UNSP 650,10.3389/fpsyg.2013.00650,NA,NA,SEP 27 2013,2013,NA,NA,NA,NA,NA,NA,NA,NA,NA,34,NA,NA,NA,NA,NA,NA,WOS:000331233400001,NA,baumeister,2013
J,NA,"Job, Veronika; Walton, Gregory M.; Bernecker, Katharina; Dweck, Carol S.",NA,NA,NA,NA,NA,NA,NA,Beliefs about willpower determine the impact of glucose on self-control,NA,NA,NA,NA,NA,NA,NA,PROCEEDINGS OF THE NATIONAL ACADEMY OF SCIENCES OF THE UNITED STATES OF AMERICA,NA,NA,NA,110,37,NA,NA,14837,14842,NA,10.1073/pnas.1313475110,NA,NA,SEP 10 2013,2013,NA,NA,NA,NA,NA,NA,NA,NA,NA,72,NA,NA,NA,NA,NA,NA,WOS:000324125100020,NA,baumeister,2013
J,NA,"Bahl, Shalini; Milne, George R.; Ross, Spencer M.; Chan, Kwong",NA,NA,NA,NA,NA,NA,NA,Mindfulness: A Long-Term Solution for Mindless Eating by College Students,NA,NA,NA,NA,NA,NA,NA,JOURNAL OF PUBLIC POLICY & MARKETING,NA,NA,NA,32,2,NA,NA,173,184,NA,10.1509/jppm.11.008,NA,NA,FAL 2013,2013,NA,NA,NA,NA,NA,NA,NA,NA,NA,27,NA,NA,NA,NA,NA,NA,WOS:000326997000002,NA,baumeister,2013
J,NA,"Sang Quang Phung; Bryant, Richard A.",NA,NA,NA,NA,NA,NA,NA,The influence of cognitive and emotional suppression on overgeneral autobiographical memory retrieval,NA,NA,NA,NA,NA,NA,NA,CONSCIOUSNESS AND COGNITION,NA,NA,NA,22,3,NA,NA,965,974,NA,10.1016/j.concog.2013.06.008,NA,NA,13-Sep,2013,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,NA,NA,NA,NA,NA,WOS:000325740400030,NA,baumeister,2013
J,NA,"Keatley, David; Clarke, David. D.; Hagger, Martin S.",NA,NA,NA,NA,NA,NA,NA,Investigating the predictive validity of implicit and explicit measures of motivation in problem-solving behavioural tasks,NA,NA,NA,NA,NA,NA,NA,BRITISH JOURNAL OF SOCIAL PSYCHOLOGY,NA,NA,NA,52,3,NA,NA,510,524,NA,10.1111/j.2044-8309.2012.02107.x,NA,NA,13-Sep,2013,NA,NA,NA,NA,NA,NA,NA,NA,NA,14,NA,NA,NA,NA,NA,NA,WOS:000324297500007,NA,baumeister,2013
J,NA,"Tull, Matthew T.; Gratz, Kim L.; Coffey, Scott F.; Weiss, Nicole H.; McDermott, Michael J.",NA,NA,NA,NA,NA,NA,NA,"Examining the Interactive Effect of Posttraumatic Stress Disorder, Distress Tolerance, and Gender on Residential Substance Use Disorder Treatment Retention",NA,NA,NA,NA,NA,NA,NA,PSYCHOLOGY OF ADDICTIVE BEHAVIORS,NA,NA,NA,27,3,NA,NA,763,773,NA,10.1037/a0029911,NA,NA,13-Sep,2013,NA,NA,NA,NA,NA,NA,NA,NA,NA,32,NA,NA,NA,NA,NA,NA,WOS:000324779800021,NA,baumeister,2013
J,NA,"Tang, Thomas Li-Ping; Sutarso, Toto",NA,NA,NA,NA,NA,NA,NA,"Falling or Not Falling into Temptation? Multiple Faces of Temptation, Monetary Intelligence, and Unethical Intentions Across Gender",NA,NA,NA,NA,NA,NA,NA,JOURNAL OF BUSINESS ETHICS,NA,NA,NA,116,3,NA,NA,529,552,NA,10.1007/s10551-012-1475-3,NA,NA,13-Sep,2013,NA,NA,NA,NA,NA,NA,NA,NA,NA,34,NA,NA,NA,NA,NA,NA,WOS:000324781500005,NA,baumeister,2013
J,NA,"Achtziger, Anja; Jaudas, Alexander",NA,NA,NA,NA,NA,NA,NA,"Cognitive Load, Ego-Depletion, Self-Regulation: Relevant for Consumer Research! Relevant for Consumer Policy?",NA,NA,NA,NA,NA,NA,NA,JOURNAL FUR VERBRAUCHERSCHUTZ UND LEBENSMITTELSICHERHEIT-JOURNAL OF CONSUMER PROTECTION AND FOOD SAFETY,NA,NA,NA,8,3,NA,NA,246,250,NA,NA,NA,NA,13-Sep,2013,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,WOS:000323665800015,NA,baumeister,2013
J,NA,"Brass, Marcel; Lynn, Margaret T.; Demanet, Jelle; Rigoni, Davide",NA,NA,NA,NA,NA,NA,NA,Imaging volition: what the brain can tell us about the will,NA,NA,NA,NA,NA,NA,NA,EXPERIMENTAL BRAIN RESEARCH,NA,NA,NA,229,3,NA,NA,301,312,NA,10.1007/s00221-013-3472-x,NA,NA,13-Sep,2013,NA,NA,NA,NA,NA,NA,NA,NA,NA,37,NA,NA,NA,NA,NA,NA,WOS:000323287000003,NA,baumeister,2013
J,NA,"Sharbanee, Jason M.; Stritzke, Werner G. K.; Wiers, Reinout W.; Young, Paul; Rinck, Mike; MacLeod, Colin",NA,NA,NA,NA,NA,NA,NA,"The Interaction of Approach-Alcohol Action Tendencies, Working Memory Capacity, and Current Task Goals Predicts the Inability to Regulate Drinking Behavior",NA,NA,NA,NA,NA,NA,NA,PSYCHOLOGY OF ADDICTIVE BEHAVIORS,NA,NA,NA,27,3,NA,NA,649,661,NA,10.1037/a0029982,NA,NA,13-Sep,2013,NA,NA,NA,NA,NA,NA,NA,NA,NA,21,NA,NA,NA,NA,NA,NA,WOS:000324779800010,NA,baumeister,2013
J,NA,"Kennedy, Gary J.; Tuckman, Bruce W.",NA,NA,NA,NA,NA,NA,NA,"An exploration into the influence of academic and social values, procrastination, and perceived school belongingness on academic performance",NA,NA,NA,NA,NA,NA,NA,SOCIAL PSYCHOLOGY OF EDUCATION,NA,NA,NA,16,3,NA,NA,435,470,NA,10.1007/s11218-013-9220-z,NA,NA,13-Sep,2013,NA,NA,NA,NA,NA,NA,NA,NA,NA,15,NA,NA,NA,NA,NA,NA,WOS:000324092400006,NA,baumeister,2013
J,NA,"Mendes, Wendy Berry; Koslov, Katrina",NA,NA,NA,NA,NA,NA,NA,Brittle Smiles: Positive Biases Toward Stigmatized and Outgroup Targets,NA,NA,NA,NA,NA,NA,NA,JOURNAL OF EXPERIMENTAL PSYCHOLOGY-GENERAL,NA,NA,NA,142,3,NA,NA,923,933,NA,10.1037/a0029663,NA,NA,13-Aug,2013,NA,NA,NA,NA,NA,NA,NA,NA,NA,50,NA,NA,NA,NA,NA,NA,WOS:000322353600023,NA,baumeister,2013
J,NA,"Hodges, Allegra J.; Park, Bernadette",NA,NA,NA,NA,NA,NA,NA,Oppositional Identities: Dissimilarities in How Women and Men Experience Parent Versus Professional Roles,NA,NA,NA,NA,NA,NA,NA,JOURNAL OF PERSONALITY AND SOCIAL PSYCHOLOGY,NA,NA,NA,105,2,NA,NA,193,216,NA,10.1037/a0032681,NA,NA,13-Aug,2013,NA,NA,NA,NA,NA,NA,NA,NA,NA,26,NA,NA,NA,NA,NA,NA,WOS:000322430200002,NA,baumeister,2013
