firstCoder,secondCoder,doi,authors,pubYear,excluded,exclusionReason,articleType,citesReplication,citationClassificationOriginal,citationClassificationAgreed,counterArguments,evidenceCounter,evidenceVerbatim,methodsCounter,methodsVerbatim,expertiseCounter,expertiseVerbatim,UT,case,timePeriod
DS,RT,10.1016/j.ijpsycho.2018.01.009,"Spangler, Derek P.; Williams, DeWayne P.; Speller, Lassiter F.; Brooks, Justin R.; Thayer, Julian F.",2018,FALSE,NA,Empirical data - laboratory study,FALSE,unclassifiable,unclassifiable,NA,NA,NA,NA,NA,NA,NA,WOS:000428606300002,baumeister,post
DS,RT,10.1007/s10461-017-1943-y,"Batchelder, Abigail W.; Carrico, Adam W.; Acree, Michael; Hecht, Frederick M.; Moskowitz, Judith Tedlie",2018,FALSE,NA,Empirical data - survey,FALSE,favourable,favourable,NA,NA,NA,NA,NA,NA,NA,WOS:000430173700010,baumeister,post
DS,RT,10.1016/j.leaqua.2017.05.007,"Weiss, Matthias; Razinskas, Stefan; Backmann, Julia; Hoegl, Martin",2018,FALSE,NA,Empirical data - survey,TRUE,favourable,favourable,TRUE,NA,NA,TRUE,"Despite this controversy, we still assume this theory to be informative for our purposes. Specifically, the prominently featured failed replications focused on very abstract and brief tasks spanning only a few minutes (Hagger and Chatzisarantis, 2016, Lurquin et al., 2016).",NA,NA,WOS:000430158600004,baumeister,post
DS,RT,10.3389/fnbeh.2018.00337,"Kelley, Nicholas J.; Gallucci, Alessia; Riva, Paolo; Lauro, Leonor Josefina Romero; Schmeichel, Brandon J.",2019,FALSE,NA,No empirical data,FALSE,favourable,favourable,NA,NA,NA,NA,NA,NA,NA,WOS:000455988200001,baumeister,post
DS,RT,NA,"Hofmann, Wilhelm; Reinecke, Leonard; Meier, Adrian",2017,FALSE,NA,No empirical data,FALSE,favourable,favourable,NA,NA,NA,NA,NA,NA,NA,WOS:000449142200017,baumeister,post
DS,RT,10.1111/eulj.12219,"Gokani, Nikhil",2018,FALSE,NA,No empirical data,FALSE,favourable,favourable,NA,NA,NA,NA,NA,NA,NA,WOS:000450669500009,baumeister,post
DS,RT,10.1037/apl0000308,"Kim, Sooyeol; Park, YoungAh; Headrick, Lucille",2018,FALSE,NA,Empirical data - survey,FALSE,favourable,favourable,NA,NA,NA,NA,NA,NA,NA,WOS:000437714100007,baumeister,post
DS,RT,NA,"Ackerman, Joshua M.",2018,FALSE,NA,Empirical data - laboratory study,FALSE,favourable,favourable,NA,NA,NA,NA,NA,NA,NA,WOS:000433490800001,baumeister,post
DS,RT,10.1371/journal.pone.0195333,"Guan, Yuan; He, Jiamei",2018,FALSE,NA,Empirical data - survey,FALSE,favourable,favourable,NA,NA,NA,NA,NA,NA,NA,WOS:000429081600050,baumeister,post
DS,RT,10.1037/pspa0000125,"Tadmor, Carmit T.; Hong, Ying-yi; Chao, Melody M.; Cohen, Ayala",2018,FALSE,NA,Empirical data - multiple study types are reported,TRUE,equivocal,equivocal,FALSE,NA,NA,NA,NA,NA,NA,WOS:000441684100003,baumeister,post
DS,RT,10.1177/0001839217733972,"Caza, Brianna Barker; Moss, Sherry; Vough, Heather",2018,FALSE,NA,Empirical data - multiple study types are reported,FALSE,favourable,favourable,NA,NA,NA,NA,NA,NA,NA,WOS:000453916700007,baumeister,post
DS,RT,10.1098/rsos.180390,"Vadillo, Miguel A.; Gold, Natalie; Osman, Magda",2018,FALSE,NA,Empirical data - commentary including analysis,TRUE,unfavourable,unfavourable,TRUE,NA,NA,TRUE,"Commenting on this outcome, Baumeister & Vohs [11] argued that the RRR relied on a poorly chosen depleting task. Hagger et al. [10] presented participants with a series of words on a computer screen and asked them to press a button if they saw an ‘e’ unless the ‘e’ was next to or one letter away from another vowel. In the no depletion condition, a key was pressed whenever an ‘e’ was present. Baumeister & Vohs pointed out that in order to induce ego depletion, there would usually be a prior stage, carried out by all participants, which would establish a habitual, dominant response, so that the depletion condition would involve overcoming a prior impulse. Thus, it is unlikely that Hagger et al.'s depletion task would reduce performance on a second self-control task because participants were not all given a preliminary habit-forming task of pressing a computer key whenever they saw an ‘e’, which they would have to overcome in the depletion condition. In support of this interpretation, an independent reanalysis of the RRR data conducted by Dang [12] found that the ego depletion effect was in fact significant within a subset of participants who stated that they had invested more effort on the e-crossing task. However, it is not totally clear whether this feature of the study can account for failing to observe ego depletion in the RRR, given that other studies (including the seminal study on which the RRR was based [13]) have reported positive results without using a preliminary habit-forming period (see also [14]).",NA,NA,WOS:000443443000053,baumeister,post
DS,RT,10.1111/1467-8462.12269,"Brown, Heather; Presseau, Justin",2018,FALSE,NA,Empirical data - laboratory study,FALSE,favourable,favourable,NA,NA,NA,NA,NA,NA,NA,WOS:000443223000004,baumeister,post
DS,RT,10.1080/08870446.2018.1489048,"Exelmans, Liese; Van den Bulck, Jan",2018,FALSE,NA,Empirical data - survey,FALSE,favourable,favourable,NA,NA,NA,NA,NA,NA,NA,WOS:000457557600003,baumeister,post
DS,RT,10.1016/j.jsr.2018.09.005,"Chen, Ming; Chen, Long; Yan, Xiao-Ming; Yu, Zhuo; Fang, Ying-Ying; Yu, Yan-Qiu",2018,FALSE,NA,Empirical data - survey,FALSE,favourable,favourable,NA,NA,NA,NA,NA,NA,NA,WOS:000455064700003,baumeister,post
DS,RT,10.1016/bs.adms.2018.01.004,"Johnson, Russell E.; Lin, Szu-Han; Lee, Hun W.",2018,FALSE,NA,No empirical data,FALSE,favourable,favourable,NA,NA,NA,NA,NA,NA,NA,WOS:000462134500003,baumeister,post
DS,RT,10.1177/1088868318762183,"Friese, Malte; Loschelder, David D.; Gieseler, Karolin; Frankenbach, Julius; Inzlicht, Michael",2019,FALSE,NA,No empirical data,TRUE,unfavourable,unfavourable,TRUE,NA,NA,TRUE,"With respect to the RRR (Hagger et al., 2016), critics argue that the study protocol did not use prototypical operationalizations of central variables. Specifically, the ego depletion manipulation (a variant of the widely used e-crossing task; Baumeister et al., 1998) lacked a habit-creating first phase that may be important to increase self-control demands in a second phase (Baumeister & Vohs, 2016a). Indeed, the e-crossing task without habit-creating phase has been rarely used in previous research, although paper–pencil variants have produced expected depletion effects on self-control performance in a few studies (Tyler & Burns, 2009; Wan & Sternthal, 2008). Another potentially important deviation from previous research was that the e-crossing task was computerized, although most applications of this manipulation have relied on the paper–pencil version. That said, recent evidence suggests that the e-crossing task can indeed lead to decrements in performance over time (within the same task), even without a prior habit-formation phase and even if the task is computer administered, at least in variants somewhat longer than the one used in the RRR (Arber et al., 2017).",NA,NA,WOS:000463615200001,baumeister,post
DS,RT,10.1080/13803395.2018.1502257,"Niermeyer, Madison A.; Ziemnik, Rosemary E.; Franchow, Emilie I.; Barron, Casey A.; Suchy, Yana",2019,FALSE,NA,Empirical data - survey,FALSE,favourable,favourable,NA,NA,NA,NA,NA,NA,NA,WOS:000454590400002,baumeister,post
DS,RT,NA,"Verfuerth, Caroline; Gregory-Smith, Diana",2018,FALSE,NA,No empirical data,FALSE,unclassifiable,unclassifiable,NA,NA,NA,NA,NA,NA,NA,WOS:000448139700020,baumeister,post
DS,RT,10.1016/j.addbeh.2017.11.001,"Freeman, Lindsey K.; Gottfredson, Nisha C.",2018,FALSE,NA,Empirical data - survey,TRUE,favourable,favourable,FALSE,NA,NA,NA,NA,NA,NA,WOS:000435063200013,baumeister,post
DS,RT,10.1093/jcr/ucy001,"May, Frank; Irmak, Caglar",2018,FALSE,NA,Empirical data - survey,FALSE,favourable,favourable,NA,NA,NA,NA,NA,NA,NA,WOS:000449045300008,baumeister,post
DS,RT,10.1111/1475-679X.12218,"Bonner, Sarah; Majors, Tracie; Ritter, Stacey",2018,FALSE,NA,Empirical data - survey,FALSE,favourable,favourable,NA,NA,NA,NA,NA,NA,NA,WOS:000447525200004,baumeister,post
DS,RT,10.1007/s11229-018-1712-0,"Haas, Julia",2018,FALSE,NA,No empirical data,FALSE,favourable,favourable,NA,NA,NA,NA,NA,NA,NA,WOS:000450864400004,baumeister,post
DS,RT,10.1080/08870446.2018.1436176,"Pfeffer, Ines; Strobach, Tilo",2018,FALSE,NA,Empirical data - survey,FALSE,favourable,favourable,NA,NA,NA,NA,NA,NA,NA,WOS:000432558700006,baumeister,post
DS,RT,10.1007/s10869-017-9497-6,"Mok, Aurelia; De Cremer, David",2018,FALSE,NA,Empirical data - survey,FALSE,favourable,favourable,NA,NA,NA,NA,NA,NA,NA,WOS:000431309500005,baumeister,post
DS,RT,10.1109/SMC.2018.00323,"Zhong, Xi; Ishibashi, Ken; Yada, Katsutoshi",2018,FALSE,NA,Empirical data - laboratory study,FALSE,unclassifiable,unclassifiable,NA,NA,NA,NA,NA,NA,NA,WOS:000459884801159,baumeister,post
DS,RT,10.1016/j.neuropsychologia.2018.03.033,"Milyayskaya, Marina; Inzlicht, Michael; Johnson, Travis; Larson, Michael J.",2019,FALSE,NA,Empirical data - laboratory study,TRUE,equivocal,equivocal,TRUE,NA,NA,TRUE,"Our results point to the importance of considering the procedures that research on ego depletion uses in the so-called control condition. Indeed, it may be the case that some of the control conditions used in ego depletion studies actually elicit boredom. For example, studies that require participants to read uninteresting texts and cross out letters (e.g., Baumeister et al., 1998), or engage in a repetitive task that does not require mental effort (e.g., Hagger et al., 2016) may all have led to boredom, which we have found to be related with higher subjective fatigue and greater sensitivity to rewards. This may explain the small effects (or lack of effects) found in some depletion studies – the comparison group in some studies may not be a true neutral control. Future studies need to consider the control groups that are used to ensure that boredom is not accidentally induced.",NA,NA,WOS:000460855900015,baumeister,post
DS,RT,10.18666/JPRA-2018-V36-I4-8889,"Miller, Zachary David",2018,FALSE,NA,No empirical data,FALSE,favourable,favourable,NA,NA,NA,NA,NA,NA,NA,WOS:000452064400009,baumeister,post
DS,RT,10.1177/0022242919825649,"White, Katherine; Habib, Rishad; Hardisty, David J.",2019,FALSE,NA,No empirical data,FALSE,unclassifiable,unclassifiable,NA,NA,NA,NA,NA,NA,NA,WOS:000463799000002,baumeister,post
DS,RT,10.1080/01973533.2018.1530671,"Singh, Ranjit K.; Goeritz, Anja S.",2019,FALSE,NA,Empirical data - laboratory study,TRUE,favourable,favourable,TRUE,NA,NA,TRUE,"The first methodological issue—Can ego depletion be induced using an online version of the e-crossing task—has become crucial because a large replication effort failed to reproduce the ego depletion effect (Hagger et al., 2016). The studies used a new computer-based version of the e-crossing task. Paper-based adaptions have frequently been used to induce ego depletion in the past (e.g., Wheeler et al., 2007). The e-crossing task used in the replication effort was different from previous adaptions.",NA,NA,WOS:000461576700001,baumeister,post
DS,RT,10.1017/S1355617718000838,"Suchy, Yana; Niermeyer, Madison Amelia; Franchow, Emilie Irene; Ziemnik, Rosemary",2019,FALSE,NA,Empirical data - laboratory study,FALSE,favourable,favourable,NA,NA,NA,NA,NA,NA,NA,WOS:000458514600003,baumeister,post
DS,RT,10.1080/10615806.2018.1483021,"Lenton-Brym, Ariella P.; Moscovitch, David A.; Vidovic, Vanja; Nilsen, Elizabeth; Friedman, Ori",2018,FALSE,NA,Empirical data - survey,FALSE,favourable,favourable,NA,NA,NA,NA,NA,NA,NA,WOS:000441621000001,baumeister,post
DS,RT,10.1016/j.cogdev.2018.12.003,"Kostyrka-Allchorne, Katarzyna; Cooper, Nicholas R.; Simpson, Andrew",2019,FALSE,NA,Empirical data - laboratory study,FALSE,favourable,favourable,NA,NA,NA,NA,NA,NA,NA,WOS:000459846000010,baumeister,post
DS,RT,10.3389/fpsyg.2019.00328,"Qin, Xin; Liao, Hui; Zheng, Xiaoming; Liu, Xin",2019,FALSE,NA,Empirical data - multiple study types are reported,FALSE,favourable,favourable,NA,NA,NA,NA,NA,NA,NA,WOS:000458957200001,baumeister,post
DS,RT,10.3390/ijerph15081757,"Gombert, Lilian; Konze, Anne-Kathrin; Rivkin, Wladislaw; Schmidt, Klaus-Helmut",2018,FALSE,NA,Empirical data - survey,FALSE,favourable,favourable,NA,NA,NA,NA,NA,NA,NA,WOS:000443168200197,baumeister,post
DS,RT,10.1177/1948550617736112,"Briskin, Julia L.; Kopetz, Catalina E.; Fitzsimons, Grainne M.; Slatcher, Richard B.",2019,FALSE,NA,Empirical data - survey,FALSE,favourable,favourable,NA,NA,NA,NA,NA,NA,NA,WOS:000459872100006,baumeister,post
DS,RT,10.3389/fpsyg.2018.01139,"Necka, Edward; Gruszka, Aleksandra; Orzechowski, Jaroslaw; Nowak, Michal; Wojcik, Natalia",2018,FALSE,NA,Empirical data - survey,FALSE,favourable,favourable,NA,NA,NA,NA,NA,NA,NA,WOS:000437901000001,baumeister,post
DS,RT,10.1177/0031512517751751,"Brevers, Damien; Dubuisson, Etienne; Dejonghe, Fabien; Dutrieux, Julien; Petieau, Mathieu; Cheron, Guy; Verbanck, Paul; Foucart, Jennifer",2018,FALSE,NA,Empirical data - laboratory study,FALSE,favourable,favourable,NA,NA,NA,NA,NA,NA,NA,WOS:000429907400006,baumeister,post
DS,RT,10.1007/s11031-018-9686-2,"Gissubel, Keith; Beiramar, Ana; Freire, Teresa",2018,FALSE,NA,Data synthesis - meta-analysis,TRUE,favourable,favourable,FALSE,NA,NA,NA,NA,NA,NA,WOS:000430848700003,baumeister,post
DS,RT,10.1002/ab.21805,"Staller, Mario S.; Mueller, Marcel; Christiansen, Paul; Zaiser, Benjamin; Koerner, Swen; Cole, Jon C.",2019,FALSE,NA,Empirical data - laboratory study,TRUE,favourable,favourable,TRUE,TRUE,"However, a recent complimentary analysis of the data (Baumeister & Vohs, 2016; Dang, 2016b) suggests that the failure of Hagger's and Chatzisarantis’ (2016) replication study may result from the ineffectiveness of their manipulation (e‐Crossing Task). Analyses of the data sets, where people consider the manipulation as effortful, that is, depleting, indicates an ego depletion effect (Baumeister & Vohs, 2016; Dang, 2016b).",TRUE,"However, a recent complimentary analysis of the data (Baumeister & Vohs, 2016; Dang, 2016b) suggests that the failure of Hagger's and Chatzisarantis’ (2016) replication study may result from the ineffectiveness of their manipulation (e‐Crossing Task). Analyses of the data sets, where people consider the manipulation as effortful, that is, depleting, indicates an ego depletion effect (Baumeister & Vohs, 2016; Dang, 2016b).",NA,NA,WOS:000457476200006,baumeister,post
DS,RT,10.1016/j.addbeh.2018.07.020,"Farris, Samantha G.; DiBello, Angelo M.; Zvolensky, Michael J.",2018,FALSE,NA,Empirical data - survey,FALSE,favourable,favourable,NA,NA,NA,NA,NA,NA,NA,WOS:000445719100039,baumeister,post
DS,RT,10.7819/rbgn.v0i0.3954,"da Costa, Marconi Freitas; de Fariasl, Salomao Alencar; de Angelo, Claudio Felisoni",2018,FALSE,NA,Empirical data - laboratory study,FALSE,favourable,favourable,NA,NA,NA,NA,NA,NA,NA,WOS:000446436300007,baumeister,post
DS,RT,10.1016/j.neubiorev.2018.05.003,"Kurath, Jennifer; Mata, Rui",2018,FALSE,NA,Data synthesis - meta-analysis,FALSE,unclassifiable,unclassifiable,NA,NA,NA,NA,NA,NA,NA,WOS:000436350200031,baumeister,post
DS,RT,10.1080/10463283.2017.1331874,"Greenaway, Katharine H.; Kalokerinos, Elise K.",2017,FALSE,NA,No empirical data,FALSE,favourable,favourable,NA,NA,NA,NA,NA,NA,NA,WOS:000433950000002,baumeister,post
DS,RT,10.1037/ocp0000082,"Breevaart, Kimberley; Bakker, Arnold B.",2018,FALSE,NA,Empirical data - survey,FALSE,favourable,favourable,NA,NA,NA,NA,NA,NA,NA,WOS:000435682700003,baumeister,post
DS,RT,10.1002/smi.2792,"Grawitch, Matthew J.; Werth, Paul M.; Palmer, Sarah N.; Erb, Kaitlyn R.; Lavigne, Kristi N.",2018,FALSE,NA,Empirical data - survey,FALSE,favourable,favourable,NA,NA,NA,NA,NA,NA,NA,WOS:000429585900012,baumeister,post
DS,RT,10.1016/j.jbusvent.2016.12.001,"Uy, Marilyn A.; Sun, Shuhua; Foo, Maw-Der",2017,FALSE,NA,Empirical data - survey,FALSE,favourable,favourable,NA,NA,NA,NA,NA,NA,NA,WOS:000404706800006,baumeister,post
DS,RT,10.1093/scan/nsx012,"Yanagisawa, Kuniaki; Kashima, Emiko S.; Moriya, Hiroki; Masui, Keita; Furutani, Kaichiro; Yoshida, Hiroshi; Ura, Mitsuhiro; Nomura, Michio",2017,FALSE,NA,Empirical data - laboratory study,FALSE,favourable,favourable,NA,NA,NA,NA,NA,NA,NA,WOS:000405696100005,baumeister,post
DS,RT,10.1093/jcr/ucy055,"Wiggin, Kyra L.; Reimann, Martin; Jain, Shailendra P.",2019,FALSE,NA,Empirical data - laboratory study,FALSE,favourable,favourable,NA,NA,NA,NA,NA,NA,NA,WOS:000482121300003,baumeister,post
DS,RT,10.1017/S0140525X17001935,"Doris, John M.",2018,TRUE,Does not cite target or replication,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,WOS:000431600100030,baumeister,post
DS,RT,10.1080/07448481.2019.1656636,"le Roux, Daniel B.; Parry, Douglas A.",2019,FALSE,NA,Empirical data - laboratory study,FALSE,favourable,favourable,NA,NA,NA,NA,NA,NA,NA,WOS:000485596100001,baumeister,post
DS,RT,10.1080/02678373.2018.1521884,"Ciampa, Valeria; Steffens, Niklas K.; Schuh, Sebastian C.; Fraccaroli, Franco; van Dick, Rolf",2019,FALSE,NA,Empirical data - survey,FALSE,favourable,favourable,NA,NA,NA,NA,NA,NA,NA,WOS:000486090100003,baumeister,post
DS,RT,10.1016/j.jesp.2018.01.007,"Welsh, David T.; Mai, Ke Michael; Ellis, Aleksander P. J.; Christian, Michael S.",2018,FALSE,NA,Empirical data - laboratory study,FALSE,equivocal,equivocal,NA,NA,NA,NA,NA,NA,NA,WOS:000432508900015,baumeister,post
DS,RT,10.1080/10410236.2018.1461585,"Afifi, Tamara; Granger, Douglas; Ersig, Anne; Tsalikian, Eva; Shahnazi, Ariana; Davis, Sharde; Harrison, Kathryn; Callejas, Michelle Acevedo; Scranton, Audrey",2019,FALSE,NA,Empirical data - field study,FALSE,unclassifiable,unclassifiable,NA,NA,NA,NA,NA,NA,NA,WOS:000479094000004,baumeister,post
DS,RT,10.1016/j.appet.2017.05.020,"Cheung, Tracy T. L.; Kroese, Floor M.; Fennis, Bob M.; De Ridder, Denise T. D.",2017,FALSE,NA,Empirical data - laboratory study,FALSE,favourable,favourable,NA,NA,NA,NA,NA,NA,NA,WOS:000405972700047,baumeister,post
DS,RT,10.1111/phil.12217,"Stapleford, Scott; Wentzell, Alexander",2019,FALSE,NA,No empirical data,FALSE,favourable,favourable,NA,NA,NA,NA,NA,NA,NA,WOS:000467969400003,baumeister,post
DS,RT,10.1177/1938965518762842,"Shin, Joongwon; Mattila, Anna S.",2018,FALSE,NA,Empirical data - laboratory study,FALSE,favourable,favourable,NA,NA,NA,NA,NA,NA,NA,WOS:000447561500009,baumeister,post
DS,RT,10.3389/fpsyg.2017.00855,"Imbir, Kamil K.",2017,FALSE,NA,Empirical data - field study,FALSE,favourable,favourable,NA,NA,NA,NA,NA,NA,NA,WOS:000402321400001,baumeister,post
DS,RT,10.1002/ejsp.2499,"Moynihan, Andrew B.; Igou, Eric R.; van Tilburg, Wijnand A. P.",2019,FALSE,NA,Empirical data - laboratory study,FALSE,favourable,favourable,NA,NA,NA,NA,NA,NA,NA,WOS:000461883600004,baumeister,post
DS,RT,10.1111/jasp.12591,"Goldschmied, Nadav; Vira, Damien",2019,FALSE,NA,Empirical data - survey,FALSE,favourable,equivocal,NA,NA,NA,NA,NA,NA,NA,WOS:000474773200002,baumeister,post
DS,RT,10.1080/15298868.2018.1478324,"Baumeister, Roy F.; Wright, Bradley R. E.; Carreon, David",2019,FALSE,NA,Empirical data - field study,FALSE,favourable,favourable,NA,NA,NA,NA,NA,NA,NA,WOS:000475403800002,baumeister,post
DS,RT,10.1080/00223980.2019.1566685,"Dahm, Patricia C.; Kim, Yeonka (Sophia); Glomb, Theresa M.",2019,FALSE,NA,Empirical data - survey,FALSE,favourable,favourable,NA,NA,NA,NA,NA,NA,NA,WOS:000470674400002,baumeister,post
DS,RT,10.1037/apl0000204,"Barclay, Laurie J.; Bashshur, Michael R.; Fortin, Marion",2017,FALSE,NA,No empirical data,FALSE,favourable,favourable,NA,NA,NA,NA,NA,NA,NA,WOS:000402047900001,baumeister,post
DS,RT,10.1080/00224499.2016.1145182,"Rodrigues, David; Lopes, Diniz; Pereira, Marco",2017,FALSE,NA,Empirical data - survey,FALSE,favourable,favourable,NA,NA,NA,NA,NA,NA,NA,WOS:000393812800009,baumeister,post
DS,RT,10.1509/jppm.16.157,"Cook, Laurel Aynne; Sadeghein, Raika",2018,FALSE,NA,Empirical data - survey,FALSE,favourable,favourable,NA,NA,NA,NA,NA,NA,NA,WOS:000431141700006,baumeister,post
DS,RT,10.1556/2006.7.2018.97,"Brevers, Damien; Foucart, Jennifer; Turel, Ofir; Bertrand, Anais; Alaerts, Mikael; Verbanck, Paul; Kornreich, Charles; Bechara, Antoine",2018,FALSE,NA,Empirical data - laboratory study,FALSE,favourable,favourable,NA,NA,NA,NA,NA,NA,NA,WOS:000454636900026,baumeister,post
DS,RT,10.1111/spc3.12425,"Werner, Kaitlyn M.; Milyavskaya, Marina",2019,FALSE,NA,No empirical data,FALSE,equivocal,equivocal,NA,NA,NA,NA,NA,NA,NA,WOS:000455960600003,baumeister,post
DS,RT,10.1016/j.childyouth.2018.05.011,"Griffiths, Austin; Royse, David; Walker, Robert",2018,FALSE,NA,No empirical data,FALSE,favourable,favourable,NA,NA,NA,NA,NA,NA,NA,WOS:000437366100007,baumeister,post
DS,RT,10.1371/journal.pone.0194119,"Modic, David; Anderson, Ross; Palomaki, Jussi",2018,FALSE,NA,Empirical data - survey,FALSE,favourable,favourable,NA,NA,NA,NA,NA,NA,NA,WOS:000427473500046,baumeister,post
DS,RT,10.1111/fire.12188,"Doellman, Thomas W.; Itzkowitz, Jennifer; Itzkowitz, Jesse; Sardarli, Sabuhi H.",2019,FALSE,NA,Empirical data - field study,FALSE,favourable,favourable,NA,NA,NA,NA,NA,NA,NA,WOS:000489087500001,baumeister,post
DS,RT,10.1111/jtsb.12160,"Stoltz, Dustin S.; Lizardo, Omar",2018,FALSE,NA,No empirical data,FALSE,favourable,favourable,NA,NA,NA,NA,NA,NA,NA,WOS:000434223200009,baumeister,post
DS,RT,10.1007/s10551-017-3690-4,"Zhang, Yajun; Yam, Kai Chi; Kouchaki, Maryam; Zhang, Junwei",2019,FALSE,NA,Empirical data - laboratory study,FALSE,favourable,favourable,NA,NA,NA,NA,NA,NA,NA,WOS:000472205100006,baumeister,post
DS,RT,10.3389/fpsyg.2019.00801,"Huang, Shenghua; Yin, Hongbiao; Tang, Lifang",2019,FALSE,NA,Empirical data - survey,FALSE,favourable,favourable,NA,NA,NA,NA,NA,NA,NA,WOS:000463817200001,baumeister,post
DS,RT,10.1109/SP.2017.38,"Herley, Cormac; van Oorschot, P. C.",2017,FALSE,NA,No empirical data,TRUE,unfavourable,unfavourable,FALSE,NA,NA,NA,NA,NA,NA,WOS:000413081300006,baumeister,post
DS,RT,10.1002/smi.2801,"Fragoso, Zachary L.; McGonagle, Alyssa K.",2018,FALSE,NA,Empirical data - survey,FALSE,favourable,favourable,NA,NA,NA,NA,NA,NA,NA,WOS:000441251300008,baumeister,post
DS,RT,10.1016/j.addbeh.2017.12.015,"Weiss, Nicole H.; Bold, Krysten W.; Contractor, Ateka A.; Sullivan, Tami P.; Armeli, Stephen; Tennen, Howard",2018,FALSE,NA,Empirical data - field study,FALSE,favourable,favourable,NA,NA,NA,NA,NA,NA,NA,WOS:000425574000021,baumeister,post
DS,RT,10.1016/j.appet.2019.104351,"Domke, Antonia; Keller, Jan; Fleig, Lena; Knoll, Nina; Schwarzer, Ralf",2019,FALSE,NA,Empirical data - field study,FALSE,favourable,favourable,NA,NA,NA,NA,NA,NA,NA,WOS:000494969000009,baumeister,post
DS,RT,10.1080/10937404.2018.1505571,"Stevenson, Matt P.; Schilhab, Theresa; Bentsen, Peter",2018,FALSE,NA,No empirical data,FALSE,equivocal,equivocal,NA,NA,NA,NA,NA,NA,NA,WOS:000450582100002,baumeister,post
DS,RT,10.1080/02678373.2017.1303759,"Haeusser, Jan Alexander; Mojzisch, Andreas",2017,FALSE,NA,No empirical data,TRUE,equivocal,equivocal,FALSE,NA,NA,NA,NA,NA,NA,WOS:000403788700001,baumeister,post
DS,RT,10.1111/papr.12480,"Nes, Lise Solberg; Ehlers, Shawna L.; Whipple, Mary O.; Vincent, Ann",2017,FALSE,NA,Empirical data - survey,FALSE,favourable,favourable,NA,NA,NA,NA,NA,NA,NA,WOS:000398787400004,baumeister,post
SC,TH,10.1016/j.jesp.2018.07.003,"Mrazek, Alissa J.; Ihm, Elliott D.; Molden, Daniel C.; Mrazek, Michael D.; Zedelius, Claire M.; Schooler, Jonathan W.",2018,FALSE,NA,Empirical data - multiple study types are reported,TRUE,favourable,favourable,FALSE,NA,NA,NA,NA,NA,NA,WOS:000448093100017,baumeister,post
SC,TH,10.1016/j.jenvp.2019.04.002,"Roberts, Adam C.; Yap, Hui Shan; Kwok, Kian Woon; Car, Josip; Soh, Chee-Kiong; Christopoulos, George I.",2019,FALSE,NA,Empirical data - laboratory study,FALSE,favourable,favourable,NA,NA,NA,NA,NA,NA,NA,WOS:000473377300008,baumeister,post
SC,TH,10.1108/EJM-03-2017-0231,"Mathmann, Frank; Pohlmeyer, Lisa; Higgins, E. Tory; Weeks, Clinton",2019,FALSE,NA,Empirical data - laboratory study,FALSE,favourable,favourable,NA,NA,NA,NA,NA,NA,NA,WOS:000469400300005,baumeister,post
SC,TH,10.3389/fpsyg.2018.00538,"Singh, Ranjit K.; Goeritz, Anja S.",2018,FALSE,NA,Empirical data - laboratory study,TRUE,favourable,favourable,TRUE,NA,NA,TRUE,"As Carter et al. (2015) noted, several dependent measures for ego depletion have been used in an inconsistent way across studies, such that the reduction of these dependent variables in some studies and their increase in others have been interpreted as evidence for depletion. Furthermore, the ego depletion effect varies considerably in strength depending on which depleting task is being used (Carter et al., 2015; Dang, 2017). Consequently, narrowing down which constructs are tied to ego depletion will help in solving the current controversy surrounding the effect.",NA,NA,WOS:000429836000001,baumeister,post
SC,TH,10.1027/2151-2604/a000292,"Bernecker, Katharina; Job, Veronika",2017,FALSE,NA,Empirical data - laboratory study,FALSE,favourable,favourable,NA,NA,NA,NA,NA,NA,NA,WOS:000408058200008,baumeister,post
SC,TH,10.1509/jmr.14.0373,"Garvey, Aaron M.; Meloy, Margaret G.; Shiv, Baba",2017,FALSE,NA,Empirical data - multiple study types are reported,FALSE,favourable,favourable,NA,NA,NA,NA,NA,NA,NA,WOS:000412179400008,baumeister,post
SC,TH,10.1016/j.jretai.2017.06.004,"Knoeferle, Klemens M.; Paus, Vilhelm Camillus; Vossen, Alexander",2017,FALSE,NA,Empirical data - field study,FALSE,favourable,favourable,NA,NA,NA,NA,NA,NA,NA,WOS:000423636800010,baumeister,post
SC,TH,10.1177/0193945918807898,"Pignatiello, Grant A.; Hickman, Ronald L., Jr.",2019,FALSE,NA,Empirical data - laboratory study,FALSE,favourable,favourable,NA,NA,NA,NA,NA,NA,NA,WOS:000465010300002,baumeister,post
SC,TH,10.1080/23311908.2019.1640340,"Stasielowicz, Lukasz",2019,FALSE,NA,Empirical data - laboratory study,TRUE,equivocal,equivocal,FALSE,NA,NA,NA,NA,NA,NA,WOS:000476483600001,baumeister,post
SC,TH,10.1016/j.socec.2018.04.009,"Achtziger, Anja; Alos-Ferrer, Carlos; Wagner, Alexander K.",2018,FALSE,NA,Empirical data - laboratory study,TRUE,favourable,favourable,TRUE,NA,NA,TRUE,Baumeister and Vohs (2016) responded raising doubts on whether the task was appropriate to induce ego depletion at all. Their main objection was the lack of an habituation phase in the computerized task used in Hagger et al. (2016).,NA,NA,WOS:000432773100018,baumeister,post
