PT,AU,BA,CA,GP,RI,OI,BE,Z2,TI,X1,Y1,Z1,FT,PN,AE,Z3,SO,S1,SE,BS,VL,IS,SI,MA,BP,EP,AR,DI,D2,SU,PD,PY,AB,X4,C1,Y4,Z4,AK,CT,CY,SP,CL,TC,Z8,ZB,ZS,Z9,SN,BN,WC,UT,PM,case,pubYear
J,"Vohs, Kathleen D.",NA,NA,NA,NA,NA,NA,NA,"Money Priming Can Change People's Thoughts, Feelings, Motivations, and Behaviors: An Update on 10 Years of Experiments",NA,NA,NA,NA,NA,NA,NA,JOURNAL OF EXPERIMENTAL PSYCHOLOGY-GENERAL,NA,NA,NA,144,4,NA,NA,E86,E93,NA,10.1037/xge0000091,NA,NA,Aug-15,2015,"Caruso, Vohs, Baxter, and Waytz (2013) posited that because money is used in free market exchanges, cues of money would lead people to justify and support the systems that allow those exchanges to take place. Hence, the authors predicted that money primes would boost system justification, social dominance, belief in a just world, and free market ideology, and found supportive evidence. Rohrer, Pashler, and Harris (2015) failed to replicate those effects. This article discusses the factors that predict priming effects, and particularly those pertinent to differences between Caruso et al. and Rohrer et al. Variations in a prime's meaning, the ease with which primed content comes to mind, the prime's motivational importance, and the ambiguity of the outcome situation influence the impact of the prime. Money priming experiments (totaling 165 to date, from 18 countries) point to at least 2 major effects. First, compared to neutral primes, people reminded of money are less interpersonally attuned. They are not prosocial, caring, or warm. They eschew interdependence. Second, people reminded of money shift into professional, business, and work mentality. They exert effort on challenging tasks, demonstrate good performance, and feel efficacious. Money priming is not the same as priming another popular means of exchange, credit cards, and can have bigger effects when there is an implied connection between the self and having money. The practical benefits of money have been studied by other disciplines for decades, and the time is now for psychologists to study the effects of merely being reminded of money.",NA,"[Vohs, Kathleen D.] Univ Minnesota, Minneapolis, MN 55455 USA; [Vohs, Kathleen D.] Univ Minnesota, Dept Mkt, Carlson Sch Management 3 150, 321 19th Ave S, Minneapolis, MN 55455 USA",NA,NA,NA,NA,NA,NA,NA,83,NA,NA,NA,NA,NA,NA,"Psychology, Experimental",WOS:000358693000004,NA,klein,2015
J,"Woods, Andy T.; Velasco, Carlos; Levitan, Carmel A.; Wan, Xiaoang; Spence, Charles",NA,NA,NA,NA,NA,NA,NA,Conducting perception research over the internet: a tutorial review,NA,NA,NA,NA,NA,NA,NA,PEERJ,NA,NA,NA,3,NA,NA,NA,NA,NA,e1058,10.7717/peerj.1058,NA,NA,JUL 23 2015,2015,"This article provides an overview of the recent literature on the use of internet-based testing to address important questions in perception research. Our goal is to provide a starting point for the perception researcher who is keen on assessing this tool for their own research goals. Internet-based testing has several advantages over in-lab research, including the ability to reach a relatively broad set of participants and to quickly and inexpensively collect large amounts of empirical data, via services such as Amazon's Mechanical Turk or Prolific Academic. In many cases, the quality of online data appears to match that collected in lab research. Generally-speaking, online participants tend to be more representative of the population at large than those recruited for lab based research. There are, though, some important caveats, when it comes to collecting data online. It is obviously much more difficult to control the exact parameters of stimulus presentation ( such as display characteristics) with online research. There are also some thorny ethical elements that need to be considered by experimenters. Strengths and weaknesses of the online approach, relative to others, are highlighted, and recommendations made for those researchers who might be thinking about conducting their own studies using this increasingly-popular approach to research in the psychological sciences.",NA,"[Woods, Andy T.; Velasco, Carlos; Spence, Charles] Univ Oxford, Dept Expt Psychol, Crossmodal Res Lab, Oxford OX1 2JD, England; [Woods, Andy T.] Xperiment, Surrey, England; [Levitan, Carmel A.] Occidental Coll, Dept Cognit Sci, Los Angeles, CA 90041 USA; [Wan, Xiaoang] Tsinghua Univ, Beijing 100084, Peoples R China; [Woods, Andy T.] Univ Oxford, Dept Expt Psychol, Crossmodal Res Lab, Oxford OX1 2JD, England",NA,NA,NA,NA,NA,NA,NA,97,NA,NA,NA,NA,NA,NA,Multidisciplinary Sciences,WOS:000358692300001,NA,klein,2015
J,"Korndoerfer, Martin; Egloff, Boris; Schmukle, Stefan C.",NA,NA,NA,NA,NA,NA,NA,A Large Scale Test of the Effect of Social Class on Prosocial Behavior,NA,NA,NA,NA,NA,NA,NA,PLOS ONE,NA,NA,NA,10,7,NA,NA,NA,NA,e0133193,10.1371/journal.pone.0133193,NA,NA,JUL 20 2015,2015,"Does being from a higher social class lead a person to engage in more or less prosocial behavior? Psychological research has recently provided support for a negative effect of social class on prosocial behavior. However, research outside the field of psychology has mainly found evidence for positive or u-shaped relations. In the present research, we therefore thoroughly examined the effect of social class on prosocial behavior. Moreover, we analyzed whether this effect was moderated by the kind of observed prosocial behavior, the observed country, and the measure of social class. Across eight studies with large and representative international samples, we predominantly found positive effects of social class on prosociality: Higher class individuals were more likely to make a charitable donation and contribute a higher percentage of their family income to charity (32,090 >= N >= 3,957; Studies 1-3), were more likely to volunteer (37,136 >= N >= 3,964; Studies 4-6), were more helpful (N = 3,902; Study 7), and were more trusting and trustworthy in an economic game when interacting with a stranger (N = 1,421; Study 8) than lower social class individuals. Although the effects of social class varied somewhat across the kinds of prosocial behavior, countries, and measures of social class, under no condition did we find the negative effect that would have been expected on the basis of previous results reported in the psychological literature. Possible explanations for this divergence and implications are discussed.",NA,"[Korndoerfer, Martin; Schmukle, Stefan C.] Univ Leipzig, Dept Psychol, D-04109 Leipzig, Germany; [Egloff, Boris] Johannes Gutenberg Univ Mainz, Dept Psychol, D-55122 Mainz, Germany; [Korndoerfer, Martin] Univ Leipzig, Dept Psychol, D-04109 Leipzig, Germany",NA,NA,NA,NA,NA,NA,NA,69,NA,NA,NA,NA,NA,NA,Multidisciplinary Sciences,WOS:000358546400065,NA,klein,2015
J,"Kuglitsch, Rebecca Z.",NA,NA,NA,NA,NA,NA,NA,Teaching for Transfer: Reconciling the Framework with Disciplinary Information Literacy,NA,NA,NA,NA,NA,NA,NA,PORTAL-LIBRARIES AND THE ACADEMY,NA,NA,NA,15,3,NA,NA,457,470,NA,10.1353/pla.2015.0040,NA,NA,Jul-15,2015,"This article explores the tension between information literacy as a generalizable skill and as a skill within the disciplines. The new ACRL Framework for Information Literacy for Higher Education addresses many challenges facing the previous ACRL Information Literacy Competency Standards for Higher Education, but the tension between disciplinary expertise and generalizable skills remains. Viewing the documents through the lens of teaching for transfer-that is, instruction that enables students to utilize knowledge and skills gained in one context in other situations-offers a useful approach. Exploring the Framework from the point of view of teaching for transfer addresses both practical and theoretical challenges. This viewpoint respects both the generalizable nature of information literacy and the highly contextual nature of its application in an academic setting.",NA,"[Kuglitsch, Rebecca Z.] Univ Colorado Boulder, Interdisciplinary Sci, Boulder, CO 80309 USA; [Kuglitsch, Rebecca Z.] Univ Colorado Boulder, Interdisciplinary Sci, Boulder, CO 80309 USA",NA,NA,NA,NA,NA,NA,NA,29,NA,NA,NA,NA,NA,NA,Information Science & Library Science,WOS:000364926900007,NA,klein,2015
J,"Chandler, Jesse; Paolacci, Gabriele; Peer, Eyal; Mueller, Pam; Ratliff, Kate A.",NA,NA,NA,NA,NA,NA,NA,Using Nonnaive Participants Can Reduce Effect Sizes,NA,NA,NA,NA,NA,NA,NA,PSYCHOLOGICAL SCIENCE,NA,NA,NA,26,7,NA,NA,1131,1139,NA,10.1177/0956797615585115,NA,NA,Jul-15,2015,"Although researchers often assume their participants are naive to experimental materials, this is not always the case. We investigated how prior exposure to a task affects subsequent experimental results. Participants in this study completed the same set of 12 experimental tasks at two points in time, first as a part of the Many Labs replication project and again a few days, a week, or a month later. Effect sizes were markedly lower in the second wave than in the first. The reduction was most pronounced when participants were assigned to a different condition in the second wave. We discuss the methodological implications of these findings.",NA,"[Chandler, Jesse] Univ Michigan, Inst Social Res, Ann Arbor, MI 48105 USA; [Chandler, Jesse] Math Policy Res, Ann Arbor, MI USA; [Paolacci, Gabriele] Erasmus Univ, Rotterdam Sch Management, Rotterdam, Netherlands; [Peer, Eyal] Bar Ilan Univ, Grad Sch Business Adm, IL-52100 Ramat Gan, Israel; [Mueller, Pam] Princeton Univ, Dept Psychol, Princeton, NJ 08544 USA; [Ratliff, Kate A.] Univ Florida, Dept Psychol, Gainesville, FL 32611 USA; [Chandler, Jesse] Univ Michigan, Inst Social Res, 426 Thompson St, Ann Arbor, MI 48105 USA",NA,NA,NA,NA,NA,NA,NA,79,NA,NA,NA,NA,NA,NA,"Psychology, Multidisciplinary",WOS:000357959300020,NA,klein,2015
J,"Makel, Matthew C.; Plucker, Jonathan A.",NA,NA,NA,NA,NA,NA,NA,An Introduction to Replication Research in Gifted Education: Shiny and New Is Not the Same as Useful,NA,NA,NA,NA,NA,NA,NA,GIFTED CHILD QUARTERLY,NA,NA,NA,59,3,NA,NA,157,164,NA,10.1177/0016986215578747,NA,NA,Jul-15,2015,"This methodological brief introduces readers to replication methods and their uses. Broadly defined, replication is the duplication of previously conducted research to verify or expand the original findings. Replication is particularly useful in the gifted education context because so much education theory and research are based on general education students and environments; the extent to which this prior work extends to gifted education contexts needs to be evaluated. The rationale, definition, implementation methods, and current state of replication in the social sciences generally, as well as in giftedness and creativity research specifically, are reviewed. Finally, guidance for conducting replications is provided, including recommendations on selecting important topics, engaging original authors, ensuring sufficient power, using appropriate measures and analyses, framing the manuscript, and submission planning.",NA,"[Makel, Matthew C.] Duke Univ, Talent Identificat Program, Durham, NC 27701 USA; [Plucker, Jonathan A.] Univ Connecticut, Educ, Storrs, CT USA; [Makel, Matthew C.] Duke Univ, Talent Identificat Program, 300 Fuller St, Durham, NC 27701 USA",NA,NA,NA,NA,NA,NA,NA,9,NA,NA,NA,NA,NA,NA,"Education, Special; Psychology, Educational",WOS:000357695500002,NA,klein,2015
J,"Olken, Benjamin A.",NA,NA,NA,NA,NA,NA,NA,Promises and Perils of Pre-Analysis Plans,NA,NA,NA,NA,NA,NA,NA,JOURNAL OF ECONOMIC PERSPECTIVES,NA,NA,NA,29,3,NA,NA,61,80,NA,10.1257/jep.29.3.61,NA,NA,SUM 2015,2015,"The purpose of this paper is to help think through the advantages and costs of rigorous pre-specification of statistical analysis plans in economics. A pre-analysis plan pre-specifies in a precise way the analysis to be run before examining the data. A researcher can specify variables, data cleaning procedures, regression specifications, and so on. If the regressions are pre-specified in advance and researchers are required to report all the results they pre-specify, data-mining problems are greatly reduced. I begin by laying out the basics of what a statistical analysis plan actually contains so those researchers unfamiliar with it can better understand how it is done. In so doing, I have drawn both on standards used in clinical trials, which are clearly specified by the Food and Drug Administration, as well as my own practical experience from writing these plans in economics contexts. I then lay out some of the advantages of pre-specified analysis plans, both for the scientific community as a whole and also for the researcher. I also explore some of the limitations and costs of such plans. I then review a few pieces of evidence that suggest that, in many contexts, the benefits of using pre-specified analysis plans may not be as high as one might have expected initially. For the most part, I will focus on the relatively narrow issue of pre-analysis for randomized controlled trials.",NA,"MIT, Econ, Cambridge, MA 02139 USA; [Olken, Benjamin A.] MIT, Econ, 77 Massachusetts Ave, Cambridge, MA 02139 USA",NA,NA,NA,NA,NA,NA,NA,62,NA,NA,NA,NA,NA,NA,Economics,WOS:000358723800004,NA,klein,2015
J,"Nichols, Austin Lee; Edlund, John E.",NA,NA,NA,NA,NA,NA,NA,Practicing What We Preach (and Sometimes Study): Methodological Issues in Experimental Laboratory Research,NA,NA,NA,NA,NA,NA,NA,REVIEW OF GENERAL PSYCHOLOGY,NA,NA,NA,19,2,NA,NA,191,202,NA,10.1037/gpr0000027,NA,NA,Jun-15,2015,"At the core of any causal claim is an experimental study, and laboratory research often provides the most valid arena for conducting experiments. Laboratory experiments allow researchers to provide internal validity to any phenomena they examine. However, researchers must consider and address certain methodological concerns when conducting lab research. Before participants ever agree to participate, forces are beginning to affect how they will respond to experimental manipulations. These and additional concerns continue during and after the completion of the experiment, yet many researchers do not fully understand their implications. As serious as these issues have always been, the introduction of social media and Internet data collection only highlight the importance of understanding and addressing methodological issues in laboratory experiments. In the following article, we discuss potential methodological flaws in laboratory research, examine research relevant to these problems, review evidence that suggests problems actually do contaminate our data, and suggest areas for future research. We conclude by providing recommendations for eliminating or alleviating these problems in future research, considering the role of replication studies as a post-hoc means of detecting these issues, and apply our conclusions to experimental research performed outside or a laboratory. In all, we believe that addressing these concerns in experimental research and practice will strengthen the validity of our conclusions, the replicability of our findings, and science as a whole.",NA,"[Nichols, Austin Lee] Univ Navarra, Dept Business, Pamplona 31009, Navarra, Spain; [Edlund, John E.] Rochester Inst Technol, Dept Psychol, Rochester, NY 14623 USA; [Nichols, Austin Lee] Univ Navarra, Edificio Amigos,Campus Univ, Pamplona 31009, Navarra, Spain",NA,NA,NA,NA,NA,NA,NA,16,NA,NA,NA,NA,NA,NA,"Psychology, Multidisciplinary",WOS:000356592400008,NA,klein,2015
J,"Hesselmann, Guido; Moors, Pieter",NA,NA,NA,NA,NA,NA,NA,Definitely maybe: can unconscious processes perform the same functions as conscious processes?,NA,NA,NA,NA,NA,NA,NA,FRONTIERS IN PSYCHOLOGY,NA,NA,NA,6,NA,NA,NA,NA,NA,584,10.3389/fpsyg.2015.00584,NA,NA,MAY 6 2015,2015,"Hassin recently proposed the ""Yes It Can"" (YIC) principle to describe the division of labor between conscious and unconscious processes in human cognition. According to this principle, unconscious processes can carry out every fundamental high-level cognitive function that conscious processes can perform. In our commentary, we argue that the author presents an overly idealized review of the literature in support of the YIC principle. Furthermore, we point out that the dissimilar trends observed in social and cognitive psychology, with respect to published evidence of strong unconscious effects, can better be explained by the way how awareness is defined and measured in both research fields. Finally, we show that the experimental paradigm chosen by Hassin to rule out remaining objections against the YIC principle is unsuited to verify the new default notion that all high-level cognitive functions can unfold unconsciously.",NA,"[Hesselmann, Guido] Charite, Visual Percept Lab, Dept Psychiat & Psychotherapy, D-10117 Berlin, Germany; [Moors, Pieter] Univ Leuven KU Leuven, Lab Expt Psychol, B-3000 Leuven, Belgium; [Hesselmann, Guido] Charite, Visual Percept Lab, Dept Psychiat & Psychotherapy, Campus Charite Mitte,Charitepl 1, D-10117 Berlin, Germany",NA,NA,NA,NA,NA,NA,NA,32,NA,NA,NA,NA,NA,NA,"Psychology, Multidisciplinary",WOS:000355339000003,NA,klein,2015
J,"IJzerman, Hans; Regenberg, Nina F. E.; Saddlemyer, Justin; Koole, Sander L.",NA,NA,NA,NA,NA,NA,NA,Perceptual effects of linguistic category priming: The Stapel and Semin (2007) paradigm revisited in twelve experiments,NA,NA,NA,NA,NA,NA,NA,ACTA PSYCHOLOGICA,NA,NA,NA,157,NA,NA,NA,23,29,NA,10.1016/j.actpsy.2015.01.008,NA,NA,May-15,2015,"Linguistic category priming is a novel paradigm to examine automatic influences of language on cognition (Semin, 2008). An initial article reported that priming abstract linguistic categories (adjectives) led to more global perceptual processing, whereas priming concrete linguistic categories (verbs) led to more local perceptual processing (Stapel & Semin, 2007). However, this report was compromised by data fabrication by the first author, so that it remains unclear whether or not linguistic category priming influences perceptual processing. To fill this gap in the literature, the present article reports 12.studies among Dutch and US samples examining the perceptual effects of linguistic category priming. The results yielded no evidence of linguistic category priming effects. These findings are discussed in relation to other research showing cultural variations in linguistic category priming effects (IJzerman, Saddlemyer, & Koole, 2014). The authors conclude by highlighting the importance of conducting and publishing replication research for achieving scientific progress. (C) 2015 The Authors. Published by Elsevier B.V. This is an open access article under the CC BY-NC-ND license (http://creativecommons.org/licenses/by-nc-nd/4.0/).",NA,"[IJzerman, Hans; Regenberg, Nina F. E.; Saddlemyer, Justin; Koole, Sander L.] Vrije Univ Amsterdam, NL-1081 HV Amsterdam, Netherlands; [IJzerman, Hans] Univ Utrecht, NL-3584 ED Utrecht, Netherlands; [IJzerman, Hans] Vrije Univ Amsterdam, De Boelelaan 1105, NL-1081 HV Amsterdam, Netherlands",NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,"Psychology, Experimental",WOS:000353851100003,NA,klein,2015
J,"Varnum, Michael E. W.",NA,NA,NA,NA,NA,NA,NA,"Higher in status, (Even) better-than-average",NA,NA,NA,NA,NA,NA,NA,FRONTIERS IN PSYCHOLOGY,NA,NA,NA,6,NA,NA,NA,NA,NA,496,10.3389/fpsyg.2015.00496,NA,NA,APR 28 2015,2015,"In 5 studies (total N = 1357) conducted online using Amazon's MTurk the relationship between socioeconomic status (SES) and the better-than-average effect (BTAE) was tested. Across the studies subjective measures of SES were positively correlated with magnitude of BTAE. Effects of objective measures (income and education) were weaker and less consistent. Measures of childhood SES (both objective and subjective) were positively correlated with BTAE magnitude, though less strongly and less consistently than measures of current subjective SES. Meta-analysis revealed all measures of chronic SES (with the exception of education) were significantly correlated with BTAE. However, manipulations of SES in terms of subjective status (Study 2), power (Study 3), and dominance (Study 4) did not have strong effects on BTAE magnitude (d's ranging from 0.04 to 0.14). Taken together the results suggest that chronic, but not temporary, status may be linked with a stronger tendency to overestimate one's abilities and positive traits.",NA,"[Varnum, Michael E. W.] Arizona State Univ, Psychol, Tempe, AZ 85287 USA; [Varnum, Michael E. W.] Arizona State Univ, Dept Psychol, 651 E Univ Dr,POB 871104, Tempe, AZ 85287 USA",NA,NA,NA,NA,NA,NA,NA,12,NA,NA,NA,NA,NA,NA,"Psychology, Multidisciplinary",WOS:000354537200001,NA,klein,2015
J,"Enochson, Kelly; Culbertson, Jennifer",NA,NA,NA,NA,NA,NA,NA,Collecting Psycholinguistic Response Time Data Using Amazon Mechanical Turk,NA,NA,NA,NA,NA,NA,NA,PLOS ONE,NA,NA,NA,10,3,NA,NA,NA,NA,e0116946,10.1371/journal.pone.0116946,NA,NA,MAR 30 2015,2015,"Researchers in linguistics and related fields have recently begun exploiting online crowd-sourcing tools, like Amazon Mechanical Turk (AMT), to gather behavioral data. While this method has been successfully validated for various offline measures-grammaticality judgment or other forced-choice tasks-its use for mainstream psycholinguistic research remains limited. This is because psycholinguistic effects are often dependent on relatively small differences in response times, and there remains some doubt as to whether precise timing measurements can be gathered over the web. Here we show that three classic psycholinguistic effects can in fact be replicated using AMT in combination with open-source software for gathering response times client-side. Specifically, we find reliable effects of subject definiteness, filler-gap dependency processing, and agreement attraction in self-paced reading tasks using approximately the same numbers of participants and/or trials as similar laboratory studies. Our results suggest that psycholinguists can and should be taking advantage of AMT and similar online crowd-sourcing marketplaces as a fast, low-resource alternative to traditional laboratory research.",NA,"[Enochson, Kelly; Culbertson, Jennifer] George Mason Univ, Linguist Program, Dept English, Fairfax, VA 22030 USA; [Culbertson, Jennifer] Univ Edinburgh, Sch Philosophy Psychol & Language Sci, Edinburgh, Midlothian, Scotland; [Enochson, Kelly] George Mason Univ, Linguist Program, Dept English, Fairfax, VA 22030 USA",NA,NA,NA,NA,NA,NA,NA,35,NA,NA,NA,NA,NA,NA,Multidisciplinary Sciences,WOS:000352134700005,NA,klein,2015
J,"Bianchi, Renzo; Schonfeld, Irvin Sam; Laurent, Eric",NA,NA,NA,NA,NA,NA,NA,Interpersonal rejection sensitivity predicts burnout: A prospective study,NA,NA,NA,NA,NA,NA,NA,PERSONALITY AND INDIVIDUAL DIFFERENCES,NA,NA,NA,75,NA,NA,NA,216,219,NA,10.1016/j.paid.2014.11.043,NA,NA,Mar-15,2015,"We examined whether interpersonal rejection sensitivity (IRS) - the hallmark of atypical depression prospectively predicted burnout, controlling for baseline symptoms, history of depressive disorders, antidepressant intake, gender, age, and length of employment (mean between-assessment duration: 21 months; n = 578; 74% female). IRS was related to a 119% increased risk of burnout at follow-up. Three of four burned out participants reported to be affected by IRS, or 2.5 times the rate observed in participants with no (or subthreshold) burnout symptoms. Our study highlights a dispositional factor in burnout's etiology also known to be a key component of atypical depression's etiology. The ontogenesis of individual vulnerabilities to burnout should be further examined in future research. (c) 2014 Elsevier Ltd. All rights reserved.",NA,"[Bianchi, Renzo; Laurent, Eric] Univ Franche Comte, Dept Psychol, F-25030 Besancon, France; [Schonfeld, Irvin Sam] CUNY City Coll, Dept Psychol, New York, NY 10031 USA; [Bianchi, Renzo] Univ Franche Comte, Lab Psychol EA 3188, 30-32 Rue Megevand, F-25030 Besancon, France",NA,NA,NA,NA,NA,NA,NA,6,NA,NA,NA,NA,NA,NA,"Psychology, Social",WOS:000348270900040,NA,klein,2015
J,"Brandt, Mark J.; Evans, Anthony M.; Crawford, Jarret T.",NA,NA,NA,NA,NA,NA,NA,The Unthinking or Confident Extremist? Political Extremists Are More Likely Than Moderates to Reject Experimenter-Generated Anchors,NA,NA,NA,NA,NA,NA,NA,PSYCHOLOGICAL SCIENCE,NA,NA,NA,26,2,NA,NA,189,202,NA,10.1177/0956797614559730,NA,NA,Feb-15,2015,"People with extreme political opinions are alternatively characterized as being relatively unthinking or as confident consumers and practitioners of politics. In three studies, we tested these competing hypotheses using cognitive anchoring tasks (total N = 6,767). Using two different measures of political extremity, we found that extremists were less influenced than political moderates by two types of experimenter-generated anchors (Studies 1-3) and that this result was mediated by extremists' belief superiority (Study 2). Extremists and moderates, however, were not differentially influenced by self-generated anchors (Study 2), which suggests that extremists differentiated between externally and internally generated anchors. These results are consistent with the confident-extremist perspective and contradict the unthinking-extremist perspective. The present studies demonstrate the utility of adopting a basic cognitive task to investigate the relationship between ideology and cognitive style and suggest that extremity does not necessarily beget irrationality.",NA,"[Brandt, Mark J.; Evans, Anthony M.] Tilburg Univ, NL-5000 LE Tilburg, Netherlands; [Crawford, Jarret T.] Coll New Jersey, Ewing Township, NJ 08618 USA; [Brandt, Mark J.] Tilburg Univ, Dept Social Psychol, POB 90153, NL-5000 LE Tilburg, Netherlands",NA,NA,NA,NA,NA,NA,NA,42,NA,NA,NA,NA,NA,NA,"Psychology, Multidisciplinary",WOS:000349622000008,NA,klein,2015
J,"Smolarski, Kayla; Leone, Kristy; Robbins, Steven",NA,NA,NA,NA,NA,NA,NA,"Reducing Negative Mood Through Drawing: Comparing Venting, Positive Expression, and Tracing",NA,NA,NA,NA,NA,NA,NA,ART THERAPY,NA,NA,NA,32,4,NA,NA,197,201,NA,10.1080/07421656.2015.1092697,NA,NA,2015,2015,"The authors examined whether instructions to express emotional states represent an active ingredient in the moodenhancing properties of drawing. Forty- five undergraduates were asked to make a list of recent stressful events (negative mood induction) before being randomly assigned to one of three conditions: drawing to express happiness (positive expression), drawing to express current stress (venting), or tracing and coloring a simple line drawing (distraction control). Mood improved in all three conditions, but the positive expression condition showed significantly greater improvement than either the tracing or venting groups. Venting and tracing produced similar levels of mood elevation. Positive emotional expression appears to be an active ingredient in the beneficial effects of drawing on mood.",NA,"[Smolarski, Kayla; Leone, Kristy] Arcadia Univ, Glenside, CA 19038 USA; [Robbins, Steven] Arcadia Univ, Psychol, Glenside, CA 19038 USA; [Robbins, Steven] Arcadia Univ, Psychol, Glenside, CA 19038 USA",NA,NA,NA,NA,NA,NA,NA,11,NA,NA,NA,NA,NA,NA,"Psychology, Clinical",WOS:000210645700007,NA,klein,2015
J,"Hackney, David N.; March, Melissa, I",NA,NA,NA,NA,NA,NA,NA,Who Should Receive Low-Dose Aspirin for Pre-eclampsia Prevention? Sorting through the Meta-Analyses,NA,NA,NA,NA,NA,NA,NA,CURRENT WOMENS HEALTH REVIEWS,NA,NA,NA,11,2,NA,NA,91,96,NA,10.2174/157340481102151218115133,NA,NA,2015,2015,"Low dose aspirin has been shown to reduce the risk for preeclampsia in certain populations. The aim of this review was to provide an overview of the findings of the larger randomized trials, meta-analyses and individual patient-data meta-analysis studying this topic. It is difficult to draw exact conclusions for patient care given heterogeneity in inclusion criteria and subgroups of both the individual trials and meta-analyses. The authors' practice is to recommend low dose aspirin to women, starting between 12 and 20 weeks gestational age, who have previously had severe and/or preterm preeclampsia in a prior pregnancy. Individual institutions are recommended to establish guidelines in order to standardize patient care, even in the context of uncertainty.",NA,"[Hackney, David N.; March, Melissa, I] Case Western Reserve Univ, Div Maternal Fetal Med, Dept Obstet & Gynecol, Univ Hosp Case Med Ctr,Sch Med, 11100 Euclid Ave,MacDonald 7, Cleveland, OH 44106 USA; [Hackney, David N.] Case Western Reserve Univ, Div Maternal Fetal Med, Dept Obstet & Gynecol, Univ Hosp Case Med Ctr,Sch Med, 11100 Euclid Ave,MacDonald 7, Cleveland, OH 44106 USA",NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,Obstetrics & Gynecology,WOS:000450916800002,NA,klein,2015
J,"Olsen, Angela",NA,NA,NA,NA,NA,NA,NA,"Is it because I'm gormless? A commentary on ""Narrative therapy in a learning disability context: a review""",NA,NA,NA,NA,NA,NA,NA,TIZARD LEARNING DISABILITY REVIEW,NA,NA,NA,20,3,NA,NA,130,133,NA,10.1108/TLDR-03-2015-0012,NA,NA,2015,2015,"Purpose - The purpose of this paper is to reflect on ""Narrative therapy in a learning disability context: a review"". Design/methodology/approach - This commentary reflects on the use of Narrative therapy and considers it in the wider context of assisting people with learning disabilities to develop self-understanding. The commentary makes connections between the use of Narrative therapy and narrative approaches to research reporting. Findings - The use of Narrative therapy can assist in the development of positive personal stories for individuals with learning disabilities. Case study research provides a useful reference point from which to develop future work. Reporting of case studies sometimes omits data that might be useful for others attempting to replicate findings. Originality/value - This paper highlights the need for authors to ensure that the ""small details"" are included in research reporting. A narrative approach, rich in detail of research participants might enable authors to tell a ""thicker"" story, thus improving generalisability.",NA,"[Olsen, Angela] Univ Salford, Salford M5 4WT, Lancs, England; [Olsen, Angela] Univ Salford, Salford M5 4WT, Lancs, England",NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,"Education, Special",WOS:000368500600004,NA,klein,2015
J,"Brown, Sacha D.; Furrow, David; Hill, Daniel F.; Gable, Jonathon C.; Porter, Liam P.; Jacobs, W. Jake",NA,NA,NA,NA,NA,NA,NA,A Duty to Describe: Better the Devil You Know Than the Devil You Don't,NA,NA,NA,NA,NA,NA,NA,PERSPECTIVES ON PSYCHOLOGICAL SCIENCE,NA,NA,NA,9,6,NA,NA,626,640,NA,10.1177/1745691614551749,NA,NA,Nov-14,2014,"Although many researchers have discussed replication as a means to facilitate self-correcting science, in this article, we identify meta-analyses and evaluating the validity of correlational and causal inferences as additional processes crucial to self-correction. We argue that researchers have a duty to describe sampling decisions they make; without such descriptions, self-correction becomes difficult, if not impossible. We developed the Replicability and Meta-Analytic Suitability Inventory (RAMSI) to evaluate the descriptive adequacy of a sample of studies taken from current psychological literature. Authors described only about 30% of the sampling decisions necessary for self-correcting science. We suggest that a modified RAMSI can be used by authors to guide their written reports and by reviewers to inform editorial recommendations. Finally, we claim that when researchers do not describe their sampling decisions, both readers and reviewers may assume that those decisions do not matter to the outcome of the study, do not affect inferences made from the research findings, do not inhibit inclusion in meta-analyses, and do not inhibit replicability of the study. If these assumptions are in error, as they often are, and the neglected decisions are relevant, then the neglect may create a good deal of mischief in the field.",NA,"[Brown, Sacha D.; Hill, Daniel F.; Gable, Jonathon C.; Jacobs, W. Jake] Univ Arizona, Tucson, AZ 85721 USA; [Furrow, David] Mt St Vincent Univ, Halifax, NS B3M 2J6, Canada; [Porter, Liam P.] Boston Univ, Boston, MA 02215 USA; [Brown, Sacha D.] Univ Arizona, Dept Psychol, 1503 East Univ Blvd, Tucson, AZ 85721 USA",NA,NA,NA,NA,NA,NA,NA,19,NA,NA,NA,NA,NA,NA,"Psychology, Multidisciplinary",WOS:000345305100005,NA,klein,2014
